LSOA21CD,Higher_manager_administrative_professional,Lower_supervisory&technical_occupations,Semi-routine_occupations,Routine_occupations,NeverWorked&Long-term_unemployed,Full-time_students,Lower_manager_administrative_professional,Intermediate_occupations,Small_employers&ownaccount_workers
E01022860,22.2094,3.4702,9.9479,6.5356,5.4367,3.0654,26.605,12.7241,10.0058
E01022861,24.9627,3.5022,9.538,4.6945,3.1297,5.9613,25.3353,11.9225,10.9538
E01022862,20.2444,4.9947,10.7333,8.8735,4.6227,3.5069,25.186,11.5834,10.255
E01022863,25.6069,3.1323,9.0055,4.8551,2.8974,4.6985,26.39,14.2522,9.1621
E01022864,20.4355,3.8526,9.5477,7.7889,6.2814,5.0251,22.1943,13.0653,11.809
E01022865,25.4451,3.3383,8.1602,3.5608,4.3027,5.4154,27.0772,12.9822,9.7181
E01022867,25.1885,3.5445,8.8989,4.2232,3.8462,3.7707,26.6214,12.2926,11.6139
E01022868,28.6443,2.551,6.6327,3.4985,2.8426,4.4461,27.7697,12.3907,11.2245
E01022869,21.626,4.7154,9.5122,5.935,4.3089,4.2276,23.4146,12.9268,13.3333
E01022870,26.8799,2.6793,6.3959,5.4451,4.3215,4.8401,27.3984,11.3224,10.7174
E01022871,19.3458,5.0467,10.5607,9.4393,4.2056,5.2336,23.1776,11.4019,11.5888
E01022872,21.4086,4.6025,8.2287,6.2762,4.8117,4.6722,26.1506,11.5063,12.3431
E01022874,11.3829,7.5259,14.5814,9.031,5.4563,4.3274,22.5776,13.4525,11.6651
E01022875,7.6233,7.8924,16.5919,13.3632,6.9058,6.3677,17.5785,11.8386,11.8386
E01022876,17.4679,6.0897,10.7372,8.1731,4.0865,4.9679,22.5962,14.6635,11.2179
E01022877,17.1141,6.4597,10.6544,7.047,4.7819,4.5302,21.2248,15.604,12.5839
E01022878,30.1779,2.1352,4.9822,2.5623,3.7722,4.6263,27.331,12.7402,11.6726
E01022879,21.7169,4.3206,8.5844,7.5043,4.7754,3.2405,24.4457,10.9153,14.4969
E01022880,18.8107,5.1578,10.1942,9.7694,5.2184,3.7621,23.5437,11.2864,12.2573
E01022881,21.1679,4.1971,8.9872,7.9836,4.562,5.9307,23.9964,12.2263,10.9489
E01022882,23.4043,4.2553,7.3171,5.2932,3.6326,5.2932,27.6077,10.5864,12.6103
E01022883,29.9732,2.587,7.5825,4.7279,2.6762,5.0847,25.3345,13.0241,9.0098
E01022884,24.175,3.7606,8.3653,5.8327,3.3001,5.2187,25.7866,11.4351,12.1259
E01022885,25.8348,2.9877,7.645,5.7996,2.5483,6.239,25.9227,12.6538,10.3691
E01022887,26.6111,3.1842,5.2312,3.9424,7.2782,4.3215,22.5171,10.6141,16.3002
E01022888,23.9264,3.6252,7.8081,5.0753,4.3503,4.6291,26.1015,12.1026,12.3815
E01022889,17.5299,5.5777,9.6414,9.9602,5.4183,5.3386,21.5936,10.0398,14.9004
E01022890,12.7625,5.8966,12.7625,11.7124,7.8352,5.412,19.3861,12.1971,12.0355
E01022891,18.9564,4.3593,10.2378,6.6711,4.3593,4.0291,25.6275,14.0687,11.6909
E01022892,16.5132,5.4635,10.2517,7.4279,4.8496,3.5605,24.8619,14.733,12.3389
E01022893,18.1818,4.746,9.6925,7.8209,3.3422,4.6791,24.7995,15.1738,11.5642
E01022894,17.9641,4.2772,11.4628,7.9555,3.5928,4.876,22.84,14.2002,12.8315
E01022895,16.6191,5.4922,10.1284,7.204,3.1384,4.4223,26.6049,15.6205,10.7703
E01022896,17.1405,5.2803,11.2916,6.905,3.6556,4.2242,27.0512,15.1097,9.342
E01022897,21.2815,5.2632,10.5263,6.7887,3.1274,4.5767,23.341,13.73,11.3654
E01022898,18.9553,4.6335,8.4246,5.139,4.802,5.2233,26.2005,14.4061,12.2157
E01022899,7.5259,9.6896,15.6162,16.7451,9.9718,5.08,16.1806,9.9718,9.2192
E01022900,4.7653,6.1372,18.556,19.0614,10.7581,5.1264,13.4296,10.6859,11.4801
E01022901,5.7447,7.8014,18.2979,17.8014,10.5674,4.539,12.695,11.2766,11.2766
E01022902,4.7578,8.8235,18.6851,17.3875,8.8235,3.6332,15.0519,10.5536,12.2837
E01022903,4.7691,6.3588,18.0924,18.4709,12.4905,4.3149,11.6578,10.2195,13.626
E01022904,5.099,8.0384,18.9562,16.7367,11.3977,4.919,14.0372,9.5981,11.2178
E01022905,4.3736,8.3766,18.384,19.4959,15.6412,4.003,10.7487,9.192,9.785
E01022906,4.8446,8.0439,18.3729,17.0932,8.958,4.2048,16.1792,11.3346,10.9689
E01022907,10.7089,6.2594,14.8567,10.4072,8.4465,3.5445,19.7587,13.5747,12.4434
E01022908,7.577,8.7427,18.1515,14.5712,8.6595,4.0799,15.4038,11.99,10.8243
E01022909,17.8064,5.1456,9.2079,7.2444,5.1456,4.6716,24.9154,14.8274,11.0359
E01022910,9.5935,7.4797,16.0163,12.6016,7.0732,3.9024,20,12.6829,10.6504
E01022911,10.4732,7.2149,11.7921,12.3351,6.7494,4.1893,22.7308,13.1109,11.4042
E01022913,5.296,6.5421,19.2108,18.0685,11.5265,4.9844,14.2264,9.865,10.2804
E01022914,5.4956,8.5378,16.7812,16.4868,8.4396,4.9068,15.4073,11.4818,12.4632
E01022915,5.9649,8.1579,17.6316,19.386,13.5088,4.8246,11.4912,8.0702,10.9649
E01022916,5.5556,7.6984,16.9841,17.9365,8.7302,5.7143,14.7619,11.0317,11.5873
E01022917,2.9979,8.137,20.7709,17.1306,11.5632,5.2463,14.0257,7.8158,12.3126
E01022918,11.1111,6.1383,14.6076,11.1111,7.6146,4.3512,19.6581,12.9759,12.432
E01022919,10.4037,6.9876,14.3634,12.5776,5.1242,3.3385,21.5062,13.4317,12.2671
E01022920,13.7649,6.7708,12.7976,9.6726,5.6548,2.8274,23.6607,12.872,11.9792
E01022921,14.3305,5.7948,11.5114,7.4393,6.8128,4.072,24.5889,14.4871,10.9632
E01022922,13.2203,4.4915,11.6102,10.0847,3.8983,2.7119,25,16.0169,12.9661
E01022924,17.7506,3.749,8.6458,6.9625,7.192,3.9786,26.7789,13.3129,11.6297
E01022925,16.8101,5.9094,11.7613,7.5158,4.3603,5.1061,24.3259,13.9415,10.2696
E01022926,20.615,4.123,8.7352,6.9881,3.9832,5.8001,26.6247,13.0678,10.0629
E01022927,13.229,5.6899,14.5804,9.0327,10.1707,3.1294,21.9061,11.3087,10.9531
E01022928,24.282,3.4595,7.8329,3.9164,5.2872,3.2637,26.8277,12.7937,12.3368
E01022929,20.0447,3.4277,8.7183,7.079,6.4829,3.2787,25.6334,10.8048,14.5306
E01022930,9.9612,8.2147,14.2303,12.2898,6.4683,2.652,20.3752,14.3596,11.4489
E01022931,14.1503,6.054,12.108,7.8045,5.5434,5.1787,22.7571,14.0773,12.3268
E01022933,4.0732,6.1513,18.9526,20.1164,13.5495,5.9019,11.5544,7.8969,11.8038
E01022934,7.5036,7.1429,19.2641,16.5945,10.6061,3.9683,14.0693,10.6061,10.2453
E01022935,11.6044,6.4642,14.7975,10.2025,6.7757,4.2056,20.0156,13.5514,12.3832
E01022936,10.4511,6.3158,15.6391,11.6541,10.6767,2.1805,17.4436,10.8271,14.812
E01022937,14.2601,5.8296,12.1076,11.1211,8.6099,5.2915,19.0135,10.7623,13.0045
E01022938,13.3379,6.0192,14.7743,10.1915,7.3871,3.4884,19.9726,12.1751,12.6539
E01022939,10.245,5.4195,14.4024,9.948,9.3541,4.1574,20.5642,12.1752,13.7342
E01022940,14.0376,7.453,14.3994,8.9725,7.0912,3.7627,19.9711,12.1563,12.1563
E01022941,14.0471,5.7707,11.7692,7.7449,7.1374,3.7206,20.653,12.1488,17.0084
E01022942,11.4083,5.4288,11.9591,11.4083,11.0936,3.0685,19.9056,12.1164,13.6113
E01022943,22.4806,4.4961,7.4419,5.8915,5.1163,2.4031,25.969,12.6357,13.5659
E01022944,17.4263,5.0938,10.4558,6.5237,6.2556,3.5746,23.8606,11.5282,15.2815
E01022945,15.1763,5.9274,11.5994,9.2489,7.1538,3.0148,20.5416,13.5922,13.7455
E01022946,13.109,5.5104,12.239,9.2807,9.8028,3.8863,21.2877,11.5429,13.3411
E01022947,14.85,5.1207,10.0219,8.9247,3.5845,3.9503,27.0666,12.5823,13.899
E01022948,12.491,5.1264,12.7798,9.6029,5.2708,4.4043,23.8267,15.0181,11.4801
E01022949,5.8292,7.3892,16.5846,18.3087,11.0016,3.4483,15.5172,11.0837,10.8374
E01022950,16.6222,5.6075,11.3485,9.0788,4.8064,4.8732,23.1642,13.0841,11.4152
E01022951,12.3624,6.0965,12.0237,8.8061,5.0804,5.2498,23.0313,14.4793,12.8704
E01022952,11.6393,6.7213,14.8361,8.7705,3.5246,4.5902,23.0328,15.3279,11.5574
E01022954,23.1548,3.835,8.0318,4.2692,4.4139,4.5586,27.2793,12.0839,12.3734
E01022955,19.3215,3.3186,10.9145,5.826,4.7198,5.3097,25.9587,14.7493,9.882
E01022956,13.7527,6.29,13.6461,9.4883,6.29,5.7569,22.8145,12.6866,9.2751
E01022957,14.8047,3.9964,11.535,9.0827,8.9918,5.7221,22.9791,13.1698,9.7184
E01022958,18.6587,5.0838,7.5717,6.1114,3.5154,5.7869,28.8264,13.7912,10.6544
E01022959,4.8344,7.3411,16.2936,17.9051,9.3107,6.3563,15.1298,10.6535,12.1755
E01022960,6.323,7.2957,17.0233,11.3813,5.8366,5.642,19.7471,13.8132,12.9377
E01022961,10.1578,5.7199,14.1026,14.2012,6.0158,5.7199,18.8363,12.7219,12.5247
E01022962,12.9855,5.0435,12.9855,9.5652,6.7826,5.5652,24.058,11.7681,11.2464
E01022963,15.0787,5.3024,12.179,9.6106,6.0481,3.894,23.1152,12.6761,12.0961
E01022964,6.8556,5.9415,18.0987,15.5393,10.1463,5.1188,15.6307,11.426,11.2431
E01022965,7.0485,6.9604,16.7401,13.6564,11.9824,5.3744,15.5947,12.6872,9.9559
E01022966,4.0777,6.5049,20.1942,18.835,8.835,6.8932,11.068,12.1359,11.4563
E01022967,2.6159,6.8966,17.717,20.214,15.3389,5.113,10.5826,9.8692,11.6528
E01022968,3.916,6.9723,19.4842,21.681,11.6523,6.1127,11.0793,8.5005,10.6017
E01022969,4.8872,7.0677,20.3008,18.2707,9.8496,7.218,11.6541,9.5489,11.203
E01022970,4.9671,8.1812,19.7224,16.9467,14.0979,6.355,10.9569,8.3272,10.4456
E01022971,12.6482,6.2451,12.7273,9.4071,3.5573,3.4783,26.0079,14.1502,11.7787
E01022972,17.6471,5.817,10.1961,6.5359,3.7255,5.4902,26.6667,13.2026,10.719
E01022973,9.0714,5.7434,14.7075,12.0773,13.5266,3.8647,18.8406,10.9501,11.2185
E01022974,19.3798,5.7709,10.0775,7.4074,4.1344,3.6176,25.7537,13.3506,10.5082
E01022975,10.7961,6.4536,12.6659,9.8914,5.1267,4.4632,22.4367,14.5959,13.5706
E01022976,13.8042,6.4205,13.8042,12.1188,10.1124,3.8523,18.2986,11.3162,10.2729
E01022977,19.1083,5.2548,9.9522,5.0955,5.3344,4.6178,24.8408,13.6146,12.1815
E01022978,18.2557,5.9867,7.391,7.2432,4.6563,3.7694,24.7598,12.8603,15.0776
E01022979,17.8427,4.7379,9.9798,10.7863,9.6774,3.125,20.6653,11.2903,11.8952
E01022980,16.4996,4.2406,9.6376,9.4063,8.2498,6.3994,22.8219,10.0231,12.7217
E01022981,15.7924,4.3527,11.3839,7.1987,6.9196,2.4554,22.6004,15.346,13.9509
E01022982,14.2032,4.9076,12.7598,7.0439,7.0439,2.2517,24.2494,13.6259,13.9145
E01022983,13.1846,5.2062,12.5085,8.7897,5.95,2.7045,22.0419,14.6721,14.9425
E01022984,15.7617,3.6953,10.3318,7.6923,6.2594,4.902,21.0407,12.1418,18.175
E01022985,11.9802,6.4356,14.4554,9.3069,5.4455,3.6634,22.2772,14.0594,12.3762
E01022986,10.4502,6.9132,15.9968,8.8424,7.5563,3.537,18.8907,13.2637,14.5498
E01022987,16.3498,4.6171,10.5921,6.0293,6.0837,2.39,25.0951,15.3178,13.5253
E01022988,7.6214,7.5377,17.0017,15.7454,7.3702,3.1826,17.2529,11.139,13.1491
E01022989,19.4098,5.0492,11.082,7.0164,4.7213,3.8689,23.9344,12.0656,12.8525
E01022990,20.9284,4.2486,7.2384,8.1039,3.3832,6.5303,22.1873,10.3068,17.0732
E01022991,21.0038,3.2733,7.5286,5.0736,4.5827,3.9825,22.695,12.5477,19.3126
E01022992,17.9961,5.2529,6.5175,5.9339,4.4747,4.6693,21.4008,12.0623,21.6926
E01022993,23.6975,4.5378,5.3782,4.8739,9.1597,3.1092,20.8403,9.6639,18.7395
E01022994,19.0923,4.5383,8.7637,5.5556,4.1471,3.5211,28.3255,13.4585,12.5978
E01022995,16.2138,4.7327,10.0789,6.3979,4.0316,5.1709,25.9422,15.3374,12.0947
E01022996,18.744,4.8309,8.3092,8.1159,6.2802,4.1546,21.0628,11.6908,16.8116
E01022997,20.8734,3.3188,7.8603,4.7162,6.8122,4.2795,23.7555,9.607,18.7773
E01022998,27.859,3.3245,6.117,5.1862,2.4601,4.1888,25.7979,10.9043,14.1622
E01022999,17.9037,5.8924,8.8385,9.1785,5.1558,4.136,22.8329,8.3286,17.7337
E01023000,20.9381,7.138,8.9735,9.6533,5.7104,3.2631,21.8219,8.9735,13.5282
E01023001,14.2163,6.8044,11.9684,8.9307,3.949,3.0984,25.5772,11.5431,13.9125
E01023002,11.9233,6.3875,14.0525,12.3492,5.252,3.9745,21.2917,9.9361,14.8332
E01023003,17.1274,5.8665,10.4518,7.8894,6.1362,3.9784,25.2192,12.205,11.1261
E01023004,13.0233,9.0365,13.0233,9.6346,4.186,4.9834,22.5249,14.485,9.103
E01023005,13.7715,7.903,12.5196,8.7637,4.0689,4.1471,24.8044,15.0235,8.9984
E01023006,4.2532,8.7043,16.815,20.9693,11.8694,6.3304,11.6716,8.8032,10.5836
E01023007,10.6496,9.2652,11.3951,12.886,6.8158,3.7274,19.8083,12.2471,13.2055
E01023008,15.2519,6.0041,12.2153,8.2126,7.8675,2.1394,21.256,15.2519,11.8012
E01023009,16.223,7.5707,10.8985,8.4027,3.827,4.9085,23.9601,15.7238,8.4859
E01023010,6.8468,8.018,15.1351,16.3063,5.8559,4.5045,19.9099,12.3423,11.0811
E01023011,18.8134,5.2303,7.6503,8.8993,4.4496,3.9813,20.9992,9.4457,20.5308
E01023012,20.249,3.4855,8.7137,7.8838,3.8174,3.2365,23.4855,11.1203,18.0083
E01023013,10.0941,8.8109,12.2327,10.864,5.4748,3.1651,23.4388,12.6604,13.2592
E01023014,10.9937,9.0204,14.4468,11.0641,7.1177,3.1008,19.5913,13.1078,11.5574
E01023015,10.0418,8.8703,12.8033,11.046,7.6987,3.0962,22.2594,12.2176,11.9665
E01023016,13.5678,8.6265,11.809,8.0402,5.1926,2.1776,22.8643,15.6616,12.0603
E01023017,10.7909,6.0699,14.4083,10.607,6.8056,5.1502,19.4972,12.9368,13.7339
E01023018,9.3648,6.2704,17.9967,11.0749,9.8534,3.3388,18.4039,11.8893,11.8078
E01023019,7.6059,9.4209,16.6811,15.8168,7.0009,3.2844,16.9404,11.0631,12.1867
E01023020,12.8549,7.3344,12.0662,8.123,5.1262,3.8644,23.1073,14.0379,13.4858
E01023021,18.1818,5.0157,9.4044,5.8777,4.5455,4.7022,23.3542,14.2633,14.6552
E01023022,11.6572,6.3012,12.1613,10.649,5.9861,4.0958,23.2514,12.0983,13.7996
E01023023,12.1489,6.7416,12.2191,11.0955,6.882,4.4944,19.382,11.3062,15.7303
E01023024,14.9337,6.0712,11.933,9.1417,5.164,3.6985,24.4941,12.4913,12.0726
E01023025,20.6838,3.7607,8.7179,4.7009,5.1282,3.6752,23.7607,9.5726,20
E01023026,21.2972,3.7754,6.0019,6.0019,5.9051,5.1307,23.6205,10.0678,18.1994
E01023027,8.9438,10.2215,14.1397,14.3952,7.4957,4.1738,18.3135,11.3288,10.9881
E01023028,9.2355,8.9297,14.8012,12.7217,6.1162,4.2202,20.5505,12.6606,10.7645
E01023029,2.1399,8.9712,17.3663,21.4815,13.251,7.2428,11.0288,7.9012,10.6173
E01023030,9.2092,10.01,12.6126,13.8138,3.8038,4.2042,20.02,16.1161,10.2102
E01023031,8.3739,8.4713,15.6767,16.0662,7.7897,3.0185,16.0662,13.0477,11.4898
E01023032,8.8584,11.8721,15.2511,11.5982,5.6621,3.1963,17.7169,13.79,12.0548
E01023033,6.3976,9.9409,13.9764,18.2087,7.4803,3.4449,15.9449,13.4843,11.122
E01023034,12.8188,4.5782,11.5108,7.5213,6.6056,4.1857,22.6292,12.9496,17.2008
E01023035,11.4721,5.504,13.6605,9.5491,4.7082,3.4483,20.756,13.3952,17.5066
E01023036,15.5779,3.9643,11.6695,8.1519,4.9693,3.9643,22.3339,12.7303,16.6387
E01023037,9.102,8.7966,14.9053,15.3329,7.8192,3.1155,17.9597,13.256,9.7129
E01023038,14.3939,7.8283,12.963,7.0707,4.5455,2.9461,25.1684,16.2458,8.8384
E01023039,10.0422,8.1013,14.1772,12.4051,6.0759,3.6287,20.5063,14.0928,10.9705
E01023040,15.028,6.6347,11.8305,8.9528,5.1958,2.558,24.8601,16.3869,8.5532
E01023041,21.3571,3.0714,9,5.1429,4.0714,3.7143,27.3571,9.7143,16.5714
E01023042,15.9015,5.1231,11.843,7.7179,9.847,2.1956,23.1537,8.982,15.2362
E01023043,18.0799,4.6251,10.3714,7.2179,4.0645,3.7141,26.1388,11.5627,14.2256
E01023044,26.1179,2.3374,7.0122,4.7764,3.3537,3.252,27.5407,13.4146,12.1951
E01023045,21.9076,4.3964,9.2399,5.5142,3.8003,5.2906,27.2727,11.699,10.8793
E01023046,17.5875,6.4591,12.607,8.716,5.0584,4.2802,23.5798,9.4942,12.2179
E01023047,14.4673,6.8426,11.5347,9.4819,3.5191,4.4966,26.393,15.9335,7.3314
E01023048,15.5904,7.1033,9.2251,8.3948,5.7196,5.0738,24.4465,14.2066,10.2399
E01023049,15.0413,6.7769,12.8099,8.2645,4.6281,5.2893,25.7025,13.0579,8.4298
E01023050,11.6071,7.1429,11.0863,10.2679,4.5387,4.9851,25,17.1131,8.2589
E01023051,18.4273,4.3685,10.3257,5.7188,5.3217,3.4154,25.4964,11.6759,15.2502
E01023052,17.0025,3.8413,10.3275,6.3602,4.8489,1.0705,26.7632,13.728,16.0579
E01023053,21.3491,4.1257,8.6444,4.9771,4.5842,2.1611,25.5403,12.3772,16.241
E01023054,9.3593,7.1608,17.2111,9.9246,6.7839,3.2663,18.9698,13.6935,13.6307
E01023055,6.7633,8.1159,19.5169,16.1353,8.599,6.1836,13.3333,9.0821,12.2705
E01023056,11.086,6.184,17.4208,9.8793,6.7119,1.7345,21.3424,14.7813,10.8597
E01023057,8.2736,7.6873,17.785,10.8795,6.4495,4.2345,19.1531,15.114,10.4235
E01023058,6.4791,7.0759,20.0341,16.4535,7.7579,4.0068,15.26,9.2924,13.6402
E01023059,18.0754,5.2666,11.5085,6.567,4.3563,3.9662,24.7074,11.7685,13.7841
E01023060,14.7979,4.8818,11.0603,8.9245,4.5767,4.6529,23.2647,12.2044,15.6369
E01023061,8.4237,5.3378,17.6814,16.764,6.3386,5.3378,17.6814,8.8407,13.5947
E01023062,23.2143,3.4091,7.224,5.5195,3.7338,6.0065,22.8084,12.9058,15.1786
E01023063,19.2599,3.6165,8.1581,5.3827,3.6165,9.0833,23.2128,12.2792,15.3911
E01023064,13.2366,5.7117,12.4207,9.1568,4.4424,4.8957,25.2947,12.33,12.5113
E01023065,11.8092,6.056,16.2755,12.112,7.0401,4.9962,17.7139,10.4466,13.5503
E01023066,16.4231,4.4537,11.4823,7.9332,5.4976,4.7321,21.5031,13.8483,14.1267
E01023067,18.7903,5.4839,9.6774,6.7742,4.5968,5.9677,23.4677,12.2581,12.9839
E01023068,9.1603,7.0611,15.2672,13.5496,7.0611,6.0115,16.6985,10.3053,14.8855
E01023069,14.4243,6.1449,12.9366,9.8965,4.7219,3.881,23.6093,13.4541,10.9314
E01023070,12.6029,6.0165,11.273,11.3363,6.7131,3.4832,22.0393,12.1596,14.3762
E01023071,14.1803,5.9016,12.8689,9.8361,4.8361,4.8361,22.1311,10.9016,14.5082
E01023072,14.0791,8.5824,11.2825,8.9682,3.0858,4.7252,22.3722,15.9113,10.9932
E01023073,14.7793,6.5259,10.3647,8.2534,3.4549,4.7025,25.4319,16.0269,10.4607
E01023074,8.3765,6.9948,13.8169,12.867,8.3765,3.9724,20.7254,13.9896,10.8808
E01023075,10.5359,7.5386,12.8974,14.0781,4.723,3.9964,21.98,14.4414,9.8093
E01023076,9.1057,8.6179,11.9512,12.6016,7.8049,2.9268,21.9512,14.1463,10.8943
E01023077,8.6006,8.4548,14.2128,14.8688,9.8397,3.1341,18.7318,12.6093,9.5481
E01023078,10.1777,8.643,13.0048,12.0355,5.4927,3.5541,22.6979,14.2165,10.1777
E01023079,8.5136,7.746,14.3754,14.7244,6.0014,4.6057,20.7955,11.7934,11.4445
E01023080,10.8014,8.1882,14.0244,13.1533,6.0105,4.3554,21.2544,12.9791,9.2334
E01023081,14.5872,6.0832,10.8007,10.4904,5.3383,5.1521,22.9671,14.3389,10.2421
E01023082,7.2374,7.1492,14.8279,15.1809,5.3839,4.2365,19.6823,15.534,10.7679
E01023083,5.4439,8.459,15.8291,19.598,8.6265,3.4338,16.6667,13.1491,8.794
E01023084,13.9439,7.0132,11.1386,10.8911,5.033,5.198,23.5149,13.0363,10.231
E01023085,8.9001,8.2284,14.1058,14.2737,7.9765,4.7859,20.1511,10.5793,10.9992
E01023086,9.6645,5.5911,14.5367,14.4569,6.6294,5.4313,19.5687,13.0192,11.1022
E01023087,15.5615,6.7197,10.2564,9.6375,1.7683,4.1556,27.5862,13.4394,10.8753
E01023088,8.2877,8.6005,15.0117,15.8718,9.9296,4.4566,17.4355,10.7115,9.6951
E01023089,13.8934,7.189,12.3586,12.9241,4.7658,2.2617,21.8094,14.8627,9.9354
E01023090,12.5251,7.3007,11.8553,11.3195,6.0951,4.8895,21.9692,13.6638,10.3818
E01023091,7.9562,6.7153,16.6423,16.0584,10.6569,5.6934,15.8394,11.7518,8.6861
E01023092,22.5389,4.9223,6.9948,6.0449,3.0225,5.1813,27.2021,16.2349,7.8584
E01023093,20,4.186,9.9535,6.6047,4.6512,4.3721,25.4884,16.093,8.6512
E01023094,14.7601,6.7343,13.3764,8.8561,4.5203,5.4428,23.6162,12.5461,10.1476
E01023095,13.2726,6.8966,13.9232,10.9954,7.0917,5.5953,20.1692,12.6871,9.3689
E01023096,22.7108,4.0869,7.6048,6.9322,4.9146,5.5354,26.5391,12.8298,8.8464
E01023097,24.7517,5.424,8.7853,6.0351,3.5905,5.042,24.5989,13.5218,8.2506
E01023098,16.796,5.5046,12.7735,8.6803,5.6457,3.7403,23.7121,12.6323,10.5152
E01023099,11.8271,5.8378,14.4807,12.3578,8.6429,4.0182,19.8635,13.8741,9.0978
E01023100,7.8838,9.6473,16.39,11.6183,5.083,4.7718,20.2282,14.6266,9.751
E01023101,13.1478,5.7582,13.3397,9.0211,4.4146,4.9904,21.6891,16.0269,11.6123
E01023102,15.6382,5.579,13.9476,9.552,5.3254,4.142,20.7946,13.0178,12.0034
E01023103,19.805,4.8762,10.6527,7.5019,5.6264,4.8762,23.856,14.4036,8.4021
E01023104,7.511,8.6892,16.2003,15.3903,12.0029,4.1237,17.0839,10.972,8.0265
E01023105,7.073,6.9225,18.4349,14.5222,13.845,5.6433,16.1023,10.6847,6.772
E01023106,6.8348,6.6721,17.738,16.192,10.4963,5.0448,15.3784,12.1237,9.5199
E01023107,7.5083,6.1881,17.4092,15.0165,11.2211,5.198,16.1716,10.7261,10.5611
E01023108,4.5857,7.9646,17.2164,18.8254,13.1134,4.4248,13.3548,10.1368,10.3781
E01023109,11.5683,7.1429,12.6553,12.2671,6.0559,5.2795,18.8665,14.5186,11.646
E01023110,7.0059,7.2703,15.8625,14.0119,8.5922,8.0635,16.7878,11.8969,10.5089
E01023111,23.4084,3.7942,8.8746,6.3666,5.4019,5.3376,23.2154,14.3408,9.2605
E01023112,15.5466,4.9147,10.1304,9.1274,3.9117,7.4223,27.3821,14.5436,7.0211
E01023113,19.5244,4.2553,10.5131,6.6959,6.821,4.5056,23.9675,12.5782,11.1389
E01023114,20.1049,4.6329,8.9161,8.1294,3.0594,7.6049,25,13.4615,9.0909
E01023115,14.962,5.8326,11.3271,10.1437,6.2553,4.0575,22.8233,11.8343,12.7642
E01023116,12.0658,5.6673,11.883,13.2236,8.5923,6.0938,21.2066,12.6143,8.6533
E01023117,14.1883,6.4802,11.1187,6.5484,5.0477,4.8431,25.4434,14.4611,11.869
E01023118,8.9987,7.0976,16.2231,14.7655,10.8999,4.2459,17.4271,11.2167,9.1255
E01023119,5.1387,7.9137,18.6023,18.4995,15.9301,5.8582,12.1274,10.2775,5.6526
E01023120,6.4402,6.7941,19.7452,18.6837,11.465,5.2371,13.0927,11.465,7.0771
E01023121,8.3177,7.4422,16.01,13.8211,6.6917,4.1901,19.6373,14.0088,9.8812
E01023122,6.1803,8.0687,18.2833,17.9399,11.9313,5.4077,14.9356,10.3863,6.867
E01023123,8.5692,6.0535,14.544,13.8365,9.6698,5.8176,17.7673,12.2642,11.478
E01023124,9.0481,8.6711,18.1904,14.1376,5.8435,4.6183,15.0801,12.9123,11.4986
E01023125,11.7556,6.5251,13.827,11.7038,4.9197,4.7644,21.6986,15.0181,9.7877
E01023128,9.7603,5.5651,17.5514,14.8973,8.7329,4.3664,17.5514,12.4144,9.161
E01023129,8.557,6.8792,15.5201,13.4228,12.0805,4.5302,16.1913,9.7315,13.0872
E01023130,15.4045,4.475,10.7573,8.5198,4.6472,6.9707,23.6661,13.253,12.3064
E01023131,16.248,5.102,10.9105,8.8697,8.8697,5.416,19.0738,12.4019,13.1083
E01023132,16.876,6.5934,12.2449,9.0267,4.6311,4.3956,21.0361,15.0706,10.1256
E01023133,21.9631,5.1506,7.6774,5.345,3.207,4.6647,26.2391,15.0632,10.69
E01023134,13.5249,7.7085,11.843,9.3203,3.5739,5.2558,23.1254,16.8886,8.7596
E01023135,14.0933,6.2176,12.3316,9.2228,6.5803,5.4404,21.7617,13.9896,10.3627
E01023136,18.3424,5.2536,10.4167,8.288,4.7554,4.846,24.5471,15.3986,8.1522
E01023137,13.2475,5.9798,11.6835,10.4876,6.4397,5.2438,24.103,12.1435,10.6716
E01023138,16.3814,4.89,11.0839,7.498,10.5134,4.075,21.5159,12.4694,11.5729
E01023139,13.4314,6.3725,11.4706,10.4902,7.1569,4.6078,23.7255,12.6471,10.098
E01023140,8.3979,5.8786,10.0775,6.8475,7.9457,4.3282,28.1008,20.8656,7.5581
E01023141,7.1078,7.9657,9.9877,7.598,11.8873,3.0025,27.2059,21.8137,3.4314
E01023144,5.7492,6.6055,18.5321,15.3517,19.6942,4.7706,12.5994,8.4404,8.2569
E01023145,7.8421,6.1507,15.1717,14.1978,16.8631,4.408,15.5305,10.6099,9.226
E01023146,8.6512,6.6047,16.9302,16.186,9.4884,4.186,16.5581,11.5349,9.8605
E01023147,11.0941,6.1974,13.6955,11.1706,6.5034,5.5853,19.9694,16.6794,9.1048
E01023148,16.2186,5.3763,12.4552,9.9462,5.4659,3.1362,22.043,14.4265,10.9319
E01023149,12.0599,8.9789,11.3556,10.4754,6.4261,3.4331,20.5106,15.8451,10.9155
E01023150,14.9386,6.6166,11.869,9.9591,5.3206,3.5471,24.7613,11.7326,11.2551
E01023151,13.195,5.7261,12.3651,13.6929,8.7967,2.4896,22.2407,11.6183,9.8755
E01023152,17.7645,4.4578,8.1171,8.982,5.3892,2.7279,26.9461,14.1051,11.5103
E01023153,8.461,7.221,14.5879,20.423,7.5857,4.0846,16.2655,12.9103,8.461
