LSOA21CD,Higher_manager_administrative_professional,Lower_supervisory&technical_occupations,Semi-routine_occupations,Routine_occupations,NeverWorked&Long-term_unemployed,Full-time_students,Lower_manager_administrative_professional,Intermediate_occupations,Small_employers&ownaccount_workers
E01022556,11.9342,7.6818,14.0604,11.1797,9.6022,4.1838,19.4102,13.3059,8.642
E01022557,15.3404,6.2346,12.8794,8.9418,4.1017,4.0197,24.0361,13.6998,10.7465
E01022558,16.9557,7.6108,11.8497,10.3083,5.2023,2.9865,20.9056,15.3179,8.8632
E01022559,18.9591,6.2268,9.2007,6.2268,4.6468,4.1822,27.2305,13.1041,10.223
E01022560,16.632,6.9647,10.9148,8.42,3.7422,3.7422,24.3243,14.3451,10.9148
E01022561,19.1093,5.83,8.3401,6.5587,4.2915,4.1296,24.1296,8.8259,18.7854
E01022562,24.9578,4.4688,7.1669,5.6492,4.1315,4.7218,24.7892,11.3828,12.7319
E01022563,24.5258,4.5782,7.8483,5.9516,6.0824,4.9706,25.3761,11.5108,9.1563
E01022564,19.9882,5.5849,10.0529,10.6408,4.174,4.6443,22.281,10.7584,11.8754
E01022565,17.6354,6.8032,10.3038,10.9643,4.5575,4.0951,23.2497,13.0119,9.3791
E01022566,12.1714,6.9133,14.1188,12.9503,6.4265,3.7001,19.1821,15.9688,8.5686
E01022567,6.486,7.1636,15.9729,18.4898,8.9061,5.4211,15.4889,14.3272,7.7444
E01022568,8.0247,6.4374,14.8148,15.873,9.2593,4.4974,17.9012,14.2857,8.9065
E01022569,18.8013,6.486,8.7028,10.2627,7.3071,3.1199,21.0181,15.0246,9.2775
E01022570,13.8355,6.5334,13.3743,12.3751,5.6879,3.9201,20.0615,15.0653,9.1468
E01022571,13.6266,6.3305,12.6609,9.3348,3.97,5.4721,23.176,14.0558,11.3734
E01022572,11.1222,6.1122,13.5271,10.6212,3.4068,4.3086,25.4509,15.0301,10.4208
E01022573,19.9217,4.9927,10.3769,8.2232,4.0627,4.9437,24.1801,11.7474,11.5516
E01022574,15.5354,5.0528,13.6501,9.7285,7.994,3.3183,22.0211,12.5943,10.1056
E01022575,6.8143,7.7513,17.0358,22.1465,7.3254,6.2181,14.9915,8.6882,9.029
E01022576,10.534,5.5596,15.801,15.289,8.9978,3.4382,20.0439,8.7052,11.6313
E01022577,17.3502,5.3628,10.0158,9.3849,3.1546,4.653,25.3943,13.4069,11.2776
E01022579,10.9343,6.0208,15.9862,14.7405,6.7128,4.4291,20.0692,11.4879,9.6194
E01022580,15.1052,5.3537,12.8107,10.2294,5.4493,3.4417,24.3786,11.7591,11.4723
E01022581,23.3154,4.0431,7.2102,6.1321,4.3801,4.9191,23.7197,11.0512,15.2291
E01022582,27.8008,1.9087,5.7261,4.4813,1.9087,4.9793,25.8921,9.5436,17.7593
E01022583,20.0135,5.4582,9.8383,8.2884,4.4474,5.8625,23.1132,10.9164,12.062
E01022584,15.2841,6.0091,9.7975,10.6466,6.3357,5.5519,21.228,11.3651,13.7818
E01022585,21.2468,4.5165,7.6336,4.5165,4.8982,4.6438,26.3995,12.7226,13.4224
E01022586,23.462,3.3172,5.7298,3.8601,6.2123,5.187,25.4524,12.4849,14.2943
E01022587,17.7184,6.0073,9.9515,7.7063,3.8228,4.6117,24.5146,11.4078,14.2597
E01022588,19.0861,5.2832,9.6621,5.9971,3.7601,4.4741,24.8929,14.5645,12.2799
E01022589,19.1864,4.493,11.1718,6.9824,3.9466,4.6145,23.4366,12.4469,13.7219
E01022590,19.0031,4.0498,8.7227,5.3738,5.1402,4.6729,25.6231,14.3302,13.0841
E01022591,24.377,2.8999,6.4794,5.7997,3.3077,4.0326,24.7395,9.923,18.4413
E01022592,22.3881,4.5291,8.7494,6.6392,4.1688,5.1981,22.491,8.2862,17.5502
E01022593,21.2887,2.8548,8.1566,5.3018,2.7732,5.7096,23.491,12.969,17.4551
E01022594,19.9107,4.7224,9.8277,7.0198,4.2757,4.6586,23.2929,10.8488,15.4435
E01022595,22.2054,4.1289,8.711,4.1289,4.4814,7.2004,25.8308,11.2286,12.0846
E01022596,25.8228,2.9114,7.2785,4.1139,2.9114,4.4304,26.7089,10.7595,15.0633
E01022597,19.9827,3.4096,6.6034,4.3591,3.4527,12.6457,24.2555,8.5887,16.7026
E01022599,16.8675,6.1962,9.3804,8.864,4.8193,3.5284,24.957,12.3064,13.0809
E01022600,20.2317,3.2432,6.8726,5.0193,5.7915,4.1699,26.332,14.0541,14.2857
E01022601,20.9992,3.5563,8.044,7.0279,3.8103,4.5724,27.011,9.8222,15.1566
E01022602,23.1909,2.6155,7.1491,3.5745,3.5745,4.6207,27.5501,11.4211,16.3034
E01022603,12.9234,6.4171,13.1016,11.7647,7.8431,5.4367,17.5579,6.4171,18.5383
E01022604,23.5039,3.6427,7.6323,4.1631,2.0815,4.6834,27.5802,10.0607,16.6522
E01022605,17.9458,4.2123,10.8482,6.4628,4.7317,8.8286,26.7167,10.2135,10.0404
E01022606,19.6919,3.8036,9.0034,5.0554,4.4776,4.6221,26.2398,12.2292,14.8772
E01022607,13.5542,6.3253,17.0683,9.1365,4.5181,4.0161,21.4859,10.9438,12.9518
E01022608,18.6561,6.2776,9.4607,5.924,3.8904,4.9514,25.9947,14.6773,10.168
E01022610,16.6667,4.6113,11.0013,8.3663,3.8867,3.7549,25.3623,12.5823,13.7681
E01022611,16.9112,4.1699,11.1197,7.6448,4.6332,5.4054,24.556,13.1274,12.4324
E01022613,19.9319,3.6627,10.2215,7.3254,5.2811,4.8552,24.6167,12.3509,11.7547
E01022614,11.9306,7.0499,13.9913,9.5445,7.4837,5.0976,20.3905,12.039,12.4729
E01022615,13.7611,6.1947,11.8142,9.5575,6.3717,3.5398,22.1239,11.8142,14.823
E01022616,11.295,7.6259,14.3885,11.0791,8.4892,5.036,17.1223,10.4317,14.5324
E01022617,20.0831,5.3324,9.1413,7.0637,6.0942,5.1247,23.9612,10.1801,13.0194
E01022618,23.1373,4.0523,6.6013,4.5098,5.3595,6.0784,26.8627,10.0654,13.3333
E01022619,22.1563,4.2532,11.0781,7.2206,3.2641,4.6489,25.816,10.089,11.4738
E01022620,14.7059,4.7269,13.1303,8.9286,4.3067,5.3571,22.6891,11.1345,15.021
E01022621,9.7235,7.1365,15.9679,11.9536,8.207,5.7984,19.3577,10.2587,11.5968
E01022622,19.6199,5.5338,10.0615,7.6579,4.7513,5.2543,22.806,13.3035,11.0117
E01022623,16.1255,5.2284,12.9884,8.4205,5.3385,5.8888,22.1794,10.9521,12.8784
E01022624,26.0571,2.5899,8.0867,4.4926,3.9112,4.1755,28.2241,11.4693,10.9937
E01022625,24.0363,3.6735,7.619,6.0771,4.7166,5.5782,25.2154,11.2018,11.8821
E01022627,23.9814,4.0227,6.4982,5.0026,3.5585,5.5699,22.6405,9.1284,19.5977
E01022628,21.7573,4.6862,9.8745,6.2762,4.6862,4.5188,23.7657,12.3849,12.0502
E01022629,24.1888,3.0973,7.8171,4.351,4.646,3.6873,28.9086,10.8407,12.4631
E01022630,20.4545,3.5412,8.4567,6.5011,3.6998,3.8055,23.4144,9.9894,20.1374
E01022631,22.1163,3.5272,7.245,6.0057,3.4318,4.1945,25.7388,9.4376,18.3031
E01022632,19.1023,4.2797,8.4551,6.1587,5.6367,5.9499,25.261,11.1691,13.9875
E01022633,10.5991,7.3733,14.3779,12.9032,3.4101,4.1475,20.1843,14.3779,12.6267
E01022634,7.957,6.5591,13.0108,13.4409,7.4194,3.2258,21.5054,11.6129,15.2688
E01022635,6.1041,7.7199,18.4919,18.5817,8.079,5.1167,14.5422,8.9767,12.3878
E01022636,9.7248,7.5229,14.3119,14.2202,3.945,4.2202,18.8991,12.9358,14.2202
E01022639,10.4334,7.7849,13.3226,11.878,3.7721,3.3708,21.3483,14.687,13.4029
E01022640,14.1044,7.3206,12.7867,10.1025,4.3436,4.246,23.4261,11.9082,11.7618
E01022641,10.936,6.9951,14.5813,12.1182,5.8128,3.0542,20.2956,11.6256,14.5813
E01022642,14.1391,5.1311,14.1391,9.5781,3.6488,5.7013,22.3489,11.6306,13.683
E01022643,11.4467,7.3132,13.8315,10.7313,5.4849,2.8617,22.496,15.6598,10.1749
E01022644,15.696,5.4294,10.9576,11.3524,4.6397,5.5281,20.8292,14.2152,11.3524
E01022645,13.8664,6.0729,10.7287,7.996,6.3765,2.7328,23.3806,16.498,12.3482
E01022646,11.0024,8.3945,15.0774,11.0839,4.3195,3.423,19.7229,15.8109,11.1654
E01022647,18,5.7143,10.5,8.6429,4.2857,3.0714,23.0714,14.2143,12.5
E01022648,14.5923,6.4378,10.6581,10.1574,6.6524,3.2189,24.8212,13.0186,10.4435
E01022649,6.7454,7.7572,17.1164,17.8752,7.4199,4.8904,15.5987,11.973,10.6239
E01022650,13.0658,7.4074,12.3457,10.5967,5.8642,4.7325,22.1193,13.4774,10.3909
E01022651,12.1107,5.6055,14.6021,9.3426,4.6367,3.5294,24.083,16.3322,9.7578
E01022652,14.2558,5.7303,12.5786,10.2725,6.9182,4.7519,22.2222,12.5087,10.7617
E01022654,11.0384,7.9514,14.6866,10.29,4.3966,3.3676,25.5379,13.1899,9.5416
E01022655,6.1427,9.0334,17.6152,18.7895,8.3107,5.3297,14.5438,9.2141,11.0208
E01022656,14.5963,6.3147,12.7847,7.7122,5.5383,4.5031,24.9482,13.1988,10.4037
E01022657,19.0541,5.3661,9.7772,8.9586,3.1833,5.548,24.693,12.7785,10.6412
E01022658,22.0914,4.2244,8.1717,7.4792,4.5706,3.4626,23.4765,11.9806,14.5429
E01022659,13.61,7.1369,10.8714,10.2075,3.5685,4.8963,23.6515,15.9336,10.1245
E01022660,12.4471,6.0965,13.2938,11.8544,4.9958,5.0804,22.0152,13.8865,10.3302
E01022661,16.4505,6.5529,10.4437,7.9181,5.8703,2.7986,24.8464,14.8805,10.2389
E01022662,19.8214,5,11.5179,7.8571,4.2857,3.9286,24.2857,12.8571,10.4464
E01022663,21.1712,4.8799,9.5345,7.3574,3.6036,5.4805,22.973,13.7387,11.2613
E01022664,23.8281,4.6875,7.0313,5.2344,3.8281,6.0938,25.2344,13.6719,10.3906
E01022665,16.0821,6.3302,11.7194,8.982,6.3302,3.1651,22.3268,15.7399,9.3242
E01022666,12.181,7.0186,14.4432,13.1671,6.3805,4.0603,21.2877,12.819,8.6427
E01022667,12.8049,6.7683,12.1341,12.561,6.2195,5.6707,21.6463,12.7439,9.4512
E01022669,12.5526,7.0827,14.0252,13.8149,7.1529,4.5582,20.2665,12.4123,8.1346
E01022670,7.2289,7.0568,18.0723,17.8141,7.0568,4.389,17.4699,11.2737,9.6386
E01022671,9.3954,7.598,15.4412,16.0131,7.2712,4.9837,17.2386,13.1536,8.9052
E01022672,10.5478,8.1766,14.3908,14.7997,6.7048,4.4971,17.5797,12.0196,11.2837
E01022673,12.229,7.1707,13.6743,14.3969,6.5036,4.9472,20.7893,11.7287,8.5603
E01022674,10.5008,8.4814,13.7318,14.1357,5.2504,2.5848,21.567,14.6204,9.1276
E01022675,17.0645,6.8081,11.0522,7.7807,3.8019,3.5367,24.4032,16.092,9.4607
E01022676,18.2545,6.4624,9.7935,8.1945,3.7975,4.1306,24.4504,13.8574,11.0593
E01022678,9.9938,7.8347,14.5589,13.3251,10.1172,5.5521,18.5071,10.6724,9.4386
E01022679,12.1114,8.0959,13.601,13.8601,4.7927,4.9223,21.6321,12.3057,8.6788
E01022680,9.9209,7.3329,13.5873,15.0252,8.6988,3.8821,17.757,12.7247,11.0712
E01022681,7.5308,7.0239,15.4236,17.8856,8.6894,5.6481,14.9167,12.9616,9.9203
E01022682,18.6062,5.7199,9.8619,7.1663,2.8928,4.0105,26.4957,14.3984,10.8481
E01022683,19.0778,5.1297,9.9712,7.7233,5.4755,5.879,25.5331,11.9308,9.2795
E01022684,11.0276,8.3542,11.6124,8.1871,4.5948,4.5113,23.3083,16.6249,11.7794
E01022685,13.3612,6.9937,12.9436,11.4823,5.6367,3.1315,22.2338,13.8831,10.334
E01022686,16.5345,6.4674,10.1891,7.8707,3.5998,5.8572,27.8829,12.6297,8.9689
E01022687,20.8486,4.8281,9.5099,7.0227,3.5845,5.4133,25.3109,12.2897,11.1924
E01022688,21.1164,4.6867,8.0569,6.6877,3.3175,4.0548,26.9616,11.3217,13.7967
E01022689,18.4587,4.7234,8.5768,6.0286,4.1641,3.8533,27.3462,14.046,12.803
E01022690,10.338,6.2293,13.8502,13.7177,6.0968,4.5726,20.6097,12.2598,12.326
E01022691,20.1674,5.6067,10.6276,6.9456,3.0962,6.4435,25.0209,14.6444,7.4477
E01022693,22.0191,2.9591,9.5735,5.0479,2.0888,7.6588,30.2002,12.8808,7.5718
E01022694,19.6562,4.9327,8.1465,6.5022,2.6906,7.4738,26.3079,14.6487,9.6413
E01022695,8.787,7.1633,16.8099,11.0793,6.5903,2.6743,23.4002,13.5626,9.9331
E01022696,13.7332,6.8666,12.1547,8.7609,6.2352,4.0253,23.2833,14.9961,9.9448
E01022697,14.7727,4.697,10.7576,8.2576,4.5455,4.9242,25.4545,16.1364,10.4545
E01022698,14.8423,4.7001,9.833,9.0291,6.308,4.9474,23.3766,15.4607,11.5028
E01022699,12.3132,6.6904,11.6014,8.8256,4.6263,5.2669,24.4128,15.1601,11.1032
E01022700,11.285,5.8484,14.827,12.7677,5.0247,5.2718,22.4876,12.7677,9.7199
E01022701,8.8101,6.6362,14.7597,9.9542,8.4668,4.6911,23.2265,13.0435,10.4119
E01022702,20.4524,3.9585,10.1791,5.9378,3.6758,6.1263,27.804,11.3101,10.5561
E01022703,11.7697,6.0965,13.0398,11.2616,6.7739,4.4877,22.0152,12.9551,11.6003
E01022704,17.6551,4.908,12.7471,7.5665,2.9993,5.726,23.9945,15.7464,8.6571
E01022705,22.654,3.5924,8.5777,6.5982,3.3724,5.7185,26.5396,14.6628,8.2845
E01022706,31.2409,2.7737,4.4526,3.2117,2.9927,7.0803,26.7153,11.8248,9.708
E01022707,27.4523,2.8966,7.8999,4.4766,3.0941,5.7933,27.1889,12.8374,8.3608
E01022708,22.7636,3.9273,9.3818,6.5455,2.9818,4.8727,26.1091,13.0909,10.3273
E01022709,26.9483,3.6417,8.0845,4.807,3.7873,4.8798,27.531,11.7261,8.5943
E01022710,15.1856,5.7368,13.2171,8.6052,7.0866,2.8121,22.3847,12.4297,12.5422
E01022711,7.8049,6.5505,16.2369,14.8432,8.4321,4.3902,16.3066,13.3101,12.1254
E01022712,14.0075,6.7416,11.9101,10.8614,4.2697,4.4195,24.0449,14.0824,9.6629
E01022713,13.8506,5.5172,11.7816,10.2874,6.8966,4.5977,22.7586,13.908,10.4023
E01022714,15.429,6.2004,12.1846,7.7866,5.9841,3.7491,21.9178,15.5011,11.2473
E01022715,13.1562,5.6926,13.093,8.9817,6.6414,3.2891,24.4782,14.1682,10.4997
E01022716,10.996,6.2151,13.2271,12.749,5.0199,4.3825,21.9124,15.2191,10.2789
E01022717,15.3924,6.841,11.2676,10.8652,2.9175,4.0241,22.5352,16.8008,9.3561
E01022718,17.3228,4.1732,12.2047,9.4488,3.7008,5.3543,21.7323,13.3858,12.6772
E01022719,16.6908,5.4191,10.3324,7.8035,6.2139,3.6127,24.5665,13.078,12.2832
E01022720,22.4756,3.3388,7.8176,5.7818,4.3974,4.4788,29.4788,13.8436,8.3876
E01022721,18.9602,4.2813,9.7859,6.8043,3.3639,3.7462,27.8287,12.844,12.3853
E01022722,16.9811,4.4267,10.4499,9.6517,8.7083,4.717,23.9478,12.627,8.4906
E01022723,10.9915,6.764,11.1453,11.2221,7.5327,4.0738,24.289,12.7594,11.2221
E01022724,12.6661,6.1116,12.2232,10.8946,5.6687,3.7201,23.0292,14.2604,11.426
E01022725,22.1005,4.5662,8.7671,4.9315,5.7534,4.1096,26.3927,13.79,9.589
E01022726,18.6992,3.6585,9.0244,7.0732,5.8537,4.065,28.2114,13.6585,9.7561
E01022727,13.1455,5.4773,12.2066,9.3897,4.6948,3.3646,27.0736,15.493,9.1549
E01022728,10.5874,6.2364,13.4155,12.4728,6.3814,3.8434,24.2204,14.5758,8.2669
E01022729,17.8197,6.2893,9.3291,7.5472,3.4591,4.9266,27.1488,13.8365,9.6436
E01022730,12.9717,6.5252,14.2296,9.3553,4.4811,3.8522,22.4843,15.8019,10.2987
E01022731,13.5577,5.4808,12.9808,9.6154,3.5577,4.1346,27.4038,14.9038,8.3654
E01022732,6.5199,6.6892,17.4428,17.8662,8.1287,4.5724,16.9348,11.177,10.6689
E01022733,13.0093,6.5761,13.6526,9.2924,6.6476,4.0743,24.3031,13.5811,8.8635
E01022734,8.3848,6.0018,15.6222,14.7396,9.0026,4.6778,16.5049,13.5922,11.474
E01022735,12.6301,5.1353,11.8668,11.1728,5.8293,4.5802,26.2318,13.6711,8.8827
E01022736,8.3856,7.1317,16.0658,12.6176,6.348,4.7806,20.5329,12.6176,11.5204
E01022737,11.8993,7.0938,11.2128,12.5095,6.6362,5.1106,21.434,14.2639,9.8398
E01022738,6.6823,6.0961,17.585,14.5369,13.0129,3.7515,17.1161,10.7855,10.4338
E01022739,5.3571,6.4626,20.1531,19.7279,10.7143,4.7619,14.7959,9.5238,8.5034
E01022740,12.7881,7.2119,11.9703,7.881,4.461,3.6431,27.2119,15.8364,8.9963
E01022741,15.7032,4.4866,8.8007,7.1613,4.2278,4.4003,33.736,15.4443,6.0397
E01022742,12.2967,6.2459,13.5329,10.8003,5.9857,1.6265,21.9909,17.4366,10.0846
E01022743,15.629,6.4803,12.1347,8.5133,5.6544,4.2567,21.0292,15.5654,10.737
E01022744,19.5748,5.0487,9.2117,5.5802,4.3401,3.4544,28.7865,14.5261,9.4774
E01022745,20.2264,4.1509,7.8491,5.0566,4.3019,4.7547,28.6038,12.7547,12.3019
E01022746,18.777,4.3885,9.8561,5.1079,5.9712,3.5252,28.3453,14.3885,9.6403
E01022747,15.7434,5.5394,11.6618,9.5238,4.0816,3.8873,23.7123,15.3547,10.4956
E01022748,16.1538,4.8718,12.3077,7.4359,3.5897,4.8718,24.188,16.6667,9.9145
E01022749,17.3524,4.025,11.0018,7.1556,3.5778,5.0984,27.3703,14.0429,10.3757
E01022750,19.0554,4.316,11.9707,9.0391,4.6417,3.2573,23.8599,14.3322,9.5277
E01022751,19.3303,4.1857,11.4916,7.7626,3.8813,5.175,27.3973,12.4049,8.3714
E01022752,24.2795,4.3668,9.1703,5.0655,3.3188,4.8035,26.7249,13.4498,8.821
E01022753,19.1867,5.318,9.6976,8.7591,4.6924,5.6309,21.4807,14.8071,10.4275
E01022754,16.5789,4.7368,9.3684,9.0526,8.0526,4.3684,24.3684,14.5789,8.8947
E01022755,15.3214,4.7085,11.5845,8.4454,5.2317,5.8296,23.2436,12.6308,13.0045
E01022756,17.4894,5.7123,10.5078,6.5585,3.9492,4.4429,28.7729,11.9182,10.6488
E01022757,16.549,6.2745,12.2353,9.0196,3.1373,5.0196,25.5686,13.0196,9.1765
E01022758,17.9367,4.9824,9.9062,9.4373,5.2755,4.279,23.6811,13.5991,10.9027
E01022759,11.6717,6.4759,14.3072,8.3584,6.0994,4.3675,23.1928,14.759,10.7681
E01022760,8.812,7.5531,13.2966,14.0834,5.5862,4.7207,21.4005,12.3525,12.1951
E01022761,12.3786,6.3107,12.945,12.6214,6.3107,3.5599,20.5502,12.945,12.3786
E01022762,10.2965,6.2603,14.0857,10.9555,5.1071,3.8715,22.8995,15.486,11.0379
E01022763,15.2632,4.812,12.0301,7.4436,5.2632,2.5564,24.5865,15.188,12.8571
E01022764,10.4874,5.096,13.1462,10.8567,7.8287,3.1019,22.3043,15.2142,11.9645
E01022765,9.3117,6.0729,12.1457,12.9555,4.9933,4.1835,22.942,14.9798,12.4157
E01022766,20.5176,6.1922,9.7043,5.0832,4.4362,3.1423,28.0961,13.6784,9.1497
E01022767,14.2035,5.2783,11.7083,9.309,4.5106,5.0864,25.9117,13.3397,10.6526
E01022768,12.8571,5.625,13.6607,11.4286,5.8929,3.2143,22.0536,15.0893,10.1786
E01022769,15.6538,5.1565,12.3389,7.7348,5.709,6.5378,24.2173,12.8913,9.7606
E01022770,14.8776,6.403,11.1739,9.1023,4.7081,4.0176,25.8632,14.3126,9.5417
E01022771,23.753,4.1964,8.3927,4.8298,2.7712,6.8884,28.5827,12.0348,8.5511
E01022772,22.807,4.0248,7.6367,5.0052,2.3736,6.4499,28.999,12.5387,10.1651
E01022773,23.0714,3.3165,7.4261,5.5516,2.3792,4.9748,28.3345,12.1125,12.8335
E01022774,23.979,3.3256,7.0012,5.1342,4.1424,5.776,27.888,11.2019,11.5519
E01022776,18.3564,4.9155,9.9078,6.2212,4.3011,5.2995,27.3425,14.9002,8.7558
E01022777,12.2717,6.5011,13.2213,10.8108,7.1585,3.6523,22.4982,13.5866,10.2995
E01022778,12.3849,5.4393,11.9665,8.5356,6.3598,4.1004,24.6025,17.3222,9.2887
E01022780,17.3275,4.5521,10.1322,7.4156,5.5066,5.5066,26.9457,12.3348,10.279
E01022781,13.7681,5.5254,10.6884,8.6957,7.2464,5.3442,24.5471,12.5906,11.5942
E01022782,20.1023,3.3626,7.6754,6.0673,4.6784,3.3626,29.3129,11.5497,13.8889
E01022783,18.614,4.8348,10.4754,6.3658,4.3513,3.3844,26.9944,15.3102,9.6696
E01022784,16.1871,5.1259,10.7914,6.5647,5.5755,3.9568,27.6978,14.2086,9.8921
E01022785,15.6846,6.2241,12.1162,6.805,3.5685,4.2324,28.0498,12.1992,11.1203
E01022786,16.5037,5.1179,9.9482,8.5106,4.3703,4.6578,26.567,12.881,11.4434
E01022787,11.7181,5.1101,11.2775,10.6608,5.1101,4.2291,24.8458,14.8018,12.2467
E01022788,12.3016,6.25,11.9048,8.5317,4.6627,4.4643,26.9841,13.1944,11.7063
E01022789,17.3773,5.7924,10.4586,7.4819,3.4594,5.2293,26.5487,12.8721,10.7804
E01022790,20.656,3.6288,9.2812,4.8849,4.9546,4.3964,27.0063,14.1661,11.0258
E01022791,20.4789,3.0876,9.1367,6.3012,4.5999,4.7889,25.3938,13.5476,12.6654
E01022792,16.6176,5.9559,11.1029,8.75,5.9559,4.4853,23.6029,10.4412,13.0882
E01022793,21.8078,3.7295,8.091,4.1087,3.5398,4.6776,28.5082,13.5272,12.0101
E01022794,21.4062,3.3594,8.2812,3.9063,6.25,4.1406,28.9062,12.6563,11.0938
E01022795,10.1604,6.5699,12.9106,11.9175,6.5699,2.903,25.0573,14.3621,9.5493
E01022796,17.4561,3.1579,8.9474,5.7895,6.8421,5.4386,27.807,13.6842,10.8772
E01022797,15.2648,5.296,10.6957,8.8266,8.3074,4.5691,28.1412,11.4226,7.4766
E01022798,11.8189,6.2164,9.9002,7.5211,5.142,4.6815,31.1589,17.7283,5.8327
E01022799,18.8027,4.5531,9.6965,5.9865,7.5885,4.4688,27.2344,11.6358,10.0337
E01022800,6.9712,8.2532,19.9519,16.8269,6.6506,4.8878,14.8237,13.0609,8.5737
E01022801,4.2845,7.7978,17.7378,16.9666,8.569,5.2271,17.6521,12.9392,8.826
E01022802,8.1876,8.6645,13.593,13.5135,6.1208,4.849,22.4165,13.6725,8.9825
E01022803,5.6879,7.9939,19.8309,17.9093,9.6849,4.3812,14.4504,10.3766,9.6849
E01022804,6.58,7.1155,16.8324,14.7666,9.7934,3.596,17.9801,11.4767,11.8592
E01022805,6.4148,8.5237,17.0475,15.1142,7.645,3.5149,19.8594,12.5659,9.3146
E01022806,6.5545,8.5917,14.5261,14.8804,8.946,5.0487,19.4863,13.0204,8.946
E01022807,5.9545,7.268,19.4396,16.9002,8.8441,4.028,16.0245,12.5219,9.0193
E01022810,8.6516,7.2486,16.5238,13.6399,5.9236,4.1309,19.6415,12.8605,11.3796
E01022812,9.6273,6.6253,16.3561,11.1801,5.7971,3.9337,23.0849,12.94,10.4555
E01022813,9.4891,9.3066,16.0584,11.6788,4.1971,4.562,21.9891,14.0511,8.6679
E01022814,8.3766,8.3766,16.3825,14.6034,7.487,3.2617,18.977,12.3054,10.2298
E01022815,8.9733,8.2458,14.713,13.7429,5.0121,4.9313,21.9887,14.3897,8.0032
E01022816,6.7197,8.8417,16.7109,15.473,5.8355,4.6861,18.1256,13.1742,10.4332
E01022817,7.0809,7.948,17.5578,15.1734,7.8757,4.841,16.9798,13.1503,9.3931
E01022818,4.1522,8.045,17.2145,18.9446,9.9481,5.7093,16.09,9.4291,10.4671
E01022819,5.533,7.1603,18.4703,17.0871,8.7876,5.4516,15.9479,12.9373,8.6249
E01022820,5.8577,5.4393,17.4059,15.9833,10.0418,7.364,18.6611,11.2971,7.9498
E01022823,8.2137,8.0542,14.1946,13.2376,5.9809,4.3062,22.3285,12.9984,10.6858
E01022825,9.6066,8.6002,12.8088,13.4492,4.5746,3.7511,21.8664,15.279,10.064
E01022826,12.3928,6.4692,11.8472,10.1325,3.7412,4.4427,25.4092,15.1988,10.3663
E01022828,13.8554,5.4217,13.0809,9.5525,6.7986,2.5818,23.8382,13.9415,10.9294
E01022829,18.6158,3.8663,9.7852,6.9212,6.0621,4.2959,29.6897,12.7924,7.9714
E01022830,14.3939,4.1246,10.1852,7.7441,4.6296,3.367,28.367,14.0572,13.1313
E01022831,10.2151,7.5269,14.6953,11.4695,6.0036,3.9427,24.4624,12.8136,8.871
E01022832,6.9413,7.2464,17.1625,13.8063,6.2548,6.1022,18.1541,11.9756,12.357
E01022833,4.2569,6.0493,18.2972,19.1934,11.053,4.3316,15.3099,10.3062,11.2024
E01022834,7.4176,7.6923,16.0256,15.6593,8.1502,3.1136,19.4139,14.011,8.5165
E01022835,8.326,6.2888,16.7405,14.4376,6.4659,4.783,18.2462,15.2347,9.4774
E01022836,10.522,6.6884,14.3556,11.7455,7.0147,3.6705,22.8385,14.2741,8.8907
E01022837,11.1111,6.1997,12.6409,8.7762,4.7504,4.8309,26.1675,15.0564,10.467
E01022838,15.1685,4.6816,13.015,7.397,4.1199,5.4307,27.9026,14.0449,8.2397
E01022839,5.6415,7.5523,16.0146,16.5605,10.828,4.2766,18.7443,12.5569,7.8253
E01022840,5.3333,9,17.4167,19.25,8.25,5.25,15,12.0833,8.4167
E01022841,6.1037,7.3579,16.1371,15.5518,7.6087,4.6823,21.6555,13.2107,7.6923
E01022842,5.8621,8.3621,15.0862,12.5862,5.5172,5.431,23.4483,14.3103,9.3966
E01022843,5.9172,5.4945,18.7658,18.5968,12.7642,6.1708,14.7929,10.3128,7.1851
E01022845,7.5862,8.0172,16.9828,13.4483,6.9828,3.7069,21.9828,11.7241,9.569
E01022846,18.8262,4.921,6.5011,4.6953,5.237,4.8307,24.4244,23.5214,7.0429
E01022847,16.7112,5.3476,12.5,10.0267,5.2807,4.4118,22.5936,12.2326,10.8957
E01022848,13.3644,6.0606,12.8982,9.1686,6.3714,4.662,21.9114,15.2292,10.3341
E01022849,19.5748,5.6452,8.5044,7.478,4.9853,6.2317,25.1466,12.0968,10.3372
E01022850,21.2605,4.2017,9.1597,6.0504,4.8739,5.3782,24.4538,12.3529,12.2689
E01022851,18.7361,4.5353,8.7732,6.3197,3.5688,6.3197,25.2045,16.2825,10.2602
E01022852,22.0397,3.833,9.2402,4.7912,2.3272,4.9966,27.8576,14.0999,10.8145
E01022853,21.4524,4.9967,9.527,5.996,4.1306,5.1965,24.3171,14.3238,10.06
E01022854,24.9431,3.1842,8.8704,5.0796,2.5777,6.0652,27.7483,11.5239,10.0076
E01022855,24.9218,3.3368,8.5506,6.4651,4.7967,4.3796,23.879,10.6361,13.0344
E01022856,24.8724,3.1364,7.0751,4.6681,4.5952,5.6893,22.7571,9.7739,17.4325
E01022858,23.565,5.2367,5.9416,6.5458,4.0282,3.8268,24.0685,8.6606,18.1269
E01022859,25.2763,3.3161,7.2218,5.1584,3.6109,6.4112,22.5497,10.0221,16.4333
