LSOA11CD,IMD2019OverallScore,IMD2019IncomeScore,IMD2019EmploymentScore,IMD2019EducationScore,IMD2019HealthScore,IMD2019CrimeScore,IMD2019HousingServicesBarriersScore,IMD2019LivingEnvironmentScore,IMD2019IDACIScore,IMD2019IDAOPIScore,IMD2019ChildrenScore,IMD2019AdultScore,IMD2019GeographicalBarriersScore,IMD2019WiderBarriersScore,IMD2019IndoorsScore,IMD2019OutdoorsScore
E01005481,28.092,0.17,0.137,21.398,1.015,0.687,16.215,13.39,0.156,0.221,0.02,0.356,-0.057,-0.036,0.047,-0.552
E01005482,79.3,0.512,0.449,60.209,2.172,2.094,24.327,32.151,0.368,0.495,0.92,0.55,-1.254,3.288,0.681,0.387
E01005483,71.698,0.444,0.311,55.911,1.921,1.97,22.67,24.348,0.366,0.443,0.705,0.548,-1.409,3.021,0.387,0.211
E01005484,66.441,0.435,0.275,57.572,1.417,1.856,28.52,15.131,0.385,0.612,0.742,0.554,-0.133,2.911,-0.051,-0.037
E01005485,59.359,0.349,0.24,40.263,1.878,1.395,21.757,40.323,0.279,0.637,-0.195,0.528,-0.893,2.623,1.031,0.271
E01005486,53.609,0.317,0.227,40.772,1.13,1.227,19.586,56.814,0.273,0.396,0.439,0.48,-1.172,2.316,1.674,-0.186
E01005487,45.052,0.285,0.205,29.623,0.966,1.539,16.264,33.551,0.257,0.38,0.122,0.423,-1.464,1.708,0.983,-0.491
E01005488,9.84,0.046,0.038,2.759,-0.231,0.359,32.517,4.68,0.06,0.076,-1.152,0.192,1.319,-2.135,-0.587,-1.133
E01005489,19.846,0.112,0.108,13.142,0.541,0.877,10.097,6.141,0.17,0.051,-0.133,0.279,-0.254,-1.217,-0.63,-0.545
E01005490,44.671,0.273,0.221,58.656,0.994,0.607,24.588,7.546,0.311,0.224,1.126,0.515,0.12,1.423,-0.368,-0.736
E01005491,24.198,0.155,0.125,16.531,0.511,0.463,18.43,22.636,0.236,0.151,-0.074,0.314,0.018,0.304,0.6,-0.768
E01005492,13.849,0.069,0.07,8.925,0.118,0.245,28.466,6.72,0.076,0.083,-0.59,0.269,1.049,-1.885,-0.396,-0.919
E01005493,11.247,0.056,0.06,6.698,0.135,0.603,18.001,3.038,0.071,0.076,-0.734,0.246,0.489,-2.184,-1.128,-0.726
E01005494,21.634,0.118,0.096,11.947,0.419,1.16,12.927,21.874,0.144,0.126,-0.609,0.311,-0.122,-0.747,0.501,-0.442
E01005495,27.475,0.134,0.135,23.558,0.65,1.2,19.795,11.838,0.122,0.135,0.236,0.35,0.068,0.485,-0.166,-0.292
E01005496,53.997,0.315,0.241,57.618,1.449,1.123,30.993,4.949,0.335,0.314,1.074,0.515,0.562,1.305,-0.724,-0.693
E01005497,57.393,0.392,0.24,49.14,1.422,1.481,20.75,13.884,0.513,0.338,1.13,0.444,0,0.912,0.081,-0.557
E01005498,32.664,0.153,0.129,37.092,0.657,1.504,11.491,35.221,0.177,0.127,0.731,0.409,-0.818,0.275,1.023,-0.362
E01005499,23.725,0.104,0.085,15.971,0.242,0.98,28.354,36.914,0.137,0.104,-0.369,0.338,0.874,-0.778,1.129,-0.709
E01005500,26.142,0.152,0.117,18.358,0.769,0.947,13.542,23.433,0.221,0.144,-0.237,0.352,-0.099,-0.649,0.605,-0.581
E01005501,56.677,0.316,0.239,46.232,1.682,1.783,16.031,33.8,0.342,0.357,0.565,0.505,-1.259,1.601,0.726,0.456
E01005502,43.898,0.225,0.206,31.551,1.644,1.304,11.317,27.878,0.261,0.246,0.246,0.426,-1.264,0.538,0.743,-0.329
E01005503,11.105,0.047,0.056,9.518,0.01,0.371,25.031,4.605,0.077,0.051,-0.538,0.273,0.812,-1.547,-0.984,-0.465
E01005504,37.221,0.195,0.146,46.989,0.621,2.005,13.52,21.399,0.318,0.16,1.226,0.404,-0.674,0.619,0.376,-0.115
E01005505,32.858,0.165,0.132,40.659,0.906,1.115,13.945,29.525,0.2,0.192,0.761,0.435,-0.48,0.408,0.787,-0.259
E01005506,30.094,0.17,0.148,27.891,0.923,1.011,12.321,13.331,0.167,0.233,0.12,0.408,-0.657,0.291,-0.003,-0.407
E01005507,19.825,0.115,0.087,27.062,0.298,0.103,15.94,26.243,0.167,0.135,0.233,0.386,-0.08,-0.038,0.678,-0.353
E01005508,9.186,0.043,0.06,7.422,-0.352,0.289,19.553,8.968,0.073,0.037,-0.958,0.271,0.624,-2.674,-0.38,-0.382
E01005509,63.824,0.306,0.275,66.444,1.926,2.125,19.197,24.781,0.338,0.299,1.47,0.509,-0.555,1.721,0.304,0.42
E01005510,11.978,0.06,0.066,16.21,0.234,0.156,14.228,6.568,0.12,0.06,-0.482,0.349,0.313,-2.767,-0.555,-0.576
E01005511,24.401,0.129,0.116,22.709,0.924,0.598,15.092,14.797,0.171,0.147,0.269,0.336,0.157,-1.204,-0.037,-0.107
E01005512,33.731,0.187,0.16,31.691,1.066,1.042,17.468,14.316,0.222,0.179,0.432,0.404,-0.2,0.697,-0.125,-0.016
E01005513,59.204,0.325,0.302,59.038,1.542,1.385,19.783,8.946,0.334,0.273,1.332,0.483,-0.444,1.679,-0.436,-0.302
E01005514,33.895,0.209,0.163,49.547,0.649,0.313,17.853,24.276,0.305,0.192,0.96,0.477,-0.259,0.906,0.521,-0.125
E01005515,51.606,0.33,0.238,72.78,1.22,0.435,19.681,7.817,0.406,0.365,1.436,0.551,-0.803,2.109,-0.499,-0.4
E01005516,13.154,0.075,0.082,7.366,0.44,-0.031,11.114,11.425,0.092,0.098,-0.489,0.233,0.057,-2.408,-0.056,-0.672
E01005517,10.714,0.061,0.075,7.36,0.097,0.063,14.994,4.184,0.059,0.076,-0.539,0.238,0.267,-1.889,-0.748,-0.883
E01005518,30.91,0.171,0.12,32.174,0.616,1.034,29.694,18.743,0.215,0.212,0.893,0.328,0.717,0.385,0.441,-0.955
E01005519,14.693,0.074,0.093,18.31,0.319,-0.252,13.926,10.138,0.099,0.075,0.172,0.3,0.083,-1.242,-0.054,-1.164
E01005520,19.667,0.108,0.106,13.058,0.344,0.51,19.926,18,0.137,0.122,-0.159,0.281,0.242,-0.116,0.374,-0.774
E01005521,20.734,0.082,0.083,5.674,0.651,0.631,23.971,38.19,0.073,0.124,-0.762,0.23,0.669,-0.962,1.175,-0.769
E01005522,32.253,0.159,0.132,26.174,1.252,0.522,7.936,47.14,0.214,0.17,0.623,0.317,-1.488,-0.273,1.391,-0.338
E01005523,16.35,0.087,0.087,10.756,0.359,0.481,11.993,20.028,0.073,0.14,-0.43,0.281,-0.288,-0.529,0.448,-0.598
E01005524,28.585,0.182,0.136,19.953,0.77,1.076,10.778,17.223,0.26,0.132,-0.076,0.352,-0.964,0.228,0.115,-0.082
E01005525,52.222,0.317,0.266,40.441,1.339,1.124,24.674,12.409,0.384,0.297,0.302,0.492,0.162,1.303,-0.105,-0.326
E01005526,34.432,0.2,0.181,30.649,0.919,0.91,20.519,10.571,0.195,0.234,0.321,0.409,0.181,0.264,-0.38,-0.133
E01005527,59.044,0.338,0.294,45.815,1.907,1.269,18.421,10.734,0.379,0.325,0.516,0.507,-0.461,1.412,-0.429,-0.054
E01005528,35.236,0.187,0.182,40.853,0.764,0.989,16.825,19.517,0.171,0.199,0.674,0.451,-0.256,0.673,0.325,-0.263
E01005529,50.579,0.295,0.253,65.378,1.355,0.612,15.636,11.319,0.271,0.388,1.2,0.543,-1.134,1.463,-0.289,-0.158
E01005530,11.466,0.054,0.062,8.556,0.187,0.644,9.46,9.013,0.051,0.087,-1.061,0.291,-0.108,-2.185,-0.585,-0.11
E01005531,26.668,0.127,0.102,28.857,0.793,0.886,25.88,18.206,0.151,0.183,0.333,0.39,0.563,0.081,0.243,-0.25
E01005532,52.653,0.294,0.248,43.041,1.476,1.601,27.123,7.449,0.356,0.259,0.518,0.488,0.417,0.989,-0.889,-0.084
E01005533,25.951,0.156,0.13,21.404,0.608,0.607,12.696,27.539,0.179,0.236,0.165,0.337,-0.255,-0.408,0.681,-0.164
E01005534,25.313,0.161,0.124,20.29,0.716,0.55,18.238,15.816,0.172,0.263,-0.101,0.358,0.016,0.262,0.048,-0.134
E01005535,30.391,0.169,0.141,27.894,0.629,0.583,21.885,35.065,0.219,0.171,0.078,0.413,0.147,0.723,0.879,0.148
E01005536,32.041,0.2,0.146,33.467,0.642,1.116,13.212,20.006,0.285,0.155,0.551,0.404,-0.289,-0.185,0.319,-0.174
E01005537,14.621,0.074,0.086,17.965,0.145,-0.17,17.503,15.291,0.123,0.086,-0.071,0.331,0.339,-1.285,0.106,-0.348
E01005538,36.431,0.241,0.162,44.157,1.007,0.793,16.889,11.452,0.324,0.299,0.781,0.462,-0.379,0.928,-0.214,-0.266
E01005539,40.234,0.215,0.191,44.292,0.967,1.499,12.68,19.558,0.217,0.247,0.565,0.492,-0.748,0.501,0.106,0.213
E01005540,25.902,0.114,0.109,25.325,0.685,1.22,10.957,27.015,0.144,0.123,0.232,0.369,-0.278,-0.866,0.656,-0.162
E01005541,28.261,0.148,0.122,31.521,0.795,0.663,15.924,30.225,0.158,0.196,0.346,0.414,0.131,-0.805,0.769,-0.094
E01005542,39.609,0.23,0.187,38.775,1.406,0.637,21.784,16.047,0.247,0.305,0.637,0.438,0.031,1.061,-0.003,-0.005
E01005543,19.025,0.119,0.076,15.512,0.703,0.04,20.251,20.44,0.146,0.16,-0.384,0.335,0.384,-0.652,0.397,-0.32
E01005544,8.098,0.048,0.052,4.502,0.033,0.137,8.686,11.325,0.038,0.078,-0.997,0.224,-0.066,-3.09,-0.573,0.158
E01005545,8.466,0.051,0.049,4.487,0.145,0.397,2.76,5.928,0.078,0.068,-1.335,0.237,-1.152,-2.404,-0.929,-0.277
E01005546,31.937,0.169,0.155,21.355,0.791,1.372,21.542,15.142,0.183,0.172,-0.062,0.365,0.256,0.259,0.085,-0.321
E01005547,28.905,0.164,0.126,30.871,0.724,0.921,14.578,24.489,0.223,0.175,0.306,0.413,-0.002,-0.686,0.569,-0.236
E01005548,38.55,0.192,0.18,33.644,1.355,1.292,15.567,20.268,0.192,0.24,0.406,0.425,-0.524,0.87,0.354,-0.228
E01005549,8.589,0.036,0.048,5.193,-0.147,0.451,6.155,21.128,0.04,0.047,-1.012,0.237,-0.294,-3.244,0.206,0.199
E01005550,14.98,0.065,0.086,9.728,0.321,0.757,7.729,13.482,0.072,0.079,-0.655,0.286,-0.21,-2.566,-0.065,-0.242
E01005551,56.481,0.339,0.271,51.659,1.742,0.995,20.035,10.568,0.329,0.407,0.834,0.509,-0.147,1.145,-0.29,-0.271
E01005552,61.492,0.38,0.277,62.068,1.695,0.996,22.602,13.061,0.434,0.445,0.733,0.583,-0.139,1.689,-0.001,-0.468
E01005553,39.847,0.284,0.196,52.004,0.725,0.668,14.078,9.213,0.372,0.312,0.852,0.509,-0.883,0.963,-0.321,-0.445
E01005554,29.889,0.138,0.11,18.333,0.754,1.77,28.477,14.961,0.184,0.16,-0.471,0.371,0.858,-0.658,-0.195,0.163
E01005555,12.091,0.071,0.069,5.922,0.18,0.501,13.034,8.069,0.115,0.062,-0.91,0.245,0.026,-1.29,-0.372,-0.589
E01005556,17.968,0.093,0.082,12.337,0.332,0.845,10.305,24.092,0.144,0.092,-0.248,0.283,-0.358,-0.854,0.482,-0.036
E01005557,10.279,0.051,0.069,9.35,0.499,-0.629,8.682,8.44,0.05,0.058,-0.379,0.253,-0.066,-3.101,-0.447,-0.369
E01005558,23.491,0.142,0.114,26.44,0.798,0.271,10.438,16.184,0.143,0.245,0.544,0.334,-0.794,-0.026,0.13,-0.266
E01005559,46.658,0.249,0.221,44.941,1.669,1.072,23.752,5.248,0.281,0.28,0.85,0.458,0.147,1.145,-0.932,-0.385
E01005560,17.626,0.094,0.105,8.322,0.527,0.432,12.567,15.101,0.125,0.086,-0.71,0.27,0.017,-1.436,0.002,-0.138
E01005561,21.486,0.087,0.074,17.948,0.699,1.086,18.916,24.901,0.09,0.139,0.273,0.277,0.331,-0.783,0.698,-0.758
E01005562,25.697,0.15,0.115,18.887,0.898,0.744,10.734,25.263,0.194,0.207,0.133,0.314,-0.772,0.026,0.623,-0.305
E01005563,45.86,0.3,0.186,33.946,0.986,1.464,18.282,37.947,0.343,0.316,0.122,0.461,-0.608,1.598,1.035,-0.014
E01005564,56.696,0.364,0.209,48.03,1.058,1.566,21.148,52.122,0.335,0.583,0.454,0.526,-1.175,2.659,1.386,0.323
E01005565,41.701,0.265,0.199,42.588,0.96,0.866,28.511,7.426,0.229,0.384,0.441,0.493,0.572,0.71,-0.545,-0.407
E01005566,35.913,0.203,0.152,29.991,0.801,1.341,25.357,23.752,0.217,0.242,0.188,0.419,0.222,1.27,0.563,-0.335
E01005567,30.478,0.136,0.134,24.899,0.756,1.597,19.323,19.537,0.124,0.168,0.273,0.359,0.078,0.327,0.381,-0.427
E01005568,72.778,0.476,0.315,58.351,1.968,1.569,25.639,28.165,0.448,0.596,0.51,0.585,-0.375,2.795,0.656,-0.01
E01005569,45.049,0.28,0.229,38.363,0.799,1.485,23.381,8.691,0.321,0.216,0.195,0.487,-0.058,1.66,-0.399,-0.4
E01005570,10.532,0.061,0.055,6.007,0.579,-0.203,6.352,13.102,0.106,0.066,-0.737,0.234,-0.828,-1.194,0.058,-0.664
E01005571,10.029,0.057,0.059,4.139,-0.241,0.192,19.037,16.565,0.052,0.095,-1.17,0.225,0.508,-1.823,0.308,-0.86
E01005572,7.711,0.046,0.048,5.119,0.124,-0.114,13.146,8.451,0.054,0.071,-0.826,0.224,0.134,-1.856,-0.253,-0.821
E01005573,7.61,0.044,0.049,3.273,0.12,0.157,13.36,2.372,0.038,0.063,-1.48,0.218,0.253,-2.753,-1.296,-0.799
E01005574,9.801,0.054,0.058,4.485,0.007,0.567,12.234,7.02,0.083,0.041,-0.864,0.215,0.07,-1.87,-0.467,-0.635
E01005575,10.764,0.066,0.059,5.069,0.305,0.216,14.727,6.218,0.074,0.078,-1.055,0.237,0.208,-1.624,-0.618,-0.546
E01005576,7.596,0.045,0.042,2.677,-0.328,0.615,16.426,3.086,0.062,0.057,-1.305,0.198,0.378,-2.052,-1.316,-0.589
E01005577,8.689,0.054,0.045,2.379,-0.234,0.54,9.987,16.696,0.07,0.064,-1.289,0.189,-0.087,-2.029,0.276,-0.663
E01005578,59.085,0.357,0.243,46.687,1.816,1.534,27.516,15.073,0.349,0.419,0.353,0.527,0.118,2.051,0.055,-0.264
E01005579,55.538,0.336,0.247,69.468,1.321,0.891,24.116,12.609,0.309,0.573,0.805,0.654,-0.431,2.571,-0.147,-0.211
E01005580,40.413,0.264,0.146,38.219,0.766,1.532,14.663,37.397,0.277,0.291,0.608,0.438,-0.879,1.081,0.949,0.186
E01005581,60.77,0.336,0.258,61.013,1.685,1.482,20.984,29.888,0.289,0.4,0.576,0.597,-1.103,2.586,0.705,0.072
E01005583,58.337,0.397,0.242,55.757,1.282,1.12,24.885,24.365,0.328,0.708,0.262,0.592,-0.905,3.232,0.493,-0.033
E01005585,46.864,0.323,0.184,43.214,0.964,1.504,21.56,22.463,0.337,0.376,0.427,0.499,-0.223,1.66,0.469,-0.224
E01005586,65.87,0.371,0.279,72.771,1.433,1.741,32.33,6.258,0.381,0.333,1.46,0.548,0.503,1.812,-0.62,-0.534
