OA21CD,GreenspaceTotal,GreenspacePublic
E00152193,0,0
E00152194,42.6041,0
E00152195,0.5016,0
E00152196,46.8096,0
E00152197,0,0
E00152198,0,0
E00152199,2.3896,0
E00152200,0,0
E00152201,0,0
E00152202,0.0813,0
E00152203,0,0
E00152204,0,0
E00152205,0.2039,0
E00152206,7.5811,0
E00152207,0,0
E00152208,0.7865,0
E00152209,0.3476,0
E00152210,1.7017,1.7017
E00152211,3.016,2.6928
E00152212,0.0444,0
E00152213,2.1505,0
E00152214,0.0768,0
E00152215,0,0
E00152216,10.6062,0
E00152217,1.5906,0.143
E00152218,0,0
E00152219,0.1903,0
E00152220,3.6443,3.4334
E00152221,11.7095,0
E00152222,7.0839,0
E00152223,0,0
E00152224,0,0
E00152225,0.6737,0
E00152226,1.1,0
E00152227,2.8781,0
E00152228,1.4268,0
E00152229,0.1705,0.0006
E00152230,0.3881,0
E00152231,0.7701,0
E00152232,23.9708,0
E00152233,0,0
E00152234,0.0779,0
E00152235,0.0828,0
E00152236,0.0549,0
E00152237,0.3283,0
E00152238,3.7626,0
E00152239,0.439,0
E00152240,0.3615,0
E00152241,0.2362,0
E00152242,0.0804,0
E00152243,0.0336,0
E00152244,0.1602,0
E00152245,0.0842,0
E00152246,0.1806,0
E00152247,2.3675,0
E00152248,19.308,0
E00152249,0.2135,0
E00152250,0.0012,0.0012
E00152251,1.1197,0
E00152252,1.0509,0.2755
E00152253,0,0
E00152254,1.2693,0.0728
E00152255,1.4547,0
E00152256,0,0
E00152257,0.2993,0
E00152258,0.1319,0
E00152259,5.9179,0
E00152260,0.0094,0
E00152261,8.7193,0
E00152262,5.2244,5.1635
E00152263,18.298,0
E00152264,1.3119,0
E00152265,1.7007,1.6467
E00152266,0.0785,0
E00152267,0.41,0
E00152268,2.6693,0
E00152269,0.0636,0
E00152270,0.2566,0
E00152271,0.0653,0
E00152272,0.2668,0
E00152273,4.6014,0
E00152274,13.2282,0
E00152275,0.6498,0
E00152276,0,0
E00152277,0.0887,0
E00152278,1.9116,0
E00152279,1.7808,0
E00152280,4.2277,0
E00152281,0,0
E00152282,1.336,0
E00152283,0,0
E00152284,1.722,0
E00152285,4.9394,0
E00152286,0.771,0
E00152287,0,0
E00152288,0.3048,0
E00152289,0,0
E00152290,0,0
E00152291,16.547,0
E00152292,0.0225,0
E00152293,0,0
E00152294,0.0797,0
E00152295,4.8063,0
E00152296,2.2312,0
E00152297,17.7803,0
E00152298,0,0
E00152299,4.8565,0
E00152301,0.1956,0
E00152302,2.3144,0
E00152303,0,0
E00152304,0.3968,0
E00152305,0,0
E00152306,0.0866,0
E00152307,0,0
E00152310,0,0
E00152311,7.3782,4.4875
E00152312,3.8384,0
E00152313,0,0
E00152314,31.9817,0
E00152315,0,0
E00152316,0,0
E00152317,2.4671,0
E00152318,0,0
E00152319,0,0
E00152320,0,0
E00152321,3.5312,0
E00152322,0.0224,0
E00152323,1.079,0
E00152324,0.2157,0.2146
E00152325,5.4745,0
E00152327,4.645,0
E00152328,0,0
E00152330,18.0987,0
E00152331,0,0
E00152332,8.9938,0
E00152333,8.5323,0
E00152334,2.5798,0
E00152335,0,0
E00152336,16.8188,0
E00152337,1.8006,0
E00152338,11.7573,0
E00152339,1.1912,0
E00152340,5.0067,3.84
E00152341,0.0146,0
E00152342,14.1234,0
E00152343,0,0
E00152344,0,0
E00152345,7.2091,7.2091
E00152346,11.648,0
E00152347,0.2008,0
E00152349,2.2658,0
E00152350,15.7606,0
E00152351,0.1821,0.179
E00152352,0,0
E00152353,2.2878,0
E00152354,2.7279,1.0233
E00152355,0.0012,0.0012
E00152356,7.1158,0
E00152357,0.0032,0
E00152358,0,0
E00152359,0,0
E00152360,0.3515,0
E00152361,0.1667,0
E00152362,0,0
E00152363,0,0
E00152364,0,0
E00152365,11.5113,0
E00152366,4.6929,0
E00152367,0.057,0
E00152368,0,0
E00152369,45.7408,45.2708
E00152370,0,0
E00152371,0,0
E00152372,0.7002,0.7002
E00152373,0.0381,0
E00152374,1.0609,0.6599
E00152375,0.0019,0.0019
E00152376,0,0
E00152377,0.5358,0
E00152378,16.5672,0
E00152379,0,0
E00152380,11.6974,0.2959
E00152381,0.1193,0
E00152382,1.7085,0
E00152383,0.0769,0
E00152384,0.1199,0
E00152385,0.1517,0
E00152386,0,0
E00152387,7.9724,0
E00152388,3.9528,0
E00152389,0,0
E00152390,3.308,0
E00152391,0,0
E00152392,0,0
E00152393,3.53,0
E00152394,0,0
E00152395,12.3104,0
E00152396,9.4667,0
E00152397,0,0
E00152398,0,0
E00152399,0.0473,0
E00152400,0.081,0
E00152401,0.0819,0
E00152402,0.057,0
E00152403,0.3936,0
E00152404,1.5239,0
E00152405,0.0451,0
E00152406,0.9099,0
E00152407,7.418,2.8193
E00152408,18.8791,13.9398
E00152409,0.0548,0
E00152410,0.124,0
E00152411,0.0699,0
E00152412,0,0
E00152413,0.5031,0.0536
E00152414,1.76,0
E00152415,0.0182,0
E00152416,0.0672,0
E00152417,0.0625,0
E00152419,0.5614,0
E00152420,6.9721,0
E00152421,0.3143,0
E00152422,2.5967,0
E00152423,0,0
E00152424,0,0
E00152425,0,0
E00152426,0,0
E00152427,0.3984,0
E00152428,0,0
E00152429,0.8308,0
E00152430,0,0
E00152431,0,0
E00152432,0.0558,0
E00152433,0.0358,0
E00152434,2.9867,0.2119
E00152435,0,0
E00152436,0.3042,0
E00152437,0.093,0
E00152438,0.0582,0
E00152439,0.3984,0
E00152440,0.4555,0
E00152441,29.7609,0
E00152442,2.0577,0
E00152443,1.8069,0
E00152444,0,0
E00152445,0,0
E00152446,0,0
E00152447,0,0
E00152448,0,0
E00152449,0,0
E00152450,0.4899,0
E00152451,0,0
E00152452,0,0
E00152453,0,0
E00152454,5.26,0
E00152455,51.2564,49.382
E00152456,0,0
E00152457,12.1527,12.1527
E00152458,0.1542,0
E00152460,18.3505,18.3505
E00152461,0,0
E00152462,4.3583,0
E00152463,0,0
E00152464,0,0
E00152465,0,0
E00152466,0.2822,0
E00152467,0,0
E00152468,3.465,0
E00152469,7.7566,4.0955
E00152470,0,0
E00152471,0,0
E00152472,12.1902,3.7859
E00152473,23.8245,21.2539
E00152474,0.428,0
E00152475,0.9505,0.0295
E00152476,0.0545,0
E00152477,45.0698,45.0698
E00152478,15.1168,0
E00152479,0,0
E00152480,1.3658,0
E00152481,0,0
E00152482,5.7536,0
E00152483,0,0
E00152484,0,0
E00152485,0,0
E00152486,0,0
E00152487,0,0
E00152488,0.8954,0
E00152489,0.0765,0
E00152490,0,0
E00152491,0.0818,0
E00152492,0.3907,0
E00152493,2.6209,0
E00152494,7.0543,0
E00152495,0.2642,0
E00152496,0,0
E00152497,0,0
E00152498,0,0
E00152499,0,0
E00152500,1.0572,0
E00152502,8.1406,0
E00152503,0.7822,0
E00152504,0.2993,0
E00152506,1.9042,0
E00152507,3.2473,0
E00152508,49.4095,0
E00152509,0,0
E00152510,0,0
E00152511,27.8654,0
E00152512,0,0
E00152513,2.1862,0
E00152514,0,0
E00152515,0.0008,0
E00152516,0.7026,0
E00152517,0.4174,0
E00152518,0.9006,0
E00152519,1.4936,0
E00152520,0,0
E00152521,0,0
E00152522,0,0
E00152523,0,0
E00152524,0.1495,0
E00152525,0,0
E00152526,0,0
E00152527,0.517,0
E00152528,0.1332,0.1125
E00152529,0,0
E00152530,0,0
E00152531,0.1055,0
E00152532,0,0
E00152533,0.4958,0.4798
E00152534,0.1169,0
E00152535,18.5551,0
E00152536,0,0
E00152537,3.17,0
E00152538,0,0
E00152539,0,0
E00152540,0,0
E00152541,0,0
E00152550,0,0
E00152552,0.1894,0
E00152556,0.1192,0
E00152557,1.3571,0
E00152558,2.3459,0
E00152562,0,0
E00152563,4.1406,0
E00152564,3.5322,0
E00152568,0.2689,0
E00152569,0,0
E00152570,0.9172,0
E00152571,10.1045,0
E00152572,0,0
E00152573,7.2923,0
E00152574,13.0708,0
E00152575,0,0
E00152576,18.9003,0
E00152577,0,0
E00152579,0,0
E00152580,11.5403,0
E00152581,0.0122,0
E00152582,0,0
E00152583,9.1745,0
E00152584,0,0
E00152585,0,0
E00152586,1.657,0
E00152587,0,0
E00152588,0.0206,0
E00152589,1.8281,1.7238
E00152590,0.0519,0
E00152591,3.0538,0
E00152592,0.0332,0
E00152593,0.0733,0.0104
E00152594,0.2525,0.016
E00152595,3.0035,0
E00152596,0,0
E00152597,0.7445,0
E00152598,0.0191,0
E00152599,0,0
E00152600,0,0
E00152601,0,0
E00152602,1.3689,0
E00152603,2.9764,0
E00152604,1.296,0
E00152605,0,0
E00152606,2.6915,0
E00152607,0.9796,0
E00152608,0,0
E00152609,0,0
E00152610,0.0664,0
E00152611,1.9683,0
E00152613,0.2897,0
E00152614,2.7099,0
E00152615,3.3012,0
E00152616,0,0
E00152617,0,0
E00152618,8.3872,0
E00152619,0.7046,0
E00152620,4.5813,0
E00152621,0,0
E00152623,4.508,1.892
E00152624,0,0
E00152625,21.5985,0
E00152626,0.5613,0
E00152627,0.0109,0
E00152628,0,0
E00152629,0.0242,0
E00152631,0,0
E00152632,0,0
E00152634,0.721,0
E00152635,0,0
E00152636,2.1399,0
E00152637,0.0073,0
E00152638,0,0
E00152639,5.8131,3.6801
E00152640,0.1557,0
E00152641,0,0
E00152642,1.5454,0
E00152643,4.5936,2.9999
E00152644,0,0
E00152645,0,0
E00152646,34.9277,0
E00152647,0,0
E00152648,7.3628,0
E00152649,10.3162,0
E00152650,0,0
E00152651,0,0
E00152652,9.1333,0
E00152653,9.653,0
E00152654,0,0
E00152655,0,0
E00152656,0.4053,0
E00152657,0,0
E00152658,2.5082,0
E00152659,0,0
E00152660,0,0
E00152661,2.5457,0
E00152662,0.6556,0
E00152663,45.5527,0
E00152664,0,0
E00152665,3.8869,0
E00152666,23.4598,0
E00152667,0.0665,0
E00152668,0,0
E00152669,2.7312,0
E00152670,0.7446,0
E00152672,0,0
E00152673,0,0
E00152674,0.0026,0
E00152675,0,0
E00152676,0,0
E00152677,0.0604,0
E00152679,0.5914,0
E00152680,0,0
E00152681,0.6355,0.6355
E00152685,0.2106,0
E00152686,16.9034,16.9034
E00152688,0,0
E00152690,2.5621,0
E00152691,6.7091,0
E00152692,0.5789,0
E00152693,0,0
E00152694,0,0
E00152695,0,0
E00152696,0,0
E00152697,0,0
E00152698,0,0
E00152699,2.8601,0
E00152700,0.9183,0
E00152701,0,0
E00152702,0,0
E00152703,8.3851,0
E00152704,27.6631,0
E00152705,0,0
E00152706,1.1736,0
E00152707,0,0
E00152708,0,0
E00152709,0,0
E00152710,0,0
E00152711,13.0774,0
E00152712,21.6547,0
E00152713,0,0
E00152714,26.8014,0
E00152715,23.8103,0
E00152718,0,0
E00152719,0,0
E00152720,0,0
E00152721,0,0
E00152722,0,0
E00152723,0.5087,0
E00152724,0,0
E00152725,0,0
E00152726,0,0
E00152727,5.5574,0
E00152728,0.1097,0
E00152729,0,0
E00152730,0.208,0
E00152731,16.6868,0
E00152732,0,0
E00152733,0.6366,0
E00152734,2.4646,0
E00152735,1.8875,0
E00152736,29.8689,0
E00152737,0.4194,0
E00152738,0.0689,0
E00152739,10.9085,0
E00152740,0,0
E00152741,0,0
E00152744,0,0
E00152745,0,0
E00152746,1.5381,0
E00152747,0,0
E00152748,0,0
E00152749,0.7248,0
E00152751,0,0
E00152752,0,0
E00152753,54.2452,0
E00152754,0,0
E00152755,0,0
E00152756,5.006,0
E00152757,0,0
E00152758,0,0
E00152759,0,0
E00152760,0,0
E00152761,0,0
E00152762,0,0
E00152763,0,0
E00152764,0,0
E00152765,0,0
E00152766,0,0
E00152767,0,0
E00152768,15.8936,0
E00152769,0.3355,0
E00152770,0,0
E00152771,0,0
E00152772,0.3623,0
E00152773,1.1374,0
E00152774,18.424,0
E00152775,3.8961,0
E00152776,0.7837,0
E00152777,1.338,0
E00152778,0,0
E00152779,2.5412,0
E00152780,0.0643,0.0643
E00152781,0,0
E00152782,24.9546,0
E00152783,0,0
E00152784,0,0
E00152785,0,0
E00152786,0,0
E00152787,0,0
E00152788,4.7231,0
E00152789,0,0
E00152790,0,0
E00152791,0.0075,0
E00152792,54.6206,37.1936
E00152793,1.7196,1.4436
E00152794,65.0872,65.0872
E00152795,0,0
E00152796,14.6683,14.3418
E00152797,0,0
E00152798,58.2843,58.2843
E00152799,0,0
E00152800,0,0
E00152801,0,0
E00152802,3.1046,0
E00152803,0,0
E00152804,4.903,0
E00152805,69.5534,69.5475
E00152806,53.6376,53.6376
E00152807,0,0
E00152808,0.393,0
E00152809,0.2331,0
E00152810,5.4762,0
E00152811,0,0
E00152812,68.2378,58.2958
E00152813,0,0
E00152814,0.0689,0.0689
E00152815,0,0
E00152816,68.063,54.2349
E00152817,0,0
E00152818,0,0
E00152819,0.1772,0.1772
E00152820,0,0
E00152821,14.4615,14.4615
E00152822,0,0
E00152823,0,0
E00152824,3.1156,0
E00152826,0,0
E00152827,0,0
E00152828,0,0
E00152829,37.467,37.467
E00152830,0,0
E00152831,71.7879,71.7879
E00152833,0,0
E00152834,16.7765,16.7765
E00152835,23.781,0
E00152836,0,0
E00152837,0,0
E00152838,0.1118,0.1118
E00152839,0,0
E00152840,14.376,10.8306
E00152841,0,0
E00152842,0,0
E00152843,0,0
E00152844,0,0
E00152845,27.9181,0
E00152847,0,0
E00152848,0,0
E00152849,0,0
E00152850,0.0687,0
E00152851,7.2805,0
E00152852,68.8735,68.8735
E00152853,0,0
E00152854,0,0
E00152855,0,0
E00152856,52.9734,50.5545
E00152857,0,0
E00152858,0,0
E00152859,0,0
E00152860,0,0
E00152861,0,0
E00152862,20.8939,0
E00152863,0,0
E00152864,2.0412,0
E00152865,12.7073,0
E00152866,0,0
E00152867,0,0
E00152869,0,0
E00152870,24.6925,0
E00152871,29.3094,0
E00152872,0,0
E00152873,23.4731,0
E00152874,0,0
E00152875,9.1989,0
E00152876,0.3526,0
E00152877,12.4812,0
E00152878,15.2475,0
E00152879,20.5696,0
E00152880,3.978,0
E00152881,28.133,0
E00152882,0,0
E00152883,0,0
E00152884,33.7735,0
E00152885,25.4698,0
E00152886,26.5911,0
E00152887,46.432,0
E00152888,0.0085,0
E00152889,24.326,0
E00152890,9.259,0
E00152891,0,0
E00152892,0,0
E00152893,0.7728,0
E00152894,0,0
E00152895,24.198,0
E00152896,10.747,0
E00152897,12.6123,0
E00152898,0.2207,0
E00152899,0,0
E00152900,0,0
E00152901,16.2699,0
E00152902,29.7364,0
E00152903,0,0
E00152904,0,0
E00152905,0,0
E00152906,0.1436,0
E00152907,0,0
E00152908,0,0
E00152909,9.2169,0
E00152910,1.1583,0
E00152911,0,0
E00152912,0,0
E00152913,0,0
E00152914,13.5139,0
E00152915,3.1326,0
E00152916,0,0
E00152917,0,0
E00152918,0,0
E00152920,0,0
E00152921,3.0077,3.0077
E00152922,0,0
E00152923,0.167,0
E00152925,12.5855,0
E00152926,0,0
E00152927,0,0
E00152928,5.1462,0
E00152929,6.9712,6.9712
E00152930,17.5621,17.5621
E00152931,21.4553,5.9499
E00152932,18.7252,0
E00152933,25.2019,0
E00152934,0,0
E00152935,30.2581,23.4307
E00152936,21.0466,19.2253
E00152937,9.5986,0
E00152939,24.1959,24.1959
E00152940,13.7213,0
E00152941,1.4582,1.4582
E00152942,0,0
E00152943,28.6171,28.6171
E00152944,76.3412,0
E00152945,0,0
E00152946,0,0
E00152947,81.4578,79.6464
E00152948,0,0
E00152949,0,0
E00152950,0,0
E00152951,0,0
E00152952,0,0
E00152953,0,0
E00152954,0,0
E00152955,0,0
E00152956,2.6306,0
E00152957,0,0
E00152958,0,0
E00152959,0,0
E00152960,0,0
E00152961,3.6476,2.8241
E00152962,0,0
E00152963,34.1903,33.9549
E00152964,0,0
E00152965,0,0
E00152966,0,0
E00152967,9.1105,9.1105
E00152968,0,0
E00152969,0,0
E00152970,0,0
E00152971,0,0
E00152972,0,0
E00152973,0.6506,0
E00152974,0,0
E00152975,0,0
E00152976,0,0
E00152977,0,0
E00152978,0,0
E00152979,2.2971,0
E00152980,3.9162,0
E00152981,66.548,0
E00152982,0.5852,0
E00152983,37.3334,0
E00152984,0,0
E00152985,0,0
E00152986,0,0
E00152987,0,0
E00152988,0,0
E00152989,0,0
E00152990,0,0
E00152991,44.6012,0
E00152992,0.3253,0
E00152993,0,0
E00152994,8.4662,0
E00152995,0,0
E00152996,0.426,0
E00152997,0,0
E00152998,0,0
E00152999,0,0
E00153000,2.2748,0
E00153001,1.5248,0
E00153002,0,0
E00153003,0,0
E00153004,0,0
E00153005,0,0
E00153006,0,0
E00153007,0,0
E00153008,0,0
E00153009,8.4888,0
E00153010,0.1098,0
E00153011,8.075,0
E00153012,3.254,0
E00153013,0,0
E00153014,0,0
E00153015,0,0
E00153016,0,0
E00153017,0.4006,0
E00153019,0.295,0
E00153020,6.0864,0
E00153021,2.0317,0
E00153022,1.0296,0
E00153023,0,0
E00153024,0,0
E00153025,0,0
E00153026,0,0
E00153027,0,0
E00153030,3.1535,0
E00153031,0,0
E00153032,0,0
E00153033,0,0
E00153034,0,0
E00153036,0.0425,0
E00153037,0,0
E00153038,11.3165,0
E00153039,46.9037,0
E00153040,5.6548,0
E00153041,0.5228,0
E00153042,0,0
E00153043,0,0
E00153044,0,0
E00153045,2.2745,0
E00153048,4.7337,0
E00153049,0,0
E00153050,49.1297,0
E00153051,0,0
E00153053,1.2473,0
E00153054,54.9453,0
E00153055,1.9124,0
E00153056,0,0
E00153057,0,0
E00153058,45.9529,0
E00153059,0,0
E00153060,0,0
E00153061,0,0
E00153062,5.9527,0
E00153063,0,0
E00153064,0,0
E00153065,2.9254,0
E00153066,0,0
E00153067,0,0
E00153068,0,0
E00153069,11.16,0
E00153070,1.2412,0
E00153071,0,0
E00153072,0,0
E00153073,0,0
E00153074,0,0
E00153075,30.9799,0
E00153076,0,0
E00153077,0,0
E00153078,0,0
E00153079,59.7996,0
E00153080,0,0
E00153081,0.019,0
E00153082,5.5504,0
E00153083,0,0
E00153084,0,0
E00153085,1.7273,0
E00153086,0,0
E00153087,1.0091,0
E00153088,0.0232,0
E00153089,0.031,0
E00153090,0.6488,0
E00153091,0.6299,0
E00153092,0.5458,0
E00153093,0.0111,0
E00153094,0.3349,0
E00153095,0.1194,0
E00153096,0.0542,0
E00153097,2.0063,1.9534
E00153098,16.0704,16.0167
E00153099,0.0489,0
E00153100,0.045,0
E00153101,0.0869,0
E00153102,0.1414,0
E00153103,0.042,0
E00153104,0.4676,0
E00153105,3.798,0
E00153106,0.1002,0
E00153107,3.2635,0
E00153108,1.5285,0.3999
E00153109,16.4562,0
E00153110,0,0
E00153111,0.7825,0
E00153112,0,0
E00153113,0,0
E00153114,0,0
E00153115,0.1565,0
E00153116,0.3429,0
E00153117,8.8069,0
E00153118,1.8424,0
E00153120,0.0592,0
E00153121,0,0
E00153122,0,0
E00153123,0,0
E00153124,0.5716,0.4124
E00153125,10.8946,0
E00153126,0,0
E00153127,0,0
E00153128,36.2211,36.2211
E00153129,0.6112,0
E00153130,2.9053,2.9053
E00153131,0.07,0
E00153132,0.0815,0
E00153133,0.0775,0
E00153134,0.0466,0
E00153135,4.7452,0
E00153136,0,0
E00153137,0.5564,0
E00153138,4.2986,0
E00153139,0.0459,0
E00153140,0,0
E00153141,4.7366,0
E00153142,0.0592,0
E00153143,4.7715,0
E00153144,0,0
E00153145,0,0
E00153146,0.0077,0
E00153147,0.84,0
E00153148,5.2567,0
E00153150,0.1482,0
E00153151,0.9899,0
E00153152,0,0
E00153153,0,0
E00153154,1.7012,0
E00153156,0.9675,0
E00153157,20.9012,0
E00153158,3.0052,0
E00153159,0.5556,0
E00153160,0.224,0
E00153161,0.6677,0
E00153162,2.5252,0
E00153163,0,0
E00153164,0.0886,0
E00153165,1.2124,0
E00153166,6.7753,0
E00153167,0.1538,0
E00153168,0.0638,0
E00153169,0.1393,0
E00153170,0.6124,0
E00153171,1.0952,1.048
E00153172,0.3109,0
E00153173,0.4942,0
E00153174,0.3949,0
E00153175,0.2788,0
E00153176,3.8906,3.668
E00153177,0.0759,0
E00153178,5.8962,4.285
E00153179,0,0
E00153180,1.5219,1.5203
E00153181,0,0
E00153182,0,0
E00153183,5.2963,0.1017
E00153184,0.2753,0
E00153185,9.1179,8.1903
E00153186,0.059,0
E00153187,0.455,0
E00153188,1.968,0
E00153189,0.2745,0
E00153190,0.0949,0
E00153191,0.0607,0
E00153192,0.0526,0
E00153193,0.0963,0
E00153194,0,0
E00153195,0.1988,0
E00153196,2.047,0
E00153197,0.0627,0
E00153198,0.2021,0
E00153199,0.1188,0
E00153200,0.0581,0
E00153201,0.063,0
E00153202,0.0793,0
E00153203,1.0446,0
E00153204,0,0
E00153205,0.6197,0
E00153206,0.5786,0
E00153207,0.242,0
E00153208,0.0907,0
E00153209,0,0
E00153210,0,0
E00153211,0,0
E00153212,13.79,0
E00153213,3.6073,0
E00153214,0,0
E00153215,0,0
E00153216,0,0
E00153217,0.0321,0
E00153218,0,0
E00153219,0.6082,0
E00153220,0,0
E00153221,13.9377,0
E00153222,1.9131,0
E00153223,0,0
E00153224,0,0
E00153225,0.2838,0.0001
E00153226,0.4056,0
E00153227,8.6313,0
E00153228,1.2308,1.1399
E00153230,0.7866,0
E00153232,0.1243,0
E00153233,1.2286,0
E00153234,1.9934,0
E00153235,0,0
E00153236,16.853,0
E00153237,0.355,0.2687
E00153238,0.2533,0
E00153239,0.5089,0
E00153240,0.1649,0
E00153241,0.5391,0
E00153242,0.0991,0
E00153243,0.74,0
E00153244,0,0
E00153245,0.4964,0
E00153247,1.8716,0
E00153248,0.125,0
E00153249,15.2411,0
E00153250,0,0
E00153252,0.4531,0
E00153253,0,0
E00153254,0,0
E00153256,0.6253,0
E00153257,0.0262,0
E00153258,2.0565,0
E00153259,2.3148,0
E00153260,0.3769,0
E00153261,0.0913,0
E00153262,0,0
E00153263,0.1918,0
E00153264,0.0929,0
E00153266,0.4762,0
E00153267,0.229,0
E00153268,0,0
E00153269,0,0
E00153270,0,0
E00153271,0,0
E00153272,0,0
E00153273,0.5963,0
E00153274,0,0
E00153275,1.9083,0
E00153276,2.5926,0
E00153277,0,0
E00153278,0,0
E00153279,0.0049,0
E00153280,0,0
E00153281,0,0
E00153282,1.1129,0
E00153283,18.6678,0
E00153285,2.3884,0
E00153287,0.1253,0
E00153288,0,0
E00153289,28.5143,0
E00153290,0,0
E00153292,0,0
E00153293,0,0
E00153294,0.983,0
E00153295,0,0
E00153296,1.4407,0
E00153297,0,0
E00153298,12.4994,0
E00153299,0,0
E00153300,0.4553,0
E00153301,2.5905,0
E00153302,9.272,0
E00153303,0.0311,0
E00153304,0,0
E00153305,0.2558,0
E00153306,0,0
E00153307,1.1217,0
E00153308,0,0
E00153309,0,0
E00153310,0,0
E00153311,0.9003,0
E00153312,0,0
E00153313,2.4129,0
E00153314,9.5235,0
E00153315,0,0
E00153316,0.1313,0
E00153317,0.8905,0
E00153318,0,0
E00153319,0,0
E00153320,0.1357,0
E00153321,0.2593,0
E00153322,0,0
E00153324,1.0905,0.7939
E00153325,0,0
E00153326,0,0
E00153327,3.5219,0
E00153328,1.7273,0
E00153329,0.0228,0
E00153330,1.8603,0
E00153331,0.0597,0
E00153332,1.5815,0
E00153333,4.2694,0
E00153334,0.0815,0
E00153335,0.7105,0
E00153336,0.3641,0
E00153337,0.2639,0
E00153338,1.1659,0
E00153339,0.2745,0.1645
E00153340,0.6748,0
E00153341,0.6769,0
E00153342,2.596,2.596
E00153343,0.165,0
E00153344,0.2605,0
E00153345,0.2617,0
E00153346,5.946,0
E00153347,0,0
E00153348,0,0
E00153349,0.0424,0
E00153350,3.2982,0
E00153351,1.1882,0
E00153352,2.7939,0
E00153353,2.0418,0
E00153354,0.3847,0
E00153355,0.0888,0
E00153356,0.4624,0
E00153357,0.0391,0
E00153358,0.1573,0
E00153359,1.7721,0
E00153360,0.0707,0
E00153361,0,0
E00153362,0.1736,0
E00153363,0,0
E00153364,0,0
E00153365,1.1266,0
E00153366,8.0397,0
E00153367,3.8125,3.5983
E00153368,0,0
E00153369,0,0
E00153370,0,0
E00153371,0.0597,0
E00153372,0.9369,0
E00153373,0.0822,0
E00153375,0.0928,0
E00153376,0.1009,0
E00153378,0.2331,0
E00153379,0,0
E00153380,0,0
E00153381,0,0
E00153382,1.4066,0
E00153383,26.7958,10.6524
E00153384,0,0
E00153385,55.616,0
E00153386,2.7306,0
E00153387,5.4264,0
E00153388,0.0024,0
E00153389,0,0
E00153390,0,0
E00153391,0,0
E00153392,52.8774,0
E00153393,0,0
E00153394,0,0
E00153395,0,0
E00153396,20.298,17.8701
E00153397,9.2945,0
E00153398,1.3501,0
E00153399,0.1906,0
E00153400,0.172,0
E00153401,0.0478,0.0101
E00153402,0.0059,0
E00153403,0.4946,0.2813
E00153404,0.1297,0.0038
E00153405,0.0601,0
E00153406,0.3548,0
E00153407,0.0509,0
E00153408,0,0
E00153409,0.139,0
E00153410,0.1309,0
E00153411,0.3619,0
E00153412,0.0197,0
E00153414,0.9537,0
E00153416,0.1075,0
E00153417,0,0
E00153418,3.6386,0
E00153419,4.7999,0.0009
E00153420,0,0
E00153421,0.3127,0.0698
E00153422,0.1422,0.01
E00153423,0.114,0
E00153424,1.506,1.4617
E00153425,0.1211,0
E00153426,0.3289,0
E00153427,3.311,1.5332
E00153428,0.0015,0
E00153429,2.8348,1.5524
E00153430,3.2661,0
E00153431,0.0674,0
E00153432,0.905,0.8501
E00153433,0.1076,0
E00153434,0.2556,0
E00153435,0,0
E00153436,0,0
E00153437,0,0
E00153438,0.0111,0
E00153439,0.1861,0
E00153440,0.0414,0
E00153441,0.0674,0
E00153442,0.2802,0
E00153443,24.1772,18.1679
E00153444,21.3887,17.6417
E00153445,26.2209,17.8831
E00153446,1.2058,1.1841
E00153447,17.9335,0
E00153448,0.9383,0.0001
E00153449,0,0
E00153450,0,0
E00153451,0.0669,0
E00153452,0,0
E00153454,0,0
E00153455,0,0
E00153456,9.5505,0
E00153457,43.6666,0
E00153458,0.1532,0
E00153459,3.1696,0
E00153462,1.8597,0
E00153463,35.7109,0
E00153464,1.4171,0
E00153465,0,0
E00153466,0,0
E00153467,4.1798,0
E00153469,0,0
E00153470,0,0
E00153471,0.1236,0
E00153472,0.1281,0
E00153473,0,0
E00153474,15.1346,0
E00153475,0,0
E00153476,0,0
E00153477,18.8059,0
E00153478,0,0
E00153479,0,0
E00153480,0,0
E00153481,0,0
E00153483,0,0
E00153484,0.3616,0
E00153485,0,0
E00153487,0,0
E00153488,30.1414,13.5777
E00153489,0,0
E00153490,0,0
E00153491,6.0148,0
E00153492,0,0
E00153493,0,0
E00153494,10.5291,0
E00153496,0,0
E00153497,0,0
E00153498,0,0
E00153499,0,0
E00153500,0,0
E00153501,0,0
E00153502,0,0
E00153503,0,0
E00153504,0,0
E00153506,13.7689,0
E00153507,33.8124,0
E00153508,19.9774,0
E00153509,12.9916,0
E00153510,0,0
E00153511,10.7729,0
E00153512,3.8103,0
E00153513,0.1639,0
E00153514,0.6647,0
E00153516,0,0
E00153517,0,0
E00153518,41.882,0
E00153519,9.381,3.2457
E00153520,0,0
E00153521,0,0
E00153522,0,0
E00153523,0,0
E00153524,2.0297,0
E00153525,6.9249,0
E00153526,0,0
E00153527,0,0
E00153528,0.9311,0
E00153529,7.4214,3.0349
E00153530,0,0
E00153531,0.003,0
E00153532,0.0419,0
E00153533,39.5571,0
E00153534,0,0
E00153535,0,0
E00153536,0,0
E00153537,0.153,0
E00153538,0.4264,0
E00153539,0,0
E00153540,13.203,0
E00153542,0,0
E00153543,0,0
E00153544,0,0
E00153545,2.9944,0
E00153546,0.5153,0
E00153547,0,0
E00153548,9.1495,9.1103
E00153549,1.1896,0
