LSOA21CD,EntirehomesPer,BedspacePer
E01016992,0.268456376,6.355241716
E01016993,0.131061599,3.337696335
E01016994,0.373599004,3.734439834
E01016995,1.201201201,7.735426009
E01016996,0.633713561,4.850361197
E01016997,0.578034682,5.995203837
E01016998,0.829187396,2.628032345
E01016999,0.323624595,1.943699732
E01017000,0.330396476,2.1218716
E01017001,1.140065147,6.987179487
E01017002,0.756620429,2.329644729
E01017003,0.847457627,4.494382022
E01017004,0.951248514,3.937007874
E01017005,0.667556742,5.604719764
E01017006,0.86526576,6.222775358
E01017007,0.440528634,2.646153846
E01017008,0.139470014,2.786190188
E01017009,0.31152648,2.222222222
E01017010,0.136425648,2.947845805
E01017011,0.729927007,3.692762186
E01017012,0.404312668,2.719546742
E01017013,0.13986014,0.871080139
E01017014,0,0.258397933
E01017015,0,0.066889632
E01017016,0.151515152,0.702426564
E01017017,0,0
E01017018,0,0.931677019
E01017019,0.263504611,0.941306755
E01017020,0.101936799,0.463939266
E01017021,0.149700599,0.354609929
E01017022,0.59347181,2.700729927
E01017023,0.581395349,3.313253012
E01017024,1.012658228,4.073872895
E01017025,0.247831475,1.702553831
E01017026,0.248138958,4.326630104
E01017027,0.606060606,3.484107579
E01017028,0.255102041,2.742805755
E01017029,0.139082058,1.258992806
E01017030,0.424929178,3.347969265
E01017031,0.102459016,1.080246914
E01017032,1.089918256,2.468601126
E01017034,0.857843137,2.787336545
E01017035,0,0
E01017036,0,0
E01017037,0,0.356930399
E01017038,0.480192077,1.846822379
E01017039,0.131926121,0.212539851
E01017040,0,0.274536719
E01017041,0.19379845,0.6378455
E01017042,0,0.472016183
E01017043,0,0
E01017044,0.157728707,1.916721745
E01017045,0.382409178,0.784929356
E01017046,0.124378109,0.675675676
E01017047,0,0
E01017048,0,0
E01017049,0.167785235,0.190597205
E01017050,0,0.058105752
E01017051,0.319488818,0.897920605
E01017052,0,0.139178845
E01017053,0,0.222386953
E01017054,0,0.420462509
E01017055,0,0.377121307
E01017056,0,0.148367953
E01017057,0,0
E01017058,0,0.05192108
E01017059,0,0.112739572
E01017060,0.127064803,0.3996004
E01017061,0,0.117924528
E01017062,0,0.118835413
E01017063,0,0
E01017064,0,0.05387931
E01017066,0,0.107066381
E01017067,0.15037594,0.769230769
E01017068,0.314795383,2.031063321
E01017069,0.868306802,2.4275118
E01017070,0.891719745,3.711634547
E01017071,0.964187328,4.087591241
E01017072,1.768488746,4.548685146
E01017073,3.025064823,9.622541201
E01017074,0.437636761,3.474903475
E01017075,0.141043724,0.720366732
E01017076,0.257400257,1.577102804
E01017077,0.314136126,1.568627451
E01017078,0,0.557966522
E01017079,0.465838509,2.557704304
E01017080,0.118623962,1.166180758
E01017081,0.146627566,0.995899238
E01017082,0.260756193,0.553097345
E01017083,0.134228188,0.850340136
E01017084,0,0
E01017085,0,0.285918513
E01017086,0,0
E01017087,0.161812298,0.363901019
E01017088,0,2.445652174
E01017089,0.15503876,0.636942675
E01017090,0,0.228050171
E01017091,0,0
E01017092,0,0.804828974
E01017093,0,0.779896014
E01017094,0.156494523,0.946585531
E01017095,0.334821429,1.474604042
E01017096,0,0
E01017097,0.135135135,1.464968153
E01017098,0.985915493,2.235772358
E01017099,0.424448217,2.37829803
E01017100,0.185528757,0.570613409
E01017101,0.746268657,2.429415627
E01017102,0,0.403690888
E01017103,0.185528757,0.73313783
E01017104,0,0.155279503
E01017105,0,0.49413218
E01017106,0.15037594,0.521852577
E01017107,0.137174211,0.607164542
E01017108,0,0
E01017109,0,0.138217001
E01017110,0,0.325097529
E01017111,0,0.243902439
E01017112,0,0
E01017113,0.147710487,0.059171598
E01017114,0.113507378,0.384368994
E01017115,0,0.147601476
E01017116,0,0.212201592
E01017117,0,0
E01017118,0,0.272294078
E01017119,0,0
E01017120,0,0
E01017121,1.381909548,7.798742138
E01017122,2.771855011,11.70468187
E01017123,3.046458492,19.66485954
E01017124,1.639344262,5.413625304
E01017125,1.781737194,8.2345602
E01017126,1.142857143,6.042296073
E01017127,1.499531396,6.776765376
E01017128,0.735294118,3.773584906
E01017129,0.741839763,3.571428571
E01017130,0.115740741,0.766801985
E01017131,1.543942993,5.418454936
E01017132,0.165562914,1.360103627
E01017133,0.883977901,2.932193036
E01017135,0.93676815,3.389830508
E01017136,2.080443828,4.543642886
E01017137,0.772200772,1.98019802
E01017138,0.529661017,1.990950226
E01017139,1.685891748,3.880505082
E01017144,0,0.827966881
E01017145,0.721500722,1.959503592
E01017146,0.54200542,0.98224405
E01017147,0.44576523,0.992204111
E01017148,0.452488688,1.007705987
E01017149,0,0.209937019
E01017150,0.312989045,0.251098556
E01017151,0.265957447,0.574712644
E01017152,0.273597811,2.110817942
E01017153,0.183823529,0.64229249
E01017154,0.092850511,1.240310078
E01017155,0.931677019,1.76565008
E01017156,0,0.586353945
E01017157,0,0
E01017158,0.399201597,1.63413527
E01017159,0.174825175,1.526211015
E01017160,0.845070423,2.671009772
E01017162,0.153846154,0.647948164
E01017163,0.143884892,0.64683053
E01017164,0,0
E01017165,0,0
E01017166,0,0.117647059
E01017167,0,0
E01017168,0,0.116414435
E01017169,0,0.255591054
E01017170,0,0.124843945
E01017171,0.106382979,0.976138829
E01017172,0.111856823,1.074691026
E01017173,0.307219662,1.955671447
E01017174,0,0
E01017175,0.480769231,1.207243461
E01017176,0.143266476,0.697969543
E01017177,0.242424242,0.76287349
E01017178,0.165562914,1.033057851
E01017179,0,0.083752094
E01017180,0.169779287,0.282485876
E01017181,0,0.222717149
E01017182,0.136798906,0.216763006
E01017183,0,0.122324159
E01017184,0,0
E01017185,0.13368984,0.577367206
E01017186,0,0.17281106
E01017187,0,0.294637596
E01017188,0.15576324,0.494743352
E01017189,0.398406375,4.242002782
E01017190,1.394700139,3.471791692
E01017191,0.692840647,3.00120048
E01017192,0.20768432,1.131008483
E01017193,0.747863248,2.704225352
E01017194,1.058710298,4.866412214
E01017195,0.761179829,3.194229778
E01017196,0.356506239,1.831845937
E01017197,1.438848921,2.753623188
E01017198,0,0.066934404
E01017199,0,0
E01017200,0.220264317,0.325556158
E01017201,0.17452007,0.507614213
E01017202,0,0.334448161
E01017203,0.156739812,0.244200244
E01017204,0,0
E01017205,0,0.246609125
E01017206,0,0.119189511
E01017207,0.141643059,0.236406619
E01017208,0.166389351,0.273785079
E01017209,0,0
E01017210,0.143472023,1.146914255
E01017211,0.400801603,1.385681293
E01017212,0,0.071326676
E01017213,0,0.17452007
E01017214,0,0.529450695
E01017215,0,0.331491713
E01017216,0.169491525,0.789096126
E01017217,0.27700831,0.25220681
E01017218,0.198807157,0.453857791
E01017219,0,0.207146556
E01017220,0,0.112296463
E01017221,0,0
E01017222,0,0
E01017223,0,0.244798042
E01017224,0,0.652173913
E01017225,0,0
E01017226,0.10940919,0.64289889
E01017227,0.213675214,0.419111484
E01017228,0.414364641,1.928191489
E01017231,0.148148148,0.499722376
E01017232,0.925925926,2.048857368
E01017233,0.394736842,1.19474313
E01017234,0,0.124120811
E01017235,0.145137881,0.918032787
E01017236,0,0.141944642
E01017237,0,0.258732212
E01017238,0.119617225,0.404653515
E01017239,0,0.138217001
E01017240,0.156985871,0.291332848
E01017241,0,0.418702024
E01017242,0,0.19990005
E01017243,0.149031297,0.347826087
E01017244,0,0
E01017245,0,0
E01017246,0.489236791,1.814962373
E01017247,0.301204819,0.780312125
E01017248,0,0.460829493
E01017249,0.195694716,0.374812594
E01017250,0,0.535077289
E01017251,0.144092219,0.92879257
E01017252,0.902255639,2.64516129
E01017253,0.858369099,2.707275804
E01017254,0.285714286,1.50462963
E01017255,0,0.744416873
E01017256,0.112107623,0.286259542
E01017257,0.250312891,1.700457816
E01017258,0,0
E01017259,0.162601626,0.507246377
E01017260,0.302571861,0.589535741
E01017261,0,0.36101083
E01017262,0,0.478087649
E01017263,0,0
E01017264,0.181488203,0.238500852
E01017265,0,0.19047619
E01017266,0.194552529,0.957592339
E01017267,0.20661157,0.463883366
E01017270,0.17211704,0.571837026
E01017271,0,0.086880973
E01017272,0.194174757,0.499643112
E01017273,0.146842878,0.582524272
E01017274,0,0.069204152
E01017275,0,0.238237046
E01017276,0.21691974,0.643776824
E01017277,0,0.272294078
E01017279,0,0.24434942
E01017280,0,0.11778563
E01017281,0.137931034,0.39656312
E01017282,0.161550889,0.587803086
E01017283,2.284263959,9.273479031
E01017284,5.898617512,36.47514526
E01017285,4.137931034,25.21218173
E01017286,0.99626401,6.912442396
E01017287,0.387096774,1.201771031
E01017288,2.90237467,14.95327103
E01017289,1.53698367,3.967168263
E01017290,8.436724566,53.36577453
E01017291,2.300613497,8.779631255
E01017292,0.244498778,0.604727872
E01017293,0,0
E01017294,2.717391304,10.26757934
E01017295,0,0
E01017296,2.08,6.039755352
E01017297,4.992867332,24.43977591
E01017298,2.671755725,10.39794608
E01017299,5.483405483,20.50874404
E01017300,6.70694864,42.71616541
E01017301,0.78125,3.773584906
E01017302,0.561009818,2.898550725
E01017303,6.134969325,28.79409352
E01017304,1.505016722,6.09929078
E01017305,6.15942029,28.29204694
E01017306,0.171232877,1.963636364
E01017307,1.238645747,4.104318085
E01017308,0.382165605,1.463700234
E01017309,0.782268579,6.258148631
E01017310,2.898550725,9.762532982
E01017311,0,0.582524272
E01017312,0.938477581,3.609106052
E01017315,0.779220779,2.452830189
E01017316,2.735042735,15.13539652
E01017317,0.282485876,2.080443828
E01017318,0.181488203,0.756302521
E01017319,1.094391245,2.501895375
E01017320,0.338409475,0.759734093
E01017321,0.155520995,0.921332388
E01017322,0.16,0.546821599
E01017323,4.795737123,14.94057725
E01017324,1.276595745,4.949152542
E01017325,0,0.587248322
E01017326,0.831600832,4.451219512
E01017327,0,0.651041667
E01017328,0.132802125,0.687285223
E01017329,0.774443369,2.858399296
E01017331,0.386100386,1.97044335
E01017332,0,0.049701789
E01017333,0.864553314,1.264431006
E01017334,0.194174757,0.808080808
E01017335,1.371308017,7.147540984
E01017336,3.373945642,12.12886924
E01017337,2.213279678,9.442060086
E01017338,1.402524544,4.068522484
E01017339,0.460829493,1.789587852
E01017340,0.420168067,2.005571031
E01017341,0.1447178,0.497512438
E01017342,0.511508951,1.557632399
E01017343,0.166112957,1.060606061
E01017344,0.734394125,5.020196192
E01017345,0.454029512,1.938187533
E01017346,1.963190184,10.23916293
E01017347,2.087682672,23.12362031
E01017348,2.99850075,10.37868163
E01017349,3.063829787,12.41050119
E01017350,0.651465798,3.827751196
E01017351,4.491525424,28.91737892
E01017352,3.207810321,24.58100559
E01017353,2.756508423,13.64705882
E01017354,5.398773006,37.67840152
E01017355,1.839684625,12.5
E01017356,2.416570771,8.821593153
E01017357,2.553191489,9.951956074
E01017358,0.614439324,7.326578332
E01017359,5.361305361,17.310253
E01017360,5.086285195,23.50936968
E01017361,3.268765133,15.18288475
E01017362,1.254275941,5.889967638
E01017363,7.98206278,40.12693935
E01017364,5.723542117,29.7564688
E01017365,9.425785482,48.81209503
E01017366,1.154401154,4.965034965
E01017367,2.54841998,10.10047594
E01017368,0.385109114,2.416721097
E01017369,3.486750349,11.17203564
E01017370,1.668653159,5.600933489
E01017371,0,0.107066381
E01017372,0,0.264830508
E01017373,0.226500566,0.257069409
E01017374,0,0
E01017375,0.271370421,0.945307225
E01017376,0,0.09629273
E01017377,0,0.902708124
E01017378,0.10940919,0.094339623
E01017379,0.181488203,0.699300699
E01017380,0,2.44648318
E01017381,0,0.286532951
E01017382,0,0
E01017383,0,0
E01017384,0.283286119,0.507614213
E01017385,0.090252708,0.210859251
E01017386,0,0
E01017387,0,0.324149109
E01017388,0,0.069300069
E01017391,0.153374233,0.12195122
E01017392,0,0.260552371
E01017393,0.12180268,0.141709967
E01017394,0,0.130975769
E01017397,0.134589502,0.755939525
E01017398,0.197433366,0.230680507
E01017399,0,0.142450142
E01017400,0,0
E01017401,0,0
E01017402,0,0.126262626
E01017403,0,0
E01017404,0,0.163398693
E01017405,0.321543408,0.892193309
E01017406,0.284090909,0.685453161
E01017407,0,0.133779264
E01017408,0,1.105990783
E01017409,0,0
E01017410,0.19193858,0.170940171
E01017412,0.157480315,0.391389432
E01017413,0,0.088378259
E01017414,0,0.301507538
E01017415,0,0.04803074
E01017418,0.149925037,0.339443313
E01017419,0.142653352,0.23054755
E01017420,0,0.288683603
E01017421,0.392156863,1.379310345
E01017422,0.41958042,0.936220012
E01017423,0.243309002,0.691699605
E01017424,0.151515152,1.101928375
E01017425,0,0.264084507
E01017426,0.160513644,1.129943503
E01017427,0.115740741,0.094117647
E01017428,0,0
E01017429,0.11148272,0.404653515
E01017430,0.145137881,0.683526999
E01017431,0,0.125
E01017432,0,0
E01017433,0,0
E01017434,0,0
E01017435,0.132100396,0.21310602
E01017436,0,0
E01017437,0.120192308,0.104657248
E01017438,0,0.793650794
E01017439,0.12300123,0.597701149
E01017440,0,0
E01017441,0.305343511,0.398759415
E01017442,0.089686099,0.198412698
E01017443,0,0
E01017444,0,0.888450148
E01017446,0,0.109950522
E01017447,0.18639329,0.393081761
E01017449,0,0.040387722
E01017450,0.108577633,0.608960418
E01017451,0.771604938,3.347280335
E01017452,0.60331825,1.013250195
E01017453,0,0
E01017454,0,0
E01017455,0,0.206896552
E01017456,0,0.132013201
E01017457,0,0.082644628
E01017458,0,0
E01017459,0,0
E01017460,0.105820106,0.124018189
E01017462,0,0
E01017463,0,0.144404332
E01017464,0.462249615,1.732851986
E01017465,0.896860987,4.163912756
E01017466,0.177935943,1.197852127
E01017467,0.289017341,2.9455081
E01017468,0,0.069589422
E01017470,0,2.614379085
E01017471,1.03480715,2.872340426
E01017472,0.17921147,0.534402138
E01017474,0.134770889,1.302083333
E01017475,0.330033003,0.872817955
E01017476,0,0
E01017477,0,0.149925037
E01017478,0.524934383,1.376146789
E01017479,0,0.075987842
E01017480,0.125628141,0.31282586
E01017481,0.594059406,1.428571429
E01017482,0,0
E01017483,0.323101777,2.458547742
E01017484,2.377414562,4.862119013
E01017485,1.06870229,2.76119403
E01017487,0.131233596,0.207900208
E01017488,0,0.19206146
E01017489,0,0.306748466
E01017490,0,0
E01017491,0,0.129366106
E01017492,0,0
E01017493,0,0
E01017495,0,0
E01017496,0.282885431,0.568540745
E01017497,0.469483568,2.584181676
E01017498,0.389863548,0.866551127
E01017499,0.15015015,0.705218618
E01017500,0.151057402,0.802568218
E01017501,0.095877277,1.076923077
E01017502,0.584225901,3.796095445
E01017503,0.696864111,2.269288956
E01017504,0.224719101,0.503778338
E01017505,0,0.76142132
E01017506,0.286532951,0.876601483
E01017507,0,0.884303611
E01017508,0.139275766,0.40253019
E01017509,0,0
E01017510,0,0.124146493
E01017511,0,0
E01017512,0.174825175,0.626304802
E01017513,0,0.136798906
E01017514,0,0
E01017515,0,0
E01017517,0,0.383141762
E01017518,0.147928994,0.344234079
E01017519,0,0.06002401
E01017520,0,0.65681445
E01017521,0,0
E01017522,0.1998002,0.518623291
E01017523,0,0
E01017524,0,0.597728631
E01017525,0.190114068,1.441152922
E01017526,0,0
E01017527,0,0.160771704
E01017528,0,0
E01017529,0,0.078186083
E01017530,0,0
E01017531,0,0.223880597
E01017532,0.19047619,0.229533282
E01017533,0,0
E01017534,0,0
E01017535,0.143678161,0.360847993
E01017536,0.113250283,0.324280503
E01017537,0,0
E01017538,0,0
E01017539,0,0.186335404
E01017540,0.458715596,1.591695502
E01017541,1.263537906,3.461249059
E01017542,0.152905199,0.970873786
E01017543,1.545595054,5.302096178
E01017544,0.16,0.724112962
E01017545,1.602564103,4.996577687
E01017546,0.191570881,0.699300699
E01017547,0.297619048,0.73664825
E01017549,0.272108844,0.576184379
E01017552,0.093632959,0.202088245
E01017553,0,0
E01017554,0,0
E01017555,0.087336245,0.338818974
E01017556,0,0
E01017557,0.094607379,0.405679513
E01017558,0.130208333,0.345025877
E01017559,0.287769784,1.919616077
E01017560,0,0
E01017561,0.149253731,0.348675035
E01017562,0,0.508806262
E01017563,0,0.062460962
E01017564,0.152439024,1.263157895
E01017565,0,0
E01017566,0.163398693,0.136518771
E01017567,0.135317997,0.351288056
E01017568,0.17452007,0.385273973
E01017569,0,0.483610962
E01017571,0,0.156862745
E01017572,1.155115512,2.556610665
E01017573,0,0
E01017576,0,0
E01017577,0.091407678,0.399520575
E01017578,0.3125,0.385423966
E01017579,0,0.120192308
E01017580,0,0
E01017581,0.371747212,1.399688958
E01017582,0,0
E01017583,0,0.246669956
E01017584,0,0
E01017585,0.182815356,0.368459838
E01017586,0.153846154,0.873069174
E01017587,0.269179004,2.557856273
E01017588,0.35335689,0.488997555
E01017589,0.467836257,1.322910403
E01017590,0,0.38071066
E01017591,0.125313283,0.456360525
E01017592,0,0
E01017593,0.152439024,0.264026403
E01017594,0,0
E01017595,0,0
E01017596,0,0.236266982
E01017597,0,0.062695925
E01017598,0,0.058207218
E01017600,0.115606936,0.284629981
E01017601,0.19193858,0.613079019
E01017602,0.152671756,0.949968334
E01017603,0,0
E01017604,0,0.064350064
E01017605,0,0.213371266
E01017606,0,0.156494523
E01017607,0.548446069,2.685512367
E01017608,0,0
E01017609,0,0
E01017610,0,0
E01017611,0,0
E01017612,0,0
E01017613,0,0.141043724
E01017614,0,0.140056022
E01017616,0.101832994,0.252951096
E01017617,0,0
E01017618,0,0.085178876
E01017619,0.125313283,0.984817398
E01017620,0.495049505,1.842818428
E01017621,0,0.135226504
E01017622,0,0
E01017623,0,0
E01017624,0,0
E01017625,0,0
E01017626,0.147275405,0.188323917
E01017627,0,0.389755011
E01017628,0,0.220385675
E01017629,0,0.238521169
E01017630,0.149476831,0.246761258
E01017631,0.105042017,0.443837487
E01017634,0.244798042,0.480192077
E01017635,0,0
E01017636,0,0
E01017637,0,0.310559006
E01017638,0,0.155520995
E01017639,0,0
E01017640,0.153609831,0.306184936
E01017642,0.517241379,2.658326818
E01017643,0.980392157,1.277501774
E01017644,0.15015015,0.204081633
E01017645,0.249376559,2.12183436
E01017646,0.187617261,0.803722504
E01017647,0,0.256410256
E01017648,0.144300144,0.532544379
E01017649,0.088888889,0.072674419
E01017651,0,0.711053652
E01017652,0.411522634,0.680657969
E01017653,0,0.400266845
E01017654,0,0
E01017655,0,0.108932462
E01017657,0.585651537,0.942211055
E01017658,0.147058824,1.272727273
E01017659,0,0.588235294
E01017660,0.130378096,0.49413218
E01017661,0.152671756,0.246457178
E01017662,0.317965024,0.675675676
E01017663,0.149925037,0.458978772
E01017664,0,0.072098053
E01017665,0,0.069516858
E01017666,0.193610842,0.415110004
E01017667,0,0
E01017668,0,0.125470514
E01017669,0.411099692,0.836667879
E01017670,0.387096774,1.293103448
E01017671,0.297619048,0.739371534
E01017672,0.44576523,2.375
E01017673,0.53285968,1.417434444
E01017674,0.51457976,1.718403548
E01017675,0,0.208441897
E01017676,1.25984252,3.608605135
E01017677,0.451977401,1.171698963
E01017678,0.168350168,0.414364641
E01017679,0.310077519,0.743955363
E01017680,0.528169014,1.289282836
E01017681,0.494233937,1.699716714
E01017682,0.377358491,1.142041399
E01017683,0.675675676,1.552967277
E01017684,0.395256917,2.127659574
E01017687,0,0.523952096
E01017688,0.187617261,0.441306267
E01017689,0,0
E01017690,0,0.430292599
E01017691,0,0.07315289
E01017692,0.140646976,0.638162093
E01017693,0.408997955,1.58172232
E01017694,0.61791967,1.070399341
E01017695,0,0.732302685
E01017696,0.874125874,2.875175316
E01017697,0,0.446428571
E01017698,0,0
E01017699,0,0.157068063
E01017700,0,0
E01017701,1.890359168,3.243808859
E01017702,0.149253731,0.508582327
E01017703,0.356506239,1.16913484
E01017704,0.378787879,1.812688822
E01017706,0,0.069348128
E01017707,0,0
E01017708,0,0.369230769
E01017709,0,0
E01017710,0,0
E01017711,0.146412884,0.231884058
E01017712,0.210084034,0.423728814
E01017713,0,0
E01017714,0.449775112,0.784753363
E01017715,0.769230769,0.75
E01017716,0.128865979,0.543478261
E01017717,1.320528211,4.968944099
E01017718,0.50955414,1.892744479
E01017719,0.187265918,0.913242009
E01017720,0.176366843,1.164596273
E01017721,0,0.234329233
E01017722,0.152905199,0.417246175
E01017723,0.392927308,1.203912716
E01017724,0,0.261780105
E01017726,0.326797386,1.426024955
E01017727,0.13568521,0.547045952
E01017729,0.145137881,0.984615385
E01017730,0.131061599,0.501567398
E01017731,0,0.078492936
E01017732,0.147928994,0.773694391
E01017733,0.35335689,1.798279906
E01017734,0.59970015,1.626545218
E01017735,0.977198697,3.015075377
E01017736,0,0.394218134
E01017737,0.165837479,0.617760618
E01017738,0.177462289,1.155179053
E01017739,0,0
E01017740,0,0
E01017741,0,0.460829493
E01017742,0.237247924,1.016949153
E01017743,0,0
E01017744,0.614439324,2.012072435
E01017745,0.336700337,1.737116387
E01017746,0.160513644,0.120845921
E01017747,0,0.397088021
E01017748,0,0
E01017749,0.132275132,0.389538119
E01017750,0.629590766,1.15658363
E01017751,0.114155251,0.135746606
E01017752,0.421052632,1.325088339
E01017753,0,0.619195046
E01017754,0.354609929,1.224739743
E01017755,0,0.099403579
E01017756,0.165837479,0.577293137
E01017757,0,0.163532298
E01017758,0,0.364697301
E01017759,0,0.463201235
E01017760,0.296735905,1.241868717
E01017761,0.790960452,1.817334576
E01017762,0.36036036,2.847222222
E01017763,0.232288037,0.223713647
E01017764,0.158982512,0.296384114
E01017765,0,0.46728972
E01017766,0.805639476,2.309666382
E01017767,0.210970464,0.255319149
E01017768,0.568181818,1.843317972
E01017769,0.460122699,1.125703565
E01017770,0.124069479,0.704638873
E01017771,0.310559006,1.042345277
E01017773,0.457317073,0.834938985
E01017774,0,0
E01017775,0,0
E01017776,0,0.132684653
E01017777,0,0.44345898
E01017778,0.377358491,0.3003003
E01017779,0.229885057,0.700525394
E01017780,0,0
E01017781,0.20242915,0.155520995
E01017782,0,0.50955414
E01017783,0.155279503,0.127388535
E01017784,0.288184438,3.604723431
E01017785,0,0.193050193
E01017786,0,0
E01017787,0,0.124610592
E01017788,0,0
E01017789,0,0
E01017790,0.188323917,0.263504611
E01017791,0,0.260756193
E01017792,0.166251039,0.785773366
E01017793,0,0.550584997
E01017794,0.641025641,1.736972705
E01017795,0,0.349192492
E01017796,0.116144019,0.217746326
E01017797,0,1.006470165
E01017798,0.906735751,2.107598447
E01017799,0.318809777,1.13481616
E01017800,0,0.167597765
E01017801,0,0.875656743
E01017802,0,0.05787037
E01017803,0,0.659340659
E01017804,0.617283951,2.187324734
E01017805,0,0
E01017806,0.145560408,0.923787529
E01017807,0,0
E01017808,0,0.608272506
E01017809,0,0.190114068
E01017810,0.164068909,0.391644909
E01017811,0.563909774,0.978792822
E01017812,0,0
E01017813,0,0.500250125
E01017814,1.676829268,7.437536316
E01017815,0.134770889,1.165254237
E01017816,0.476758045,1.249290176
E01017817,0.128205128,1.095390233
E01017818,0.128700129,0.617870722
E01017819,0.163666121,0.643651258
E01017820,0.422832981,1.611170784
E01017821,0,1.003764115
E01017822,0,0.093852651
E01017823,0.649350649,2.659202239
E01017824,0.418994413,3.550973654
E01017825,0.429799427,0.995316159
E01017826,0.299850075,1.10633067
E01017827,0,1.11704711
E01017828,0.152905199,0.250941029
E01017829,0.535475234,2.310084407
E01017830,0,0.554715078
E01017831,0,0.289017341
E01017832,0.729927007,3.688092729
E01017833,0.566801619,2.355371901
E01017834,0.328947368,1.09223301
E01017835,0.375469337,1.555023923
E01017836,0,0.057208238
E01017837,0.328407225,0.768693222
E01017838,0,0.124533001
E01017839,0.356718193,0.665004156
E01017840,0.141643059,0.0999001
E01017841,0.438596491,0.804289544
E01017843,0.442477876,1.075949367
E01017844,0.137362637,0.335382895
E01017845,0.281690141,0.634920635
E01017846,0.147492625,0.523217789
E01017847,0.25220681,0.709219858
E01017848,0.198807157,0.873709293
E01017849,0.405953992,2.050580998
E01017850,0,0
E01017851,0,0.499722376
E01017852,0,0.412448444
E01017853,0.330578512,0.756429652
E01017854,0.555555556,2.535925613
E01017855,0.144300144,0.891795482
E01017856,0,0
E01017857,0,0.738750839
E01017858,0.098522167,0.203004466
E01017859,0,0.404157044
E01017860,0,0.067476383
E01017861,0,0.124921924
E01017862,0.272851296,0.328227571
E01017863,0,0
E01017864,0,0.612557427
E01017865,0,0
E01017866,0.453172205,1.438356164
E01017867,0.162337662,0.385356455
E01017868,0.149031297,0.404040404
E01017869,0.378071834,0.771604938
E01017870,0,0
E01017871,0,0
E01017872,0.293255132,0.455729167
E01017873,0,0
E01017874,0.667779633,1.383831027
E01017875,0.969305331,3.917662683
E01017876,0,0.098328417
E01017877,0.3003003,0.85078534
E01017878,2.02020202,8.302354399
E01017880,0,0.14803849
E01017881,0,0.105207785
E01017882,0,0.124843945
E01017883,0,0.573248408
E01017884,0,0.145772595
E01017885,0.334075724,1.691143747
E01017886,0.306748466,1.463414634
E01017887,0,0.515021459
E01017888,0.310077519,0.385356455
E01017889,0.171526587,0.562587904
E01017890,0.196850394,0.745712155
E01017891,0.601503759,2.565880721
E01017892,0.474683544,1.159793814
E01017893,0.607287449,1.642129105
E01017894,0.566572238,1.517911354
E01017895,2.272727273,4.996214989
E01017896,0.888888889,4.002760524
E01017897,0,0.753186559
E01017898,0,0.078740157
E01017899,0,0
E01017900,0,0
E01017901,0,0
E01017902,0,0
E01017903,0,0
E01017904,0,0.392349191
E01017905,0.194741967,1.556739041
E01017906,0,0
E01017907,0,0
E01017910,0.258175559,1.815372731
E01017911,0,0
E01017912,0.175131349,0.529100529
E01017913,0,0.270148582
E01017914,0.188323917,0.852878465
E01017915,0.169779287,0.346260388
E01017916,0.396039604,1.918265221
E01017917,0.154083205,0.419412822
E01017918,0.137362637,0.651465798
E01017919,0.147058824,0.509832484
E01017920,0,1.035598706
E01017921,0,0.334075724
E01017922,0,0
E01017923,0.376884422,1.897983393
E01017924,0,0.060532688
E01017925,0,0.283286119
E01017926,0,0.068027211
E01017927,0,0.288850376
E01017928,0,0.132802125
E01017929,0.115207373,0.458715596
E01017930,0.117508813,0.207039337
E01017931,0,0.340599455
E01017932,0.423728814,0.79705702
E01017933,0,0.102092905
E01017934,0,0
E01017935,0.110497238,1.059220029
E01017936,0.298507463,0.794176042
E01017937,0.17452007,0.492264416
E01017938,0.1953125,0.479233227
E01017939,0.499168053,1.136363636
E01017940,0,0
E01017941,0.151515152,0.348675035
E01017942,0,0
E01017943,0.898203593,4.723346829
E01017944,0,1.63004961
E01017945,1.182033097,5.68115942
E01017946,0.627943485,2.373316228
E01017947,0.845070423,4.191263282
E01017948,0.141442716,0.976205003
E01017949,0.632911392,4.783163265
E01017950,1.83639399,8.466819222
E01017951,0.15015015,3.054989817
E01017952,0.27739251,2.0846494
E01017953,0.39893617,1.644736842
E01017954,0.163934426,1.140684411
E01017955,0.298953662,1.684636119
E01017959,0,1.402131239
E01017960,0.34904014,1.197183099
E01017961,0.340715503,0.953895072
E01017962,0.892857143,5.741626794
E01017963,0,0.755191945
E01017964,0.579150579,2.906110283
E01017965,0.394736842,3.290993072
E01017967,0.165562914,2.453620586
E01017968,0.137551582,2.944942382
E01017969,0.284090909,2.924944812
E01017971,0.27739251,1.583434836
E01017972,0.969529086,2.17765043
E01017973,0.131061599,0.539480137
E01017974,0.405953992,2.243958573
E01017975,0.406504065,2.065026362
E01017976,1.515151515,3.648325359
E01017977,0,1.409277745
E01017978,0.151975684,3.099173554
E01017979,0.434782609,1.171875
E01017980,0,0.639658849
E01017983,2.68404908,8.954154728
E01017985,0.977653631,3.530031612
E01017987,2.637362637,11.68763103
E01017988,2.75862069,5.132743363
E01017989,1.005025126,6.492815327
E01017990,1.550387597,7.882882883
E01017991,1.791530945,6.930693069
E01017992,0.365408039,3.196125908
E01017994,0.132978723,3.569580962
E01017995,0.57208238,3.153564899
E01017996,0.608828006,2.582159624
E01017997,0.709849157,2.931712549
E01017998,1.925545571,4.5
E01017999,0.508259212,2.054488611
