MSOA21CD,PersonalDebt,HHInc_afterCosts,HHInc_afterCosts_equivalised,HHInc_beforeCosts,HHInc_beforeCosts_equivalised
E02001969,547.7029,37300,24000,28400,27300
E02001970,619.021,39000,28400,30900,29800
E02001971,573.1243,46400,27700,34900,29900
E02001972,375.9037,34200,20100,28000,24600
E02001973,590.109,37800,22900,29300,27800
E02001974,524.7367,47900,30700,35100,31800
E02001975,662.4109,42400,26500,32200,28300
E02001976,619.428,39800,26400,30500,29700
E02001977,365.1967,37300,21900,29700,27600
E02001978,540.5098,40400,25100,30000,27300
E02001979,574.5627,45500,29600,33300,31600
E02001980,555.8562,50100,32600,37400,34700
E02001981,189.782,29000,19200,23000,21000
E02001982,582.2856,47300,32700,38600,34300
E02001983,572.6888,45000,29800,34000,32200
E02001984,512.173,47100,28300,36600,31100
E02001985,220.521,33700,19900,26300,25500
E02001986,587.7648,37900,25600,31800,29900
E02001987,417.7429,42200,26400,31900,31200
E02001988,270.4363,33600,22500,26900,30200
E02001989,501.5647,45500,29300,35200,31700
E02001990,583.5363,48900,31300,37600,33200
E02001991,330.7503,56800,37400,42500,38300
E02001992,631.7011,38000,23000,30900,27000
E02001993,358.7527,40700,25600,34400,30500
E02001994,471.7562,46900,29200,36000,30900
E02001995,528.0302,44700,25800,33500,29700
E02001996,549.7321,33400,20900,26900,25800
E02001997,437.8296,55200,33100,42500,37500
E02001998,463.4516,52500,34100,38800,34400
E02001999,251.3032,45200,30900,38800,33900
E02002000,570.1046,35300,23200,28600,27000
E02002001,578.4713,36400,24900,30300,28200
E02002002,617.4421,42600,31800,35400,32600
E02002003,616.239,37500,25300,30700,28400
E02002004,579.9175,36200,23600,29600,27000
E02002005,623.0393,37100,22600,31000,26000
E02002006,633.5236,36100,24000,29900,28400
E02002007,629.3505,37400,27000,32000,29300
E02002008,565.4261,47600,30500,37100,32800
E02002009,427.4627,35500,22400,29900,26600
E02002010,473.5497,34700,22300,27900,27300
E02002011,693.51,43100,30000,34700,31800
E02002012,556.709,33200,22900,27200,26900
E02002013,518.8211,46200,28800,36300,32200
E02002014,463.1219,37200,23400,29700,27000
E02002015,600.8849,40000,26600,32300,29400
E02002016,529.7696,32700,21600,26300,25300
E02002017,535.5771,34400,23600,27600,26700
E02002018,602.9914,43200,30800,35700,31700
E02002019,534.6111,33900,22900,28500,26200
E02002020,655.5805,40500,28700,32600,30600
E02002021,522.508,30500,22900,24900,26400
E02002022,600.3569,36100,24700,29000,28200
E02002023,610.1008,38300,27400,31600,29200
E02002024,511.4524,36300,26100,29500,28400
E02002025,609.8648,39000,25700,30900,28300
E02002026,512.345,39300,27700,32000,29700
E02002027,525.52,49100,32700,37300,35100
E02002028,566.8778,39800,29500,33600,30900
E02002029,628.5672,47000,30100,36400,32300
E02002030,544.7066,36500,25500,29800,28500
E02002031,403.0075,36900,24600,28500,27100
E02002032,548.8135,36700,24800,29800,27600
E02002033,539.7758,41000,28900,34000,30600
E02002034,522.1928,40400,28800,32200,31300
E02002035,628.1519,49000,33900,38600,35400
E02002036,450.6071,33600,23400,27100,26500
E02002037,590.553,40700,29900,33800,30700
E02002038,548.0846,37400,26800,30800,29400
E02002039,524.7054,45300,32100,36700,33400
E02002040,525.0281,52000,34600,40100,36200
E02002041,525.6028,43300,31400,35800,31200
E02002042,576.8345,49600,34000,37800,33400
E02002043,549.9816,38300,22500,31700,27100
E02002044,516.9948,40600,25400,32900,29100
E02002045,561.9776,36400,22900,29000,27000
E02002046,598.0801,32900,20200,27200,24200
E02002047,472.3709,35000,22100,27900,26500
E02002048,500.9041,45800,31900,36100,32400
E02002049,547.7721,37000,22700,29800,26900
E02002051,584.5628,36400,20600,29500,25100
E02002052,488.8699,36000,21900,29500,26300
E02002053,575.2944,40900,26800,32900,29400
E02002054,518.8447,42000,27500,33300,29900
E02002055,483.3188,38100,20600,29800,26100
E02002056,543.843,33200,20700,26000,24700
E02002057,509.848,35000,22000,29700,26400
E02002058,504.0789,39500,23000,31600,27700
E02002059,411.4703,37800,23100,30900,28100
E02002060,381.8096,35200,20100,30400,24900
E02002061,287.1143,32700,18700,26100,24200
E02002062,406.0351,33200,19900,26100,25200
E02002063,562.8375,38400,22600,29700,27000
E02002064,553.8845,39500,23200,32200,27200
E02002065,305.2867,37300,20000,30600,24700
E02002066,527.7817,35300,21600,29500,26200
E02002067,588.7687,40200,25100,33900,27900
E02002069,539.7264,34900,22700,28000,26800
E02002070,336.7849,33400,19700,26000,24700
E02002071,661.2427,35600,22500,29000,26100
E02002072,540.5953,39600,24300,31200,28700
E02002073,375.1402,35900,21300,29700,25400
E02002074,494.7399,37900,24500,30600,28300
E02002075,542.1645,36800,24800,28600,28400
E02002076,460.4806,44500,28200,34800,30900
E02002077,509.5607,35300,23900,29800,27500
E02002078,489.3283,46400,29300,37100,31300
E02002079,549.5114,38700,24300,31000,28100
E02002080,521.4978,37200,23800,31100,27100
E02002081,566.3735,42600,30000,36100,34100
E02002082,713.6408,32100,22900,27900,27300
E02002083,616.3887,46300,32200,37300,33700
E02002084,675.4766,35000,25300,30200,28400
E02002085,593.6609,37500,24000,31500,27900
E02002086,567.8995,32200,23000,27300,27100
E02002087,572.5155,30900,22600,26200,26200
E02002088,607.8742,30500,22000,26500,26000
E02002089,533.0037,44700,30900,36500,33400
E02002090,620.7532,48200,31000,38200,32700
E02002091,570.2951,45000,29700,35800,31900
E02002092,557.7157,43700,28800,34800,30700
E02002093,601.1644,43500,28900,35100,32400
E02002094,539.2018,59000,37900,44700,41200
E02002095,643.015,49000,33100,39700,35700
E02002096,536.1249,51700,37500,41600,36000
E02002097,618.8502,50800,37800,41700,36900
E02002098,550.9566,49700,35000,39500,34400
E02002099,441.269,62900,40900,47500,43100
E02002101,614.1758,42900,30700,34700,33200
E02002102,561.2363,50000,34000,39500,34600
E02002103,608.0171,52200,36000,39100,33200
E02002104,534.6102,63800,38800,46300,41400
E02002105,642.8941,56700,36900,44200,38000
E02002106,509.2891,58800,41000,45000,41000
E02002107,584.2607,61000,38300,45500,39500
E02002108,718.7071,60000,40400,45000,40700
E02002109,620.1949,58900,39600,44200,41500
E02002110,720.7594,40500,25800,31600,29200
E02002111,710.5172,33600,24200,28300,27500
E02002112,649.9656,41000,29100,34500,31000
E02002113,667.9387,38400,26100,31000,29300
E02002114,663.8877,38300,26500,32200,29200
E02002115,622.2018,35200,23900,29700,26900
E02002116,575.5968,42400,28900,35500,31400
E02002117,536.5463,38800,26700,32800,30800
E02002118,516.6661,33900,21200,28500,25700
E02002119,666.8789,40000,27800,34300,30400
E02002120,633.448,42300,28000,35200,30900
E02002121,618.5748,32700,22800,26100,25700
E02002122,578.9055,35500,22300,29600,24900
E02002123,651.74,36600,24300,29500,27400
E02002124,581.3882,38200,27400,31400,29400
E02002125,683.144,36700,25200,30400,27700
E02002126,552.6783,30400,20500,24700,24600
E02002127,519.7892,35600,22100,28100,24900
E02002128,638.0108,35400,24100,28400,27300
E02002129,644.765,36500,26500,30000,28600
E02002130,482.2368,34800,21900,27500,25800
E02002131,635.3879,49600,34400,38900,33800
E02002132,544.7404,34700,22200,27600,26000
E02002133,479.5396,41500,27300,33200,30000
E02002134,548.6836,37200,22900,30700,26800
E02002135,387.5918,33600,20500,26800,23600
E02002136,570.6328,38000,23700,29500,27100
E02002137,645.9675,52900,33900,39900,37800
E02002138,457.4072,45700,28900,37300,32400
E02002139,370.8223,34100,21600,29600,26700
E02002140,406.649,33600,20600,26400,24600
E02002141,698.7357,51400,34100,39100,35200
E02002142,544.4438,34400,20700,28600,24600
E02002143,296.1403,32900,18700,26600,22500
E02002144,512.1436,55700,37800,43200,36700
E02002145,529.6197,35000,22100,27500,26000
E02002146,497.4872,38000,24800,32800,27600
E02002147,543.1153,35600,21700,28000,25300
E02002148,604.7396,43200,28900,34300,31000
E02002149,628.6266,37700,25200,30500,28300
E02002150,837.8182,40800,24800,32900,28400
E02002151,651.2415,34600,23100,28300,27000
E02002152,657.7382,33500,21700,29100,25700
E02002153,627.7488,32700,24200,27800,28200
E02002154,755.4982,42500,27100,34100,30500
E02002155,503.3694,34000,19800,27400,23900
E02002156,585.586,38400,26100,31100,29500
E02002157,678.1732,45600,29600,35400,32200
E02002158,651.2901,34100,24300,28500,28300
E02002159,500.5765,35500,21900,30700,24800
E02002160,660.6003,40000,26700,31700,29400
E02002161,380.5173,37500,22600,31500,26200
E02002162,591.9792,45700,31500,37200,33900
E02002163,608.8214,35000,22200,28300,26100
E02002164,327.324,30800,19400,23100,23100
E02002165,387.4826,39700,24500,31200,30000
E02002166,561.3296,31500,21400,24700,25700
E02002167,604.0162,43500,31500,35600,32600
E02002168,332.2694,32300,21000,26000,25600
E02002169,590.8063,48000,32900,38300,33900
E02002170,567.774,36000,22900,29300,26100
E02002171,564.1167,34100,22700,27200,26100
E02002174,541.5357,45000,30200,35400,31300
E02002175,416.4309,33700,21700,28000,26600
E02002176,598.6726,37700,27300,32200,29600
E02002177,607.6875,37800,23400,31200,27500
E02002178,501.296,47100,27400,37000,29800
E02002179,543.0442,47500,32800,37900,33300
E02002180,512.3515,37200,24300,30600,27600
E02002181,617.4857,35400,23000,28900,25700
E02002182,586.5699,36600,23700,31300,27200
E02002183,586.9815,56800,34300,36400,37600
E02002184,508.6577,58600,35200,38000,40200
E02002185,589.9855,56900,32700,37800,36700
E02002187,620.3797,62800,37000,39000,38500
E02002188,595.7294,46200,29400,34300,31100
E02002189,430.1512,38300,22600,31700,23500
E02002190,328.754,30500,19400,25700,21800
E02002191,370.7197,29600,20400,24800,22700
E02002192,614.9416,51000,32700,36100,33200
E02002193,340.5144,28700,20600,24100,23100
E02002194,532.1192,34300,24700,28700,26300
E02002195,617.7319,49200,32700,34800,34300
E02002196,615.0417,40300,28100,31200,30000
E02002197,513.5617,40300,27400,30000,30100
E02002198,567.2536,39900,27700,31000,30000
E02002199,595.1368,49600,31000,34300,33100
E02002200,511.3256,47200,31800,34700,32700
E02002201,589.2622,40200,28000,31400,30100
E02002202,415.7615,37600,25400,28700,29100
E02002203,453.6976,32100,23300,26200,25600
E02002204,573.3377,45400,31300,33500,31200
E02002205,574.1512,41200,29200,31200,31500
E02002206,508.9466,36000,25200,28600,26200
E02002207,354.16,36400,21200,30200,23600
E02002208,617.243,32500,22900,27200,24700
E02002209,718.0571,30700,20100,25800,21800
E02002210,425.0467,34500,22700,28500,24200
E02002211,271.778,38100,23900,32200,26600
E02002212,309.4564,35900,19600,31000,21900
E02002213,693.0225,38800,27400,31600,30300
E02002214,444.5899,36000,24300,30800,25800
E02002215,269.6164,30800,18200,27300,21300
E02002216,217.2355,28100,17500,25100,20900
E02002217,303.7862,30400,18000,26400,20600
E02002218,527.9823,34000,23300,29900,24700
E02002219,221.6892,30900,15900,27600,19600
E02002220,323.0074,28600,17200,25200,18200
E02002222,363.7289,35100,21200,29200,22400
E02002223,191.6974,29400,15700,26300,18800
E02002224,191.8685,27300,14700,22700,16700
E02002225,576.1079,38200,26300,30900,28300
E02002226,178.69,27400,14400,21900,17900
E02002227,246.4014,26400,17600,23600,19100
E02002228,427.3417,29800,19700,25800,22000
E02002229,467.4214,35300,25000,29100,26900
E02002230,250.9103,27300,15500,24000,18900
E02002231,429.0277,35100,22900,30300,24300
E02002232,301.6879,30000,19900,26900,21500
E02002233,209.1566,28300,15500,24300,17900
E02002234,513.7364,25400,18700,22000,21000
E02002235,340.5225,29400,18400,24600,20400
E02002236,473.3783,33700,23600,27800,25000
E02002237,571.9786,34900,23100,29200,25400
E02002238,410.4386,31000,20600,26200,23100
E02002239,552.7399,38000,23600,29400,26000
E02002240,701.0518,40100,28200,31700,30600
E02002241,631.1933,33300,22900,28000,25300
E02002242,610.5401,37400,24300,28600,26700
E02002243,630.7393,34000,23200,28300,25500
E02002244,663.6993,37200,27500,30100,28100
E02002245,617.0486,29000,23800,27300,24000
E02002246,674.5556,43900,31300,32300,32800
E02002247,472.4206,45200,31900,33100,33100
E02002248,533.6695,30800,24200,26900,25400
E02002249,544.515,28500,23100,25000,24500
E02002250,549.8041,38300,29200,31500,30800
E02002251,463.2122,29500,24000,25600,27400
E02002252,542.3777,39300,27600,32100,28500
E02002253,404.8319,30500,20500,26300,21500
E02002254,583.8089,46700,30800,35400,34800
E02002255,207.2719,25900,16400,22700,18500
E02002256,469.2898,34300,26100,28700,26900
E02002257,324.4064,28600,19800,27200,20600
E02002258,568.5137,39300,28700,31100,31300
E02002259,455.1554,39200,28100,31400,29600
E02002260,615.1141,34900,26300,27700,27800
E02002261,655.3556,35700,25700,29200,28400
E02002262,496.4073,35900,26400,29200,28700
E02002263,593.2686,36800,26300,31000,27500
E02002264,603.9096,45700,32000,34900,33700
E02002265,443.0568,35700,27900,29700,28400
E02002266,517.497,40900,28400,31600,30300
E02002267,579.3301,36400,26100,29500,27500
E02002268,633.5561,34200,25500,28800,27600
E02002269,716.826,42100,29600,32900,31700
E02002270,824.0769,49500,32500,36800,37100
E02002271,684.7958,44000,28000,33800,30000
E02002272,651.8404,36200,25200,29200,27300
E02002273,654.2388,40600,27500,31800,30700
E02002274,648.5773,41700,29000,32000,30400
E02002275,607.3037,33200,25100,27400,28200
E02002276,520.0384,37900,26300,31000,28200
E02002277,452.9396,35300,22300,30100,24300
E02002278,585.2601,36800,26100,30900,27500
E02002279,555.0094,32200,24500,28400,27100
E02002280,273.8613,25100,18800,23200,20900
E02002281,471.5316,32400,22500,27300,24200
E02002282,322.4339,32200,21900,28100,23900
E02002283,297.5264,32600,19800,27800,21400
E02002284,607.7635,36200,26200,29600,27800
E02002285,617.7804,40100,27600,31300,29600
E02002286,399.4496,32500,22300,28800,24900
E02002287,310.4876,32000,22100,26700,24400
E02002288,575.8795,34200,23500,28300,25700
E02002289,298.4559,32000,18400,28300,21000
E02002290,626.5857,42800,29500,32700,31200
E02002291,633.7328,39300,28200,32100,29800
E02002292,431.6386,42800,28900,34700,33200
E02002293,326.4489,29700,16900,26000,19800
E02002294,324.0282,32700,19700,28900,21700
E02002295,460.3853,30000,21700,25600,24800
E02002296,620.5096,41500,28800,31800,31800
E02002297,499.3415,45900,30700,34900,33100
E02002298,455.4855,34600,24600,30100,26500
E02002299,362.9297,27500,18400,23400,21400
E02002300,596.1504,45300,30600,33300,32100
E02002301,429.9695,32600,20500,28400,22900
E02002302,493.8442,44700,29900,33800,31700
E02002303,577.6055,38200,27200,31000,30200
E02002304,284.713,35100,23700,28400,28400
E02002305,480.0197,28700,20700,24800,22600
E02002306,589.2364,45700,29200,32700,31700
E02002307,451.8537,35200,23600,27100,25600
E02002308,549.2154,38000,27100,29900,28900
E02002309,321.1915,31900,22600,28000,25100
E02002310,488.1371,33300,24300,27000,26600
E02002311,611.3463,35900,25900,30900,27900
E02002312,394.357,31900,20800,26800,24000
E02002313,255.6644,28100,17900,26200,20500
E02002314,478.7978,39100,27100,31100,29400
E02002315,530.7674,33300,23200,27000,26700
E02002316,539.1007,42100,27900,33400,30200
E02002317,453.4809,31400,22000,27600,23500
E02002318,417.7078,31500,23800,26100,25600
E02002319,649.99,40200,27500,30400,29600
E02002320,482.8921,37500,27400,30200,30000
E02002321,500.0761,47900,30500,34100,33400
E02002322,577.0729,41400,28800,32300,29800
E02002323,522.067,45500,30900,35700,31600
E02002324,640.2448,42500,29900,32600,31100
E02002325,612.7837,42200,29200,32800,30300
E02002326,698.8675,51700,32800,37500,36000
E02002327,644.5656,48600,31900,35200,32400
E02002328,645.4611,48400,31700,34800,34700
E02002329,662.5799,47200,31500,36300,34300
E02002330,634.4338,59800,34300,39400,39600
E02002331,586.7904,45300,30200,33200,33400
E02002332,495.4142,43100,28900,32700,30700
E02002333,549.7815,44800,28400,32100,30800
E02002334,565.0438,53800,35100,38400,38600
E02002335,625.0526,62800,36000,41200,40800
E02002336,523.8353,60900,36000,40100,39300
E02002337,513.3895,60700,33200,38000,37600
E02002338,502.1703,49700,29600,34300,32300
E02002339,592.8605,37000,24600,29500,27900
E02002340,585.4058,42400,27400,30000,29600
E02002341,505.7632,63800,36900,41300,39500
E02002342,560.2696,47300,31500,35000,32800
E02002343,683.6213,54300,30900,36200,33400
E02002344,510.1212,54300,31500,37500,35000
E02002345,547.2499,62600,37100,42800,40800
E02002346,577.9325,40900,27300,31300,30600
E02002347,542.802,37200,22800,30100,27000
E02002348,545.6231,42800,27200,32800,30300
E02002349,520.7203,59700,35000,40100,39900
E02002350,451.9214,61400,34600,38100,37400
E02002351,656.1512,60800,34000,39700,37700
E02002352,501.4943,55900,32300,36900,34300
E02002353,512.9542,60900,34500,40500,38100
E02002354,477.489,44400,27700,32200,29400
E02002356,580.1584,60200,33900,41900,43300
E02002357,526.0539,46900,29000,32900,31900
E02002358,705.0214,42000,26600,31400,29400
E02002359,752.2768,53900,32300,37000,35900
E02002360,436.2873,49400,29400,35100,32500
E02002361,468.0082,50400,29300,37500,34000
E02002362,372.8667,34800,22100,27500,25600
E02002363,321.4659,59600,34100,37500,37300
E02002364,610.5037,27600,19600,23400,23500
E02002366,497.0448,47300,28400,36500,31200
E02002367,327.8312,31300,20700,27600,24800
E02002368,667.095,53400,32300,35100,33200
E02002369,513.5797,33300,21300,27400,24600
E02002370,639.7128,30700,22100,25000,25100
E02002371,354.1841,33800,21600,27600,25500
E02002373,158.3354,42100,23800,34300,28700
E02002374,274.4048,38600,25400,28800,27400
E02002375,556.6838,30800,22100,26700,24000
E02002376,420.6206,32100,20200,28400,23300
E02002377,295.4273,27500,16600,21900,18600
E02002379,622.5629,30100,20900,27300,23900
E02002380,515.5912,37400,25900,28100,28000
E02002381,601.108,41600,27400,30700,30800
E02002382,415.3548,28400,15500,22700,19200
E02002383,52.1926,32300,17900,24100,18500
E02002384,184.754,29100,18200,25300,20700
E02002385,209.6422,35100,21000,27200,24600
E02002386,591.7589,43400,28500,31400,31100
E02002387,504.9994,31400,21300,24700,25100
E02002388,479.3498,35400,23400,27200,26100
E02002389,323.8579,32200,20400,26000,22900
E02002390,560.7952,38200,24500,29300,27000
E02002391,627.9453,41400,26800,30100,29400
E02002392,88.251,30200,17600,22900,19600
E02002393,261.662,29300,18700,22800,22000
E02002394,342.194,28300,17600,23600,21200
E02002395,571.4322,43200,27200,34300,28200
E02002396,460.4505,38100,24700,29600,27900
E02002397,578.9225,37700,24600,28900,27300
E02002398,546.3191,46000,29500,32700,31200
E02002399,457.4174,32200,19700,25500,23300
E02002400,351.4684,28600,20600,22300,23400
E02002401,546.3342,29900,19900,26000,22600
E02002402,582.8687,56200,31900,35900,35000
E02002403,514.5639,42000,28100,31000,30400
E02002404,367.6798,38700,22800,31200,29500
E02002405,558.241,43800,28100,32500,29600
E02002406,603.886,52300,30600,35100,32600
E02002407,570.7342,28700,20800,22800,24100
E02002408,594.2636,41700,27100,30800,30100
E02002409,549.7658,34800,22600,26900,26100
E02002410,614.3356,37600,23200,28400,27000
E02002411,329.2566,36000,19500,28800,26100
E02002412,621.8638,43800,27500,31700,30600
E02002414,358.7745,28400,19200,21700,22300
E02002415,335.9982,27500,16400,22600,20000
E02002416,559.3706,41100,27500,31600,29400
E02002417,707.1546,43900,27600,30900,29700
E02002418,717.639,41200,26700,31300,30500
E02002419,409.4168,32500,21200,25000,23900
E02002420,385.4294,37400,23000,28500,25300
E02002421,556.0532,29300,18800,23700,22400
E02002422,667.5221,48100,29900,33400,32900
E02002423,596.7174,31300,21500,25000,24800
E02002424,678.8114,43200,27400,30500,30400
E02002425,687.0779,41800,27500,31300,29700
E02002426,587.6463,46700,30500,36500,33600
E02002427,719.8329,38900,26800,29700,28200
E02002428,629.1753,39800,23200,29800,27200
E02002429,729.0895,45900,29300,33400,30400
E02002430,719.2982,29100,19000,24300,22400
E02002431,708.3003,41900,26000,30900,29800
E02002432,745.9489,42200,28600,31900,30300
E02002433,637.702,37000,24700,27000,28800
E02002434,825.5826,48900,27900,34500,31500
E02002435,679.0347,45100,28400,32500,30700
E02002436,739.0248,39800,25200,31600,28000
E02002437,646.4692,51900,30300,36700,34700
E02002438,710.2559,31900,21500,27000,24100
E02002439,653.4389,33900,23000,26400,26400
E02002440,603.2307,36400,24300,29700,26400
E02002441,850.0624,35600,23200,27200,26800
E02002442,709.655,43200,28200,31700,30800
E02002443,649.9713,49900,28800,34300,32700
E02002444,565.7024,46600,28700,33400,31400
E02002445,699.8998,42900,28100,31700,29400
E02002446,715.8812,44500,29000,32100,31000
E02002447,695.9315,33000,23200,26600,26400
E02002448,680.9466,31600,23500,26200,26000
E02002449,731.2312,44500,28300,33300,30100
E02002450,634.9844,44800,28100,32800,30500
E02002451,648.9503,47100,29500,33400,31800
E02002452,697.6542,35800,24300,28500,27400
E02002453,642.3402,36200,24000,28600,26800
E02002454,471.8827,38000,22800,29800,27200
E02002455,780.219,33500,22500,28100,26600
E02002456,612.7533,41700,26300,31000,29000
E02002457,571.9063,35600,22300,28600,24800
E02002458,598.3526,41300,27100,30900,29400
E02002459,638.1627,39800,23800,30400,26700
E02002460,699.4197,43600,30800,32900,32100
E02002461,725.3153,40500,25800,31200,28600
E02002462,618.6922,38900,26600,29900,29600
E02002463,549.7031,34800,22100,29000,24600
E02002464,669.2802,34100,24100,27600,26000
E02002465,464.882,39600,26900,30900,29800
E02002466,638.6937,39200,26200,29400,28300
E02002467,478.7406,34800,22500,27400,25100
E02002468,592.8162,42500,28500,31400,31000
E02002469,716.5763,44600,28700,33400,31000
E02002470,567.6514,66800,37100,41200,40700
E02002471,739.6499,50200,31200,34600,34500
E02002472,711.6968,45200,28900,32800,31100
E02002473,725.0792,45400,29100,32700,31500
E02002474,651.0723,38900,24200,31900,27400
E02002475,631.5678,53600,33600,37400,36500
E02002476,666.9988,33700,21900,26800,23500
E02002477,719.5108,34400,25000,28200,26300
E02002478,769.2322,39600,26700,31200,28400
E02002479,643.6484,33400,23600,27600,26000
E02002480,678.3061,32500,23100,24500,24500
E02002481,714.9246,38100,24500,29300,26400
E02002482,682.3224,33300,22400,28100,24400
E02002483,724.025,40200,24600,30600,28100
E02002484,535.1093,29200,20600,24600,24000
E02002485,607.3996,30200,21000,24500,23900
E02002489,521.56,29800,21200,24000,24800
E02002490,660.5144,31200,22800,25300,25800
E02002491,482.1672,27700,20700,24000,24200
E02002492,583.5357,32600,21900,26700,25500
E02002493,640.5771,41900,28000,31600,29800
E02002494,530.2218,27000,19300,22800,22900
E02002496,219.6454,24900,17100,19100,19300
E02002497,318.6993,28800,18900,22900,22900
E02002498,124.0403,28600,16800,20800,20700
E02002499,433.7791,29400,18400,24700,22900
E02002500,504.9661,35500,22500,27800,25300
E02002501,431.2294,35100,22200,28200,25100
E02002502,436.3132,27800,18900,21700,22800
E02002503,593.5985,32900,20800,26100,23500
E02002504,631.4611,40200,24900,31400,26900
E02002505,444.436,28700,19100,22800,23100
E02002506,561.8645,29600,20500,24100,24000
E02002507,697.6053,42800,29200,32300,31300
E02002508,858.8619,44000,28300,31900,29400
E02002509,663.9697,35800,23600,30200,27200
E02002510,781.4674,42800,28900,31500,29600
E02002512,724.3486,48000,35200,35900,34800
E02002513,739.9434,35500,24500,29100,27100
E02002514,723.8256,36700,24000,28500,27700
E02002515,610.1722,28800,21700,23300,25500
E02002516,599.6677,33000,23100,26600,25600
E02002517,515.5804,31000,22900,24600,25800
E02002518,727.5253,41700,29200,32100,30300
E02002519,564.116,31200,22100,25800,24600
E02002520,631.3968,39500,28900,30400,29900
E02002521,447.8694,40000,28200,30600,29300
E02002523,419.4231,28300,18300,23500,21900
E02002524,745.349,34000,24200,27900,26800
E02002525,582.9851,31700,21600,26400,26700
E02002526,740.2131,36800,24500,28400,26900
E02002527,588.28,30100,20800,24300,24000
E02002529,709.998,34500,24100,28300,27700
E02002530,566.3987,32000,23900,27300,26000
E02002532,559.6881,33200,22900,27000,26200
E02002533,738.1764,46100,28500,34600,32300
E02002534,728.4047,49100,31400,35500,32800
E02002535,620.3274,43200,26600,32300,31300
E02002536,700.974,33800,23800,26800,26900
E02002537,614.2012,30700,21100,25000,24100
E02002538,630.914,35300,23500,27500,26000
E02002539,802.8913,49100,31900,37900,33200
E02002540,614.6612,45800,30600,33600,31400
E02002541,623.3107,36400,25000,28500,27600
E02002542,559.3316,30500,21000,26900,24400
E02002543,668.0638,34800,21600,28400,25000
E02002544,535.6048,30900,21500,25200,24800
E02002545,626.8498,40200,27000,29900,29300
E02002546,575.4011,32800,21100,26700,24400
E02002547,593.5632,40100,29700,31200,29400
E02002549,658.885,41400,28400,31900,30300
E02002550,650.9007,40800,26700,32100,29400
E02002551,465.9686,29400,19900,23000,23500
E02002552,637.8815,34200,23000,26500,26400
E02002553,727.5562,34800,23000,27800,26300
E02002554,657.1825,29400,20800,24300,24000
E02002555,662.5154,45900,29100,33600,30800
E02002556,774.3168,52300,33200,38800,34400
E02002558,713.3034,49400,33500,35800,34100
E02002559,751.0842,49800,32900,35800,33300
E02002560,662.806,39000,26000,28900,27900
E02002561,556.9438,40700,25800,30500,28300
E02002562,665.882,32500,21900,24300,26200
E02002563,530.3835,35000,23600,27300,25900
E02002564,696.8682,36100,23900,28100,25800
E02002567,630.1845,35500,23000,26600,24800
E02002568,566.7605,53600,34800,37400,34600
E02002569,562.9668,50000,32600,34900,32400
E02002570,584.0796,31000,21400,23400,24900
E02002571,611.874,34600,22700,25800,25900
E02002572,550.434,36400,22600,27800,24800
E02002573,797.1463,48600,31500,36300,32400
E02002574,922.8131,50500,35800,37700,36800
E02002575,736.4661,55600,35100,40300,39200
E02002576,646.3396,34400,27100,27500,29400
E02002577,783.051,31500,23700,26300,26600
E02002578,644.2976,41000,27800,31200,30300
E02002579,662.2206,33700,24500,27000,27500
E02002580,578.2705,29800,21500,23500,25200
E02002581,636.9913,39500,27600,31300,30400
E02002582,788.3476,58500,37000,42000,39300
E02002583,722.4453,33000,24100,27300,25700
E02002584,726.0145,39200,28300,30900,30300
E02002585,842.4107,37000,26800,28800,30300
E02002586,740.3551,32100,22800,26400,25800
E02002587,743.9013,33800,24000,27100,26700
E02002588,679.4203,31900,24200,25800,26700
E02002589,722.157,48500,34100,35500,35700
E02002590,609.8994,54400,38800,40200,38300
E02002591,641.036,45600,32600,35500,33500
E02002592,684.9858,42700,31200,33800,32600
E02002593,610.5652,42900,29500,33500,31800
E02002594,636.6345,39600,27500,31500,30400
E02002595,620.8423,35400,23400,29600,26500
E02002596,522.634,43500,31400,33100,31500
E02002597,597.1911,34900,23500,29200,25900
E02002598,863.6272,59700,34900,41800,37700
E02002599,873.8889,52400,35100,39400,35300
E02002600,583.22,35700,24800,28900,28300
E02002601,657.5354,44300,30400,32900,31800
E02002602,728.6957,36700,23500,31600,26300
E02002603,748.4331,45900,31500,33300,32100
E02002604,772.219,49300,31900,36100,32700
E02002605,703.4798,43100,29300,32800,29900
E02002606,641.142,38700,25200,32500,29000
E02002607,618.191,38400,26600,31700,29700
E02002608,676.3358,44300,31500,33200,32100
E02002609,651.5512,37200,25900,29300,28900
E02002610,588.4398,54300,40300,40700,39400
E02002611,704.8754,51600,33700,37500,35700
E02002612,691.0675,49200,34100,36700,34400
E02002613,648.5378,60600,38700,43600,39700
E02002614,742.4134,64400,38400,45200,43200
E02002615,437.5932,37900,27000,31200,27600
E02002616,446.2617,45600,28200,35800,28000
E02002617,310.2253,32200,18700,25800,21400
E02002618,367.0773,36600,21600,29700,24300
E02002619,348.0651,32700,19800,27800,23700
E02002620,311.556,28000,18100,22400,21700
E02002621,272.48,30100,16900,24200,20200
E02002622,431.9213,30400,20800,25100,23300
E02002623,545.5664,31200,21200,24800,24400
E02002624,681.3325,47300,31000,35400,32400
E02002625,514.9508,37300,24600,30600,26700
E02002626,676.959,33300,24200,27500,26700
E02002627,753.4299,47500,29700,34700,32400
E02002628,663.4478,35600,25600,28700,28700
