MSOA21CD,PersonalDebt,HHInc_afterCosts,HHInc_afterCosts_equivalised,HHInc_beforeCosts,HHInc_beforeCosts_equivalised
E02006271,570.739,47600,31500,34100,33100
E02006272,609.4065,45500,30200,34100,32500
E02006273,536.4326,43200,31700,35200,32000
E02006274,585.8856,48900,32500,35500,34200
E02006275,619.1784,38800,25700,29400,28500
E02006276,502.3643,47400,33500,37000,33600
E02006277,672.9425,55900,35500,39500,37300
E02006278,451.2731,46800,32400,34300,36000
E02006279,442.875,43700,30500,32800,31800
E02006280,568.3558,49000,33500,39300,34900
E02006281,463.3387,46300,32900,33600,33200
E02006282,542.7803,45100,34100,36100,35400
E02006283,570.9708,54200,33800,39500,35200
E02006284,708.4919,43700,28500,33100,30900
E02006285,737.6176,48200,29200,35900,32000
E02006286,687.2243,44400,27500,33800,30700
E02006287,462.1166,45800,33500,35400,34400
E02006288,455.8049,46900,33900,35800,33200
E02006289,449.2894,40500,31300,32300,31100
E02006290,419.5199,38500,28900,29800,30100
E02006291,483.9568,45200,32900,35200,34000
E02006292,518.4324,50400,33500,39100,34800
E02006293,505.7898,47300,31900,35200,33100
E02006294,447.9292,44400,32000,34500,34200
E02006295,477.402,46500,31700,35900,33700
E02006296,518.8121,51300,34000,38700,36000
E02006297,480.3653,54500,34800,39900,37400
E02006298,579.2969,45200,29800,34200,33300
E02006299,454.7185,48000,33800,35800,36200
E02006300,512.5573,36500,25900,28200,29400
E02006301,454.5182,40300,28000,31300,32100
E02006302,521.5036,42200,30900,33300,31200
E02006303,521.9668,33200,23300,27400,25800
E02006304,542.1111,34900,28400,29800,28700
E02006305,443.5245,30300,24000,23800,25800
E02006306,495.7288,34200,26400,28100,27500
E02006307,547.3104,41000,31300,32300,31300
E02006308,442.9746,30600,23800,24400,27400
E02006309,483.7816,32900,24700,27000,26100
E02006310,671.8866,37800,28700,30900,30400
E02006311,480.5821,36500,27600,29200,29400
E02006312,488.3438,41800,31600,33800,31200
E02006313,527.5342,36000,29000,29300,29200
E02006314,430.8372,40200,29300,31600,30600
E02006315,341.0444,41100,31300,33500,32300
E02006316,426.2597,36700,28600,29700,29300
E02006317,762.3795,67600,37200,46600,38500
E02006318,384.3946,78400,43100,52300,45400
E02006319,673.7111,58100,31900,43200,36000
E02006320,591.8271,60600,31700,42900,36500
E02006321,681.7385,84800,41100,54600,46600
E02006322,553.4341,83900,45400,55000,47200
E02006323,581.0665,65400,38700,47000,42700
E02006324,702.6772,72900,37100,48200,40000
E02006325,761.2433,92100,46800,58400,48500
E02006326,690.6396,79400,41400,51800,44200
E02006327,635.3522,79100,47300,52500,49500
E02006328,759.4789,72100,42600,51000,45600
E02006329,854.5587,79200,45800,56300,51100
E02006330,724.8943,60600,35900,46000,40500
E02006331,567.8122,79800,42800,51500,43400
E02006332,722.3785,82300,42100,57000,53300
E02006333,776.6367,65500,39100,50800,44200
E02006334,946.5973,93500,49700,58400,53600
E02006335,528.6651,68500,35700,44900,41400
E02006336,661.1683,62500,32200,43000,37200
E02006337,562.6672,82500,38600,50600,47000
E02006338,667.1965,73800,36800,49100,43200
E02006339,662.6622,74200,37900,49100,42800
E02006341,585.3977,69800,37300,47800,42300
E02006342,563.3392,62100,35900,45100,41600
E02006343,587.0641,76200,37100,49400,43300
E02006344,612.7244,64900,40100,46000,44500
E02006345,505.0863,68000,38100,45700,39900
E02006346,859.6305,73200,43200,50000,46600
