OA21CD,SMEDebt
E00079562,1480.87
E00079563,1263.83
E00079564,1266.32
E00079565,1398.39
E00079566,1925.32
E00079567,1594.59
E00079568,1842.38
E00079569,1261.46
E00079570,1273.73
E00079571,2103.87
E00079572,1250.71
E00079573,1389.01
E00079574,1082.71
E00079575,1710.88
E00079576,1445.52
E00079577,1764.64
E00079578,1066.07
E00079579,1189.14
E00079580,1626.65
E00079581,1299.53
E00079582,1352.6
E00079583,951.3
E00079584,1315.91
E00079585,1360.72
E00079586,1630.78
E00079587,1288.45
E00079588,1285.1
E00079589,1188.78
E00079590,1435.37
E00079591,1439.74
E00079592,1115.31
E00079593,1219.21
E00079594,1379.15
E00079595,1471.21
E00079596,1315.14
E00079597,984.37
E00079599,1017.11
E00079600,1059.63
E00079601,879.35
E00079602,789.84
E00079603,741.79
E00079604,1307.34
E00079605,850.03
E00079606,696.24
E00079607,877.76
E00079608,891.25
E00079609,986.31
E00079610,833.83
E00079611,838.53
E00079612,1138.58
E00079613,946.89
E00079614,943.26
E00079615,1127.23
E00079616,870.73
E00079617,958.5
E00079618,1013.63
E00079619,982.31
E00079620,1197.5
E00079621,1467.92
E00079622,1146.49
E00079623,1110.61
E00079624,1116.85
E00079625,794.57
E00079626,1392.33
E00079628,1243.59
E00079629,1197.21
E00079630,1105.19
E00079631,1355.92
E00079632,1261.95
E00079635,1296.41
E00079636,1170.77
E00079637,1074.39
E00079638,1145.87
E00079639,1112.09
E00079640,1138.37
E00079641,1192.3
E00079642,1221.38
E00079643,1499.51
E00079644,1144.9
E00079645,988.16
E00079646,1021.93
E00079647,1163.15
E00079648,1308.73
E00079649,1155.36
E00079650,1199.61
E00079651,1978.05
E00079652,1104.38
E00079653,1162.36
E00079654,1750.94
E00079655,887.19
E00079656,1121.55
E00079657,985.43
E00079658,791.16
E00079659,789.82
E00079660,922.75
E00079661,845.94
E00079662,848.72
E00079663,876.77
E00079664,912.04
E00079665,821.1
E00079666,884.48
E00079667,816.58
E00079668,894.09
E00079669,830.4
E00079670,765.27
E00079671,753.1
E00079672,784.95
E00079673,852.9
E00079674,907.45
E00079675,851.99
E00079676,937.37
E00079677,976.51
E00079678,805.31
E00079679,878.52
E00079680,798.09
E00079681,805.68
E00079682,715.87
E00079683,739.33
E00079684,886.47
E00079685,765.27
E00079686,794.83
E00079687,703.14
E00079688,858.38
E00079689,763.49
E00079690,765.41
E00079691,1030.21
E00079692,868.84
E00079693,911.41
E00079694,780.79
E00079695,658.46
E00079696,831.27
E00079697,727.34
E00079698,1017.35
E00079699,1098.94
E00079700,901.21
E00079701,858.59
E00079702,935.06
E00079703,816.23
E00079704,1026.94
E00079705,780.39
E00079706,989.23
E00079707,966.1
E00079708,950.57
E00079709,1159.39
E00079710,888.74
E00079711,1016.45
E00079712,938.59
E00079713,745.77
E00079714,958.33
E00079715,1102.69
E00079716,915.16
E00079717,783.33
E00079718,1167.76
E00079719,878.59
E00079720,1067.11
E00079721,2255.25
E00079722,2363.98
E00079723,2546.94
E00079724,1698.32
E00079725,1786.42
E00079726,2799.32
E00079727,2277.89
E00079728,2305.9
E00079729,2253.67
E00079730,2626.67
E00079731,2000.47
E00079732,1855.46
E00079733,2275.56
E00079734,2519.85
E00079735,2470.28
E00079736,1996.45
E00079737,2231.26
E00079738,2118.57
E00079739,2649.04
E00079740,2600.16
E00079741,2405.95
E00079742,3252.83
E00079743,1761.91
E00079744,2728.98
E00079745,2137.99
E00079746,1377.3
E00079747,1035.43
E00079748,1182.23
E00079749,1330.93
E00079750,1395.27
E00079751,1173.34
E00079752,790.31
E00079753,852.23
E00079754,1548.16
E00079755,1075.11
E00079756,1059.68
E00079757,1024.64
E00079758,905.54
E00079759,974.85
E00079760,927.25
E00079761,1172.11
E00079762,935.4
E00079763,1217.47
E00079764,997.76
E00079765,1201.83
E00079766,1258.5
E00079767,1057.98
E00079768,1401.87
E00079769,1416.71
E00079770,1442.55
E00079771,964.28
E00079772,1124.18
E00079773,1352.95
E00079774,1008.75
E00079775,1153.62
E00079776,1297.8
E00079777,1428.9
E00079778,1140.18
E00079779,1459.31
E00079780,1247.18
E00079782,1229.47
E00079783,1306.62
E00079784,1430.43
E00079785,1374.31
E00079786,1040.83
E00079787,1278.58
E00079788,1067.06
E00079789,1557.62
E00079790,1028.18
E00079791,1302.65
E00079792,1497.23
E00079793,1499.49
E00079794,1351.9
E00079795,1499.8
E00079796,1537.24
E00079797,1454.95
E00079799,1483.21
E00079802,2343.6
E00079803,1447.02
E00079804,2716.73
E00079806,2372.78
E00079807,2551.2
E00079808,2736.41
E00079809,2789.84
E00079810,1149.42
E00079811,1044.72
E00079812,1535.33
E00079813,2422.58
E00079814,3813.27
E00079815,2268.2
E00079816,2269.74
E00079817,2599.24
E00079818,2050.65
E00079819,1697.4
E00079820,2761.57
E00079821,2516.23
E00079822,3153.09
E00079823,2545.3
E00079824,2673.98
E00079825,1791.22
E00079826,2517.09
E00079827,2483.08
E00079828,2511.68
E00079829,1928.44
E00079830,2066.41
E00079831,2105.7
E00079833,12797.09
E00079837,1495.4
E00079839,2295.45
E00079840,4162.34
E00079841,4790
E00079842,4003.81
E00079843,4151.52
E00079846,1918.04
E00079848,2321.34
E00079849,2776.7
E00079850,2718.85
E00079851,1066.9
E00079852,1456.87
E00079853,890.71
E00079854,1134.94
E00079855,935.95
E00079856,1014.85
E00079857,889.51
E00079858,819.58
E00079859,921.03
E00079860,842.72
E00079861,1055.6
E00079862,952
E00079863,997.98
E00079864,1017.19
E00079865,1031.06
E00079866,858.8
E00079867,1162.5
E00079868,926.32
E00079869,892.19
E00079870,808.96
E00079871,1028.93
E00079872,930.03
E00079873,905.7
E00079874,1819.68
E00079875,1989.52
E00079876,1914.72
E00079877,1955.18
E00079878,2443.97
E00079879,1799.65
E00079881,2579.18
E00079882,2342.23
E00079883,2192.18
E00079884,1531.56
E00079885,2090.3
E00079886,1869.82
E00079887,2023.93
E00079888,2008.24
E00079889,2151.2
E00079890,2034.7
E00079891,1989.88
E00079892,1881.76
E00079893,2347.15
E00079894,2118.43
E00079895,1803.24
E00079896,2198.42
E00079897,2378.3
E00079898,841.52
E00079899,922.87
E00079900,857.25
E00079901,862.39
E00079902,891.15
E00079903,974.27
E00079904,836.47
E00079905,816.57
E00079906,891.68
E00079907,784.93
E00079908,813.72
E00079909,1007.01
E00079910,1045.78
E00079911,1221.06
E00079912,850.59
E00079913,879.21
E00079914,840.31
E00079915,1013.73
E00079916,880.58
E00079917,906.76
E00079918,936.38
E00079919,890.73
E00079920,963.93
E00079921,888.47
E00079922,946.46
E00079923,922.22
E00079924,956.63
E00079925,926.15
E00079926,930.36
E00079927,1020.29
E00079928,881.12
E00079929,958.77
E00079930,926.84
E00079931,919.63
E00079932,900.22
E00079933,947.79
E00079934,803.41
E00079935,785.09
E00079936,761.98
E00079937,709.04
E00079938,753.35
E00079939,770.37
E00079940,762.56
E00079941,864.96
E00079942,731.31
E00079943,785.86
E00079944,706.15
E00079945,836.53
E00079946,747.78
E00079947,777.03
E00079948,806.25
E00079949,599.62
E00079950,734.1
E00079951,813.58
E00079952,789.2
E00079953,608.78
E00079954,658.35
E00079955,638.63
E00079956,660.61
E00079957,617.88
E00079958,681.66
E00079959,763.22
E00079960,704.02
E00079961,779.73
E00079962,1321.19
E00079963,2122.5
E00079964,2268.33
E00079965,833.79
E00079966,760.41
E00079967,882.37
E00079968,688.68
E00079969,685.35
E00079970,817.73
E00079971,1021.59
E00079972,669.39
E00079973,1585.52
E00079974,755.57
E00079975,1409.48
E00079976,811.2
E00079977,793.94
E00079978,868.39
E00079979,1603.82
E00079980,1274.84
E00079981,627.33
E00079982,641.67
E00079983,922.26
E00079984,891.24
E00079985,787.2
E00079986,774.62
E00079987,901.06
E00079988,707.53
E00079989,788.88
E00079990,936.88
E00079991,684.66
E00079992,898.51
E00079993,903.92
E00079994,692.43
E00079995,675.01
E00079996,836.65
E00079997,694.78
E00079998,884.4
E00079999,774.12
E00080000,1510.39
E00080001,1436
E00080002,1036.51
E00080003,1304.79
E00080004,1056.08
E00080005,1630.72
E00080006,1071
E00080007,1283.67
E00080008,1443.23
E00080009,1765.02
E00080010,1869.01
E00080011,1244.32
E00080012,1419.88
E00080013,1734.47
E00080014,1414.65
E00080015,1657.77
E00080016,2209.53
E00080017,1232.54
E00080018,1480.26
E00080019,1752.57
E00080020,1314.89
E00080021,1770.57
E00080022,1839.72
E00080023,1656.96
E00080024,1436.95
E00080025,2029.98
E00080026,1885.65
E00080027,1861.46
E00080028,1199.94
E00080029,1384.81
E00080030,1280.69
E00080031,1436.01
E00080032,1514.4
E00080033,1082.9
E00080034,1285.37
E00080035,1268.56
E00080036,1127.52
E00080037,1134.89
E00080038,1348.53
E00080039,1367.23
E00080040,1247.84
E00080041,1216.87
E00080042,1309.38
E00080043,1218.18
E00080044,1430.64
E00080045,1234.21
E00080046,1040.98
E00080047,1170.89
E00080048,1148.1
E00080049,1193.39
E00080050,1182.59
E00080051,1201.14
E00080052,1093.39
E00080053,1396.58
E00080054,1212.01
E00080055,1353.33
E00080056,1232.1
E00080057,1243.91
E00080058,1614.83
E00080059,1179.24
E00080060,1286.32
E00080061,969.88
E00080062,962.42
E00080063,1371.61
E00080064,1262.46
E00080065,1102.42
E00080066,1114.18
E00080067,1160.6
E00080068,464.45
E00080069,1918.77
E00080070,1856.02
E00080071,1071.03
E00080072,1329.74
E00080073,1162
E00080074,1163.48
E00080075,918.11
E00080076,1047.99
E00080077,1108.63
E00080078,1112.04
E00080079,1367.72
E00080080,1320.47
E00080081,1504.81
E00080082,1382.5
E00080084,1274.77
E00080085,1134.29
E00080086,1132.45
E00080087,1182.05
E00080088,1087.6
E00080091,1093.36
E00080092,662.69
E00080093,455.43
E00080094,517.36
E00080095,554.64
E00080096,1638.01
E00080097,2040.87
E00080099,4603.14
E00080100,2375.98
E00080101,2418.05
E00080102,4228.99
E00080103,1736.36
E00080104,3406.5
E00080105,1817.53
E00080106,2112.44
E00080107,2053.71
E00080108,4062.95
E00080109,2152.87
E00080110,1794.25
E00080111,1332.09
E00080112,1919.18
E00080113,1805.94
E00080114,4470.5
E00080115,1987.57
E00080116,2195.71
E00080117,2002.51
E00080118,4187.25
E00080119,2104.13
E00080120,1382.69
E00080121,1811.38
E00080122,2466.86
E00080123,1961.5
E00080124,2148.29
E00080125,1794.32
E00080126,3184.49
E00080127,3457.53
E00080128,4089.23
E00080129,2094.32
E00080130,2613.45
E00080131,2062.05
E00080132,1968.19
E00080133,1939.25
E00080134,1595.13
E00080135,8932.66
E00080136,2381.85
E00080137,3484.1
E00080138,7973.81
E00080139,2882.14
E00080140,2077.46
E00080141,2952.12
E00080142,2407.28
E00080143,1126.01
E00080144,4423.17
E00080145,7903.77
E00080146,3313.68
E00080147,9287.69
E00080148,2285.78
E00080149,3809.06
E00080150,2165.78
E00080151,8799.03
E00080152,2301.99
E00080153,7842.96
E00080154,2214.4
E00080155,3616.74
E00080156,2818.35
E00080157,3404.77
E00080158,2604.37
E00080159,3067.07
E00080160,4127.42
E00080162,1856.52
E00080163,5015
E00080164,18536.18
E00080165,2040.91
E00080166,2883.34
E00080167,1998.09
E00080168,6414.48
E00080169,2874.7
E00080170,7991.65
E00080171,10743.06
E00080172,768.65
E00080173,620.81
E00080174,703.92
E00080175,1619.74
E00080176,1899.66
E00080177,1238
E00080178,1210.29
E00080179,1692.01
E00080180,1583.98
E00080181,600.81
E00080182,643.42
E00080183,629.29
E00080184,573.3
E00080185,746.77
E00080186,648.43
E00080187,792.52
E00080188,677.22
E00080189,1636.74
E00080190,681.32
E00080191,806.4
E00080192,614.48
E00080193,621.42
E00080194,1492.01
E00080195,726.4
E00080196,721.15
E00080197,874.65
E00080198,758.34
E00080199,561.42
E00080200,682.72
E00080201,1550.55
E00080202,1276.9
E00080203,1764.7
E00080204,1560.88
E00080205,1312.75
E00080206,1571.77
E00080207,1619.68
E00080208,1513.56
E00080209,1485.94
E00080210,1665.62
E00080211,1708.64
E00080212,900.23
E00080213,1097.84
E00080214,1889.4
E00080215,846.23
E00080216,1435.71
E00080217,1494.23
E00080218,1698.42
E00080219,933.97
E00080220,1656.23
E00080221,1882.6
E00080222,1247.21
E00080223,1836.12
E00080225,1540.62
E00080226,1918.82
E00080227,1334.61
E00080228,1382.12
E00080229,1991.81
E00080230,1110.46
E00080231,1017.22
E00080232,1724.26
E00080233,1390.89
E00080234,1585.61
E00080235,1356.99
E00080236,1581.95
E00080237,1819.03
E00080238,2017.5
E00080239,477.7
E00080240,487.08
E00080241,519.17
E00080242,836.89
E00080243,516.42
E00080244,487.24
E00080245,491.2
E00080246,466.43
E00080247,542.35
E00080248,560.13
E00080249,494.02
E00080250,510.69
E00080251,1371.13
E00080252,557.29
E00080253,449.83
E00080254,518.01
E00080255,479.02
E00080256,538.19
E00080257,478.72
E00080258,607.08
E00080259,1438.02
E00080260,1646
E00080261,1655.91
E00080262,555.68
E00080263,504.68
E00080264,497.55
E00080265,942.91
E00080266,1718.94
E00080267,454.52
E00080268,1641.57
E00080269,508.69
E00080270,1721.62
E00080271,663.16
E00080272,415.98
E00080273,574.86
E00080274,470.92
E00080275,867.36
E00080276,708.65
E00080277,1330.76
E00080278,1725.5
E00080279,830.01
E00080282,754.36
E00080283,861.69
E00080284,681.75
E00080285,1714.39
E00080286,1321.61
E00080287,1163.97
E00080288,1611.76
E00080289,1535.72
E00080290,1532.58
E00080291,1442.47
E00080292,1461.92
E00080293,1601.31
E00080295,1925.5
E00080296,1546.76
E00080297,1955.45
E00080298,1508.15
E00080299,1438.56
E00080300,1719.48
E00080301,1905.94
E00080302,1885.67
E00080303,2356.63
E00080304,1598.36
E00080305,1753.22
E00080306,1011.4
E00080307,702.39
E00080308,946.6
E00080310,636.26
E00080311,607.15
E00080312,534.38
E00080313,1220.78
E00080314,1910.76
E00080315,1962.62
E00080316,733.76
E00080317,532.12
E00080318,479.02
E00080319,538.77
E00080320,504.06
E00080321,499.58
E00080322,473.19
E00080323,482.99
E00080324,490.95
E00080325,395.4
E00080326,421.62
E00080327,483.11
E00080328,414.13
E00080329,1647.5
E00080330,2216.64
E00080331,1943.43
E00080332,433.18
E00080333,1918.32
E00080334,1687.18
E00080335,1951.42
E00080336,1850.83
E00080337,1881.03
E00080338,1099.95
E00080339,1297.26
E00080340,1916.48
E00080341,1748.43
E00080342,1186.36
E00080343,1834.75
E00080344,1075.46
E00080345,1813.12
E00080346,1141.23
E00080347,1741.71
E00080348,1888.29
E00080349,2001.31
E00080350,1707.41
E00080351,1696.1
E00080352,1809.12
E00080353,1079.61
E00080354,1702.62
E00080355,1052.11
E00080356,1139.04
E00080357,1664.73
E00080358,1839.71
E00080359,1927.47
E00080360,1571.24
E00080361,1230.04
E00080362,1835.41
E00080363,1337.15
E00080364,1334.14
E00080365,1403.32
E00080366,962.16
E00080367,1839.36
E00080368,1720.4
E00080369,1747.89
E00080370,1948.55
E00080371,2021.06
E00080372,1801.06
E00080373,1744.94
E00080374,2708.54
E00080375,1726.62
E00080376,1309.13
E00080377,1830.85
E00080378,2158.13
E00080379,2469.51
E00080380,1730.66
E00080381,3969.15
E00080383,2290.15
E00080384,4184.89
E00080385,1956.71
E00080386,2458.48
E00080387,1714.09
E00080388,2162.57
E00080390,2304.62
E00080391,2334.18
E00080392,1773.91
E00080393,1776.78
E00080394,2301.18
E00080395,1232.17
E00080396,1360.71
E00080397,2285.19
E00080398,1895.85
E00080399,1832.7
E00080400,3414.53
E00080401,2379.78
E00080402,3458.16
E00080403,2676.39
E00080404,3682.95
E00080405,2931.04
E00080406,2250.69
E00080407,3233.61
E00080408,1823.18
E00080409,1465.51
E00080410,1687.89
E00080411,1658.6
E00080412,1556.21
E00080413,1622.99
E00080414,1428.53
E00080415,1731.96
E00080416,1738.73
E00080417,1705.8
E00080418,1645.34
E00080419,1698.6
E00080420,1599
E00080421,1442.25
E00080422,1490.81
E00080423,1484.3
E00080424,1979.39
E00080425,1580.2
E00080426,1846.42
E00080427,1617.44
E00080428,1672.86
E00080429,1524.09
E00080430,1562.83
E00080431,1470.66
E00080432,1562.52
E00080433,1490
E00080434,1400.54
E00080435,1590.22
E00080436,1421.93
E00080437,1579.88
E00080438,1567.62
E00080439,1492.67
E00080440,1789.17
E00080441,1429.76
E00080442,1621.43
E00080443,4219.87
E00080444,4734.01
E00080445,4056.45
E00080446,4292.87
E00080447,3832.24
E00080448,4986.27
E00080449,4417.22
E00080450,4274.04
E00080451,547.38
E00080452,771.55
E00080453,869.05
E00080454,823.78
E00080455,756.63
E00080456,674.64
E00080457,1526.03
E00080458,831.39
E00080459,969.87
E00080460,801.64
E00080461,769.82
E00080462,3435.47
E00080463,3660.91
E00080464,4790.03
E00080465,4777.94
E00080466,4796.53
E00080467,4334.39
E00080468,4061.99
E00080469,3916.22
E00080470,4291.96
E00080471,4541.06
E00080472,4881.53
E00080473,723.61
E00080474,1973.22
E00080475,2323.52
E00080476,1545.59
E00080477,860.98
E00080478,959.8
E00080479,1723.83
E00080480,1463.1
E00080481,1407.33
E00080482,1186.7
E00080483,794.46
E00080484,710.03
E00080485,728.98
E00080486,1148.35
E00080487,1107.22
E00080488,2077.03
E00080489,2080.65
E00080490,1988.04
E00080491,1862.71
E00080492,2101.89
E00080493,1665.13
E00080494,2014.64
E00080495,1824.79
E00080496,1618.11
E00080497,1547.56
E00080498,2053.13
E00080499,1495.4
E00080500,1622.03
E00080501,1843
E00080502,1639.45
E00080503,1608.91
E00080504,1867.24
E00080505,2312.17
E00080506,1794.16
E00080507,1220.42
E00080508,2141.33
E00080509,1498.93
E00080510,2081.3
E00080511,2114.07
E00080512,2197.98
E00080513,1853.69
E00080514,2625.48
E00080515,2373.1
E00080516,2295.17
E00080517,2292.84
E00080519,2293.46
E00080521,1908.57
E00080522,1910.7
E00080523,2124.56
E00080524,2010.51
E00080525,1945.21
E00080526,1980.39
E00080527,2175.76
E00080528,1916.34
E00080529,2092.32
E00080530,1985.03
E00080531,2674.35
E00080532,2299.9
E00080534,2191.02
E00080535,1403.96
E00080536,2566.12
E00080537,2237.34
E00080538,2605.47
E00080539,1960.71
E00080540,1618.29
E00080541,1902.82
E00080542,1489.21
E00080543,2126.31
E00080544,2157.67
E00080545,1572.37
E00080546,2014.09
E00080547,1935.94
E00080548,2193.32
E00080549,2554.59
E00080550,2453.2
E00080551,2024.55
E00080552,2389.44
E00080553,2504.6
E00080554,1670.29
E00080555,2024.51
E00080556,2050.07
E00080557,1589.44
E00080558,2331.3
E00080559,1669.44
E00080560,1202.93
E00080561,1211.17
E00080562,899.37
E00080563,891.34
E00080564,754.75
E00080565,744.83
E00080566,755.35
E00080567,677.7
E00080568,835.96
E00080569,766.27
E00080570,857.14
E00080571,663.82
E00080572,703.27
E00080573,867.89
E00080574,576.21
E00080575,899.13
E00080576,813.5
E00080577,882.29
E00080578,892.06
E00080579,685.82
E00080580,815.65
E00080581,825.89
E00080582,955.37
E00080583,793.29
E00080584,790.25
E00080585,939.25
E00080586,948.71
E00080587,740.58
E00080588,1950.39
E00080589,1185.01
E00080590,1134.31
E00080591,860.56
E00080592,791.59
E00080594,1796.54
E00080596,1458.08
E00080598,1801.21
E00080600,1606.79
E00080601,1597.73
E00080602,1740.86
E00080603,1731.36
E00080604,1587.72
E00080605,1648.26
E00080607,1544.6
E00080608,1779.51
E00080609,1656.72
E00080610,1412.7
E00080611,2974.63
E00080612,3178.52
E00080613,3235.35
E00080614,2811.56
E00080615,721.13
E00080616,3190.31
E00080617,2835.9
E00080618,448.54
E00080619,3003.76
E00080620,2858.51
E00080621,3164.1
E00080622,3257.65
E00080623,509.08
E00080624,3263.29
E00080625,2707.79
E00080626,1626.64
E00080627,595.73
E00080628,2641.48
E00080629,2008.41
E00080630,1646.64
E00080631,1121.3
E00080632,1046.4
E00080633,693.79
E00080634,1371.32
E00080635,695.19
E00080637,1996.65
E00080638,1863.06
E00080639,1789.74
E00080640,1186.33
E00080641,1079.66
E00080642,1114.89
E00080643,1017.79
E00080645,1010.47
E00080646,1194.7
E00080647,986.51
E00080648,938.82
E00080649,1069.33
E00080650,2391.92
E00080651,1758.27
E00080653,2143.3
E00080654,1860.84
E00080655,1647.25
E00080656,1330.33
E00080657,1439.93
E00080658,1679.04
E00080659,1772.05
E00080660,1808
E00080661,1501.92
E00080662,2171.84
E00080663,1736.34
E00080665,1655.89
E00080666,1796.39
E00080667,2039.37
E00080668,2202.11
E00080669,2208.98
E00080670,2747.35
E00080671,2199.02
E00080672,2579.49
E00080673,1776.26
E00080674,1886.63
E00080675,1354.34
E00080676,1121.74
E00080677,2428.99
E00080679,1381.49
E00080680,2205.6
E00080681,2608.53
E00080682,2230.42
E00080683,1743.61
E00080684,1641.39
E00080685,2461.39
E00080686,2640.24
E00080687,2332.03
E00080688,2104.43
E00080689,2244.58
E00080690,1940.77
E00080691,2797.1
E00080692,2356.49
E00080693,1718.29
E00080694,2197.98
E00080695,2216.38
E00080696,2297.22
E00080697,2118.03
E00080698,2365.65
E00080699,1938.89
E00080700,2313.73
E00080701,2438.29
E00080702,1978.23
E00080703,1577.64
E00080704,1535.56
E00080705,2509.23
E00080706,1339.98
E00080707,1590.22
E00080708,1806.83
E00080709,1642.28
E00080710,1403.83
E00080711,1405.92
E00080712,1611.83
E00080713,1589.71
E00080714,791.11
E00080715,1233.32
E00080716,875.88
E00080717,1082.81
E00080718,1103.5
E00080719,1093.54
E00080720,865.71
E00080721,916.53
E00080722,1184.58
E00080723,890.11
E00080724,1003.11
E00080725,864.55
E00080726,880.61
E00080727,997.81
E00080728,947.1
E00080729,767.28
E00080730,802.92
E00080732,918.15
E00080733,2141.47
E00080734,2198.92
E00080735,1411.83
E00080736,1683.86
E00080737,1651.39
E00080738,1395.95
E00080739,1900.56
E00080740,1158.03
E00080741,1227.8
E00080742,1343.06
E00080743,1559.79
E00080744,1329.82
E00080745,1189.14
E00080746,2293.34
E00080747,2215.44
E00080748,2164.02
E00080749,1837.34
E00080750,1933.76
E00080751,2223
E00080752,1509.52
E00080753,2909.71
E00080754,1796.4
E00080755,1715.44
E00080756,1471.54
E00080758,2316.96
E00080759,2750.97
E00080761,2265.85
E00080762,2302.38
E00080763,2519.93
E00080764,2309.99
E00080765,2217.26
E00080766,1929.1
E00080767,2075.12
E00080768,2265.85
E00080769,1221.46
E00080770,2521.54
E00080771,1605.66
E00080772,1600.67
E00080773,1258.21
E00080774,1478.18
E00080775,1440.63
E00080776,1469.75
E00080777,1489.26
E00080778,1431.73
E00080779,1424.86
E00080780,1472.86
E00080781,1634.01
E00080782,1447.72
E00080783,1529.07
E00080784,1282.02
E00080785,2009.77
E00080786,2017.54
E00080787,1808.57
E00080788,1869.25
E00080789,1582.92
E00080791,1866.13
E00080793,2145.66
E00080794,2218.1
E00080795,877.77
E00080796,1937.01
E00080797,2509.78
E00080798,1186.03
E00080799,1239.53
E00080800,1272.38
E00080801,1251.68
E00080802,1511.37
E00080803,1675.66
E00080805,1579.52
E00080807,1663.25
E00080809,1800.06
E00080810,2346.08
E00080812,492.06
E00080813,575.51
E00080814,506.16
E00080815,532.35
E00080816,489.46
E00080817,621.8
E00080818,597.78
E00080819,475.31
E00080820,583.05
E00080821,450.53
E00080822,512.33
E00080823,449.67
E00080824,507.57
E00080825,547.26
E00080826,744.25
E00080827,573.62
E00080828,570.38
E00080829,496.86
E00080830,586.4
E00080831,553.91
E00080832,685.8
E00080833,556.32
E00080834,555.98
E00080835,528.03
E00080836,450.31
E00080837,531.86
E00080838,556.71
E00080839,977.5
E00080840,574.65
E00080841,1888.12
E00080842,1676.57
E00080843,1871.18
E00080844,1937.42
E00080845,1745.5
E00080846,1745.1
E00080847,1801.15
E00080848,2100.36
E00080849,1908.36
E00080851,2203.05
E00080852,1768.46
E00080853,1990.84
E00080854,1990.29
E00080855,1974.18
E00080856,2106.88
E00080857,1790.67
E00080858,1816.17
E00080859,1820
E00080860,1678.96
E00080861,1991.96
E00080862,1598.74
E00080863,1082.18
E00080864,973.5
E00080865,1017.93
E00080866,1053.5
E00080867,979.24
E00080868,965.48
E00080869,1070.1
E00080870,1001.34
E00080871,1255.12
E00080872,1028.38
E00080873,997.39
E00080874,861.06
E00080875,1135.54
E00080876,1022.05
E00080877,992.29
E00080878,976.55
E00080879,1033.58
E00080880,1004.3
E00080881,1014.31
E00080882,1178.21
E00080883,1369.24
E00080884,1243.51
E00080885,1300.75
E00080886,1300.45
E00080887,1741.85
E00080888,1231.11
E00080889,1053.19
E00080890,1373.12
E00080891,588.02
E00080892,1315.31
E00080893,1154.56
E00080894,700.04
E00080895,553.64
E00080896,1328.32
E00080897,1231.82
E00080898,1406.31
E00080899,1342.05
E00080900,1225.24
E00080901,1403.95
E00080902,994.57
E00080903,1311.78
E00080904,1116.83
E00080905,1391.54
E00080906,1378.15
E00080907,1267.36
E00080908,1256.93
E00080909,1096.52
E00080910,1455.47
E00080911,1061.83
E00080912,1648.36
E00080914,2595.33
E00080915,1556.98
E00080916,1563.92
E00080917,2400.81
E00080918,3013.15
E00080919,2520.32
E00080920,3153.29
E00080921,1809.63
E00080922,2741.86
E00080923,2646.42
E00080924,1236.76
E00080925,1412.65
E00080926,1181.35
E00080927,1292.4
E00080928,1273.84
E00080929,1181
E00080931,1084.28
E00080932,1147.78
E00080933,981.27
E00080934,1207.78
E00080935,994.48
E00080936,1017.4
E00080937,1244.46
E00080938,1195.89
E00080939,946.88
E00080940,2200.21
E00080941,1179.4
E00080942,1595.59
E00080943,2321.03
E00080944,1163.37
E00080945,1257.05
E00080947,2366.87
E00080948,15490.88
E00080949,2105.6
E00080951,1985.06
E00080952,1997.95
E00080953,8710.92
E00080955,2658.72
E00080957,2295.4
E00080958,2662.94
E00080959,2383.83
E00080960,2493.99
E00080961,3096.12
E00080963,2363.81
E00080964,1870.34
E00080965,1741.57
E00080966,1749.47
E00080967,4636.66
E00080968,1557.06
E00080969,2202.01
E00080970,1549.91
E00080972,917.34
E00080973,1578.54
E00080974,1441.59
E00080975,1445.45
E00080976,784.13
E00080977,1061.35
E00080978,979.42
E00080979,1566.56
E00080981,834.72
E00080982,1642.45
E00080983,913.91
E00080984,1699.82
E00080985,1365.49
E00080986,1705.63
E00080987,784.6
E00080988,1557.09
E00080989,915.79
E00080990,769.48
E00080991,779.63
E00080992,1530.83
E00080993,691.67
E00080994,775.39
E00080995,1495.67
E00080996,805.23
E00080997,738.95
E00080998,845.63
E00080999,1560.19
E00081000,849.97
E00081001,847.2
E00081002,822.52
E00081003,579.2
E00081004,842.61
E00081005,740.84
E00081006,2828.8
E00081007,710.77
E00081008,973.36
E00081009,1135.3
E00081010,1223.5
E00081011,2157.99
E00081012,1324.37
E00081013,1325.65
E00081014,1707.84
E00081015,1810.19
E00081016,1539.63
E00081017,801.61
E00081018,1551.37
E00081019,2442.4
E00081020,813
E00081021,1354.02
E00081022,1300.76
E00081023,1138.52
E00081024,1064.06
E00081025,1131.34
E00081026,1163.35
E00081027,1075.18
E00081028,1383.77
E00081029,1265.61
E00081030,1239.97
E00081032,1185.98
E00081033,1351.67
E00081034,1055.77
E00081035,1250.93
E00081036,1227.25
E00081037,1147.11
E00081038,1214.92
E00081039,848.05
E00081040,850.38
E00081041,903.93
E00081042,843.35
E00081043,1058.31
E00081044,952.7
E00081046,803.9
E00081047,799.81
E00081048,976.51
E00081049,736.79
E00081050,876.8
E00081051,1160.55
E00081052,893.77
E00081053,948.19
E00081054,850.66
E00081055,742.06
E00081056,1292.79
E00081057,801.06
E00081058,1062.57
E00081059,987.21
E00081060,897.55
E00081061,1031.63
E00081062,917.65
E00081063,859.31
E00081065,1247.13
E00081066,1652.73
E00081067,724.03
E00081068,935.62
E00081069,842.44
E00081071,972.1
